Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
Kenny Watson,CIN,29,FB,16,5,7.0,,,,,,,7.0,,,,,,,,,42,2.6
LenDale White,TEN,23,RB,16,16,7.0,,,,,,,7.0,,,,,,,,,42,2.6
Jason Witten*+,DAL,25,TE,16,16,,7.0,,,,,,7.0,,,,,,,,,42,2.6
Andre' Davis,HOU,28,WR,14,8,,3.0,,3.0,,,,6.0,1.0,,,,,,,,38,2.7
Laurence Maroney,NWE,22,RB,13,6,6.0,,,,,,,6.0,1.0,,,,,,,,38,2.9
Leon Washington,NYJ,25,RB,16,4,3.0,,,3.0,,,,6.0,1.0,,,,,,,,38,2.4
Arnaz Battle,SFO,27,WR,16,15,1.0,5.0,,,,,,6.0,,,,,,,,,36,2.3
Laveranues Coles,NYJ,30,WR,12,10,,6.0,,,,,,6.0,,,,,,,,,36,3.0
Ron Dayne,HOU,29,RB,13,8,6.0,,,,,,,6.0,,,,,,,,,36,2.8
Reuben Droughns,NYG,29,RB,16,1,6.0,,,,,,,6.0,,,,,,,,,36,2.3
Bobby Engram,SEA,34,WR,16,13,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Joey Galloway,TAM,36,WR,15,15,,6.0,,,,,,6.0,,,,,,,,,36,2.4
Frank Gore,SFO,24,RB,15,15,5.0,1.0,,,,,,6.0,,,,,,,,,36,2.4
Steven Jackson,STL,24,RB,12,12,5.0,1.0,,,,,,6.0,,,,,,,,,36,3.0
Brandon Jacobs,NYG,25,RB,11,9,4.0,2.0,,,,,,6.0,,,,,,,,,36,3.3
Donald Lee,GNB,27,TE,15,12,,6.0,,,,,,6.0,,,,,,,,,36,2.4
Shaun McDonald,DET,26,WR,16,7,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Jerry Porter,OAK,29,WR,16,16,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Ben Watson,NWE,27,TE,12,8,,6.0,,,,,,6.0,,,,,,,,,36,3.0
Roddy White,ATL,26,WR,16,15,,6.0,,,,,,6.0,,,,,,,,,36,2.3
Ronnie Brown,MIA,26,RB,7,7,4.0,1.0,,,,,,5.0,1.0,,,,,,,,32,4.6
Kellen Winslow*,CLE,24,TE,16,14,,5.0,,,,,,5.0,1.0,,,,,,,,32,2.0
Shaun Alexander,SEA,30,RB,13,10,4.0,1.0,,,,,,5.0,,,,,,,,,30,2.3
Bernard Berrian,CHI,27,WR,16,15,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Dwayne Bowe,KAN,23,WR,16,15,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Chris Brown,TEN,26,RB,12,1,5.0,,,,,,,5.0,,,,,,,,,30,2.5
Alge Crumpler,ATL,30,TE,14,10,,5.0,,,,,,5.0,,,,,,,,,30,2.1
Lee Evans,BUF,26,WR,16,16,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Jabar Gaffney,NWE,27,WR,16,7,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Tony Gonzalez*,KAN,31,TE,16,16,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Calvin Johnson,DET,22,WR,15,10,1.0,4.0,,,,,,5.0,,,,,,,,,30,2.0
Derrick Mason,BAL,33,WR,16,16,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Maurice Morris,SEA,28,RB,14,6,4.0,1.0,,,,,,5.0,,,,,,,,,30,2.1
Leonard Pope,ARI,24,TE,13,11,,5.0,,,,,,5.0,,,,,,,,,30,2.3
Tony Scheffler,DEN,24,TE,16,7,,5.0,,,,,,5.0,,,,,,,,,30,1.9
Aaron Stecker,NOR,32,RB,16,6,5.0,,,,,,,5.0,,,,,,,,,30,1.9
Brandon Stokley,DEN,31,WR,13,9,,5.0,,,,,,5.0,,,,,,,,,30,2.3
Fred Taylor*,JAX,31,RB,15,15,5.0,,,,,,,5.0,,,,,,,,,30,2.0
Kevin Walter,HOU,26,WR,16,15,,4.0,,,1.0,,,5.0,,,,,,,,,30,1.9
Nate Washington,PIT,24,WR,16,4,,5.0,,,,,,5.0,,,,,,,,,30,1.9
DeAngelo Williams,CAR,24,RB,16,0,4.0,1.0,,,,,,5.0,,,,,,,,,30,1.9
Roy Williams,DET,26,WR,12,12,,5.0,,,,,,5.0,,,,,,,,,30,2.5
Ronald Curry,OAK,28,WR,16,13,,4.0,,,,,,4.0,2.0,,,,,,,,28,1.8
Samkon Gado,2TM,25,RB,8,2,4.0,,,,,,,4.0,1.0,,0.0,,,,,,26,3.3
Rudi Johnson,CIN,28,RB,11,9,3.0,1.0,,,,,,4.0,1.0,,,,,,,,26,2.4
Cedric Benson,CHI,25,RB,11,11,4.0,,,,,,,4.0,,,,,,,,,24,2.2
Deion Branch,SEA,28,WR,11,11,,4.0,,,,,,4.0,,,,,,,,,24,2.2
Reggie Brown,PHI,26,WR,16,14,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Isaac Bruce,STL,35,WR,14,12,,4.0,,,,,,4.0,,,,,,,,,24,1.7
Correll Buckhalter,PHI,29,RB,14,2,4.0,,,,,,,4.0,,,,,,,,,24,1.7
Drew Carter,CAR,26,WR,16,7,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Chris Chambers,2TM,29,WR,16,12,,4.0,,,,,,4.0,,,0.0,,,,,,24,1.5
Desmond Clark,CHI,30,TE,16,16,,4.0,,,,,,4.0,,,,,,,,,24,1.5
Vernon Davis,SFO,23,TE,14,14,,4.0,,,,,,4.0,,,,,,,,,24,1.7
Warrick Dunn,ATL,32,RB,16,15,4.0,,,,,,,4.0,,,,,,,,,24,1.5
Justin Fargas,OAK,27,RB,14,7,4.0,,,,,,,4.0,,,,,,,,,24,1.7
DeShaun Foster,CAR,27,RB,16,16,3.0,1.0,,,,,,4.0,,,,,,,,,24,1.5
Travis Henry,DEN,29,RB,12,7,4.0,,,,,,,4.0,,,,,,,,,24,2.0
Michael Jenkins,ATL,25,WR,15,6,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Larry Johnson,KAN,28,RB,8,8,3.0,1.0,,,,,,4.0,,,,,,,,,24,3.0
Greg Jones,JAX,26,FB,16,11,2.0,2.0,,,,,,4.0,,,,,,,,,24,1.5
Matt Jones,JAX,24,WR,12,0,,4.0,,,,,,4.0,,,,,,,,,24,2.0
Kenton Keith,IND,27,RB,16,1,3.0,1.0,,,,,,4.0,,,,,,,,,24,1.5
Cleo Lemon,MIA,28,QB,9,7,4.0,,,,,,,4.0,,,,,,,,,24,2.7
Ruvell Martin,GNB,25,WR,15,5,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Dennis Northcutt,JAX,30,WR,15,11,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Sidney Rice,MIN,21,WR,13,4,,4.0,,,,,,4.0,,,,,,,,,24,1.8
Darren Sproles,SDG,24,RB,15,0,2.0,,1.0,1.0,,,,4.0,,,,,,,,,24,1.6
Jerramy Stevens,TAM,28,TE,15,3,,4.0,,,,,,4.0,,,,,,,,,24,1.6
Derrick Ward,NYG,27,RB,8,5,3.0,1.0,,,,,,4.0,,,,,,,,,24,3.0
Roydell Williams,TEN,26,WR,16,14,,4.0,,,,,,4.0,,,,,,,,,24,1.5
DeShawn Wynn,GNB,24,RB,7,4,4.0,,,,,,,4.0,,,,,,,,,24,3.4
Martin Gramatica,NOR,32,K,3,0,,,,,,,,,,,,8.0,8.0,5.0,5.0,,23,7.7
Tarvaris Jackson,MIN,24,QB,12,12,3.0,,,,,,,3.0,2.0,,,,,,,,22,1.8
Joe Jurevicius,CLE,33,WR,16,12,,3.0,,,,,,3.0,1.0,,,,,,,,20,1.3
Pierre Thomas,NOR,23,RB,12,1,1.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,20,1.7
Derek Anderson*,CLE,24,QB,16,15,3.0,,,,,,,3.0,,,,,,,,,18,1.1
Chris Baker,NYJ,28,TE,15,15,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Drew Bennett,STL,29,WR,14,1,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Josh Cribbs*,CLE,24,WR,16,2,,,1.0,2.0,,,,3.0,,,,,,,,,18,1.1
Antonio Cromartie*+,SDG,23,RCB,16,8,,,,,1.0,1.0,1.0,3.0,,,,,,,,,18,1.1
Daunte Culpepper,OAK,30,QB,7,6,3.0,,,,,,,3.0,,,,,,,,,18,2.6
Tony Curtis,DAL,24,TE,16,0,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Owen Daniels,HOU,25,TE,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Devard Darling,BAL,25,WR,16,1,,3.0,,,,,,3.0,,,,,,,,,18,1.1
T.J. Duckett,DET,26,RB,12,1,3.0,,,,,,,3.0,,,,,,,,,18,1.5
Heath Evans,NWE,29,FB,16,1,3.0,,,,,,,3.0,,,,,,,,,18,1.1
Bubba Franks,GNB,29,TE,8,1,,3.0,,,,,,3.0,,,,,,,,,18,2.3
Ted Ginn Jr.,MIA,22,WR,16,9,,2.0,1.0,,,,,3.0,,,,,,,,,18,1.1
Anthony Gonzalez,IND,23,WR,13,9,,3.0,,,,,,3.0,,,,,,,,,18,1.4
D.J. Hackett,SEA,26,WR,6,6,,3.0,,,,,,3.0,,,,,,,,,18,3.0
Will Heller,SEA,26,TE,16,6,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Devery Henderson,NOR,25,WR,16,9,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Darrell Jackson,SFO,29,WR,15,15,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Vincent Jackson,SDG,24,WR,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
LaMont Jordan,OAK,29,RB,12,7,3.0,,,,,,,3.0,,,,,,,,,18,1.5
Vonta Leach,HOU,26,FB,16,12,1.0,2.0,,,,,,3.0,,,,,,,,,18,1.1
Greg Lewis,PHI,27,WR,15,1,,3.0,,,,,,3.0,,,,,,,,,18,1.2
Peyton Manning*,IND,31,QB,16,16,3.0,,,,,,,3.0,,,,,,,,,18,1.1
Randy McMichael,STL,28,TE,16,15,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Zach Miller,OAK,22,TE,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Lance Moore,NOR,24,WR,16,4,1.0,2.0,,,,,,3.0,,,,,,,,,18,1.1
Sammy Morris,NWE,30,RB,6,2,3.0,,,,,,,3.0,,,,,,,,,18,3.0
Santana Moss,WAS,28,WR,14,14,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Muhsin Muhammad,CHI,34,WR,16,16,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Roscoe Parrish,BUF,25,WR,16,3,1.0,1.0,1.0,,,,,3.0,,,,,,,,,18,1.1
David Patten,NOR,33,WR,16,5,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Adrian Peterson,CHI,28,RB,16,5,3.0,,,,,,,3.0,,,,,,,,,18,1.1
Antrel Rolle,ARI,25,RCB,16,8,,,,,,3.0,,3.0,,,,,,,,,18,1.1
Robert Royal,BUF,28,TE,16,15,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Cecil Sapp,DEN,29,FB,16,8,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.1
Mike Sellers,WAS,32,FB,14,12,2.0,1.0,,,,,,3.0,,,,,,,,,18,1.3
Jeremy Shockey,NYG,27,TE,14,14,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Alex Smith,TAM,25,TE,14,14,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Matt Spaeth,PIT,24,TE,14,5,,3.0,,,,,,3.0,,,,,,,,,18,1.3
Donte' Stallworth,NWE,27,WR,16,9,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Amani Toomer,NYG,33,WR,16,15,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Bobby Wade,MIN,26,WR,16,12,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Ernest Wilford,JAX,28,WR,16,14,,3.0,,,,,,3.0,,,,,,,,,18,1.1
Cadillac Williams,TAM,25,RB,4,4,3.0,,,,,,,3.0,,,,,,,,,18,4.5
Vince Young,TEN,24,QB,15,15,3.0,,,,,,,3.0,,,,,,,,,18,1.2
Casey Fitzsimmons,DET,27,FB,16,5,,1.0,,1.0,,,,2.0,,,,,,,,1.0,14,0.9
Derek Hagan,MIA,23,WR,16,1,,2.0,,,,,,2.0,1.0,,,,,,,,14,0.9
Greg Olsen,CHI,22,TE,14,4,,2.0,,,,,,2.0,1.0,,,,,,,,14,1.0
Jared Allen*+,KAN,25,RDE,14,14,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Jason Avant,PHI,24,WR,15,5,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Ronde Barber,TAM,32,LCB,16,16,,,,,1.0,1.0,,2.0,,,,,,,,,12,0.8
Anthony Becht,TAM,30,TE,16,2,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Michael Bennett,2TM,29,RB,14,1,1.0,1.0,,,,,,2.0,,,0.0,,,,,,12,0.9
Ladell Betts,WAS,28,RB,16,0,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.8
Will Blackmon,GNB,23,DB,9,1,,,1.0,,1.0,,,2.0,,,,,,,,,12,1.3
Kevin Boss,NYG,23,TE,13,2,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Kyle Brady,NWE,35,TE,14,9,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Tom Brady*+,NWE,30,QB,16,16,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Greg Camarillo,MIA,25,WR,15,0,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Terrance Copper,NOR,25,WR,15,1,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Jerricho Cotchery,NYJ,25,WR,15,15,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Joel Dreessen,HOU,25,TE,13,0,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Donald Driver*,GNB,32,WR,15,14,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Tim Dwight,OAK,32,WR,6,1,,2.0,,,,,,2.0,,,,,,,,,12,2.0
Kyle Eckel,NWE,26,RB,12,0,2.0,,,,,,,2.0,,,,,,,,,12,1.0
Christian Fauria,CAR,36,TE,15,4,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Yamon Figurs,BAL,24,WR,14,0,,,1.0,1.0,,,,2.0,,,,,,,,,12,0.9
Vincent Fuller,TEN,25,DB,16,0,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Justin Gage,TEN,26,WR,16,8,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Michael Gaines,BUF,27,TE,15,14,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Daniel Graham,DEN,29,TE,15,15,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Ahman Green,HOU,30,RB,6,5,2.0,,,,,,,2.0,,,,,,,,,12,2.0
Andre Hall,DEN,25,RB,10,1,2.0,,,,,,,2.0,,,,,,,,,12,1.2
Chris Henry,CIN,24,WR,8,2,,2.0,,,,,,2.0,,,,,,,,,12,1.5
Ellis Hobbs,NWE,24,RCB,16,16,,,,1.0,1.0,,,2.0,,,,,,,,,12,0.8
Glenn Holt,CIN,23,WR,16,0,,1.0,,1.0,,,,2.0,,,,,,,,,12,0.8
Roderick Hood,ARI,26,LCB,16,16,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Thomas Howard,OAK,24,RLB,16,16,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Bryant Johnson,ARI,26,WR,16,8,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Eric Johnson,NOR,28,TE,14,12,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Brandon Jones,TEN,25,WR,9,2,,2.0,,,,,,2.0,,,,,,,,,12,1.3
James Jones,GNB,23,WR,16,9,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Julius Jones,DAL,26,RB,16,16,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Thomas Jones,NYJ,29,RB,16,14,1.0,1.0,,,,,,2.0,,,,,,,,,12,0.8
Mike Karney,NOR,26,FB,16,9,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Jeff King,CAR,24,TE,16,16,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Marcedes Lewis,JAX,23,TE,16,16,,2.0,,,,,,2.0,,,,,,,,,12,0.8
David Martin,MIA,28,TE,15,15,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Mike McKenzie,NOR,31,LCB,15,15,,,,,,2.0,,2.0,,,,,,,,,12,0.8
Billy Miller,NOR,30,TE,16,6,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Kawika Mitchell,NYG,28,RLB,16,16,,,,,1.0,1.0,,2.0,,,,,,,,,12,0.8
Samie Parker,KAN,26,WR,15,7,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Willie Parker*,PIT,27,RB,15,15,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Ben Patrick,ARI,23,TE,8,3,,2.0,,,,,,2.0,,,,,,,,,12,1.5
Justin Peelle,MIA,28,TE,16,10,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Marcus Pollard,SEA,35,TE,14,10,,2.0,,,,,,2.0,,,,,,,,,12,0.9
Ben Roethlisberger*,PIT,25,QB,15,15,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Tony Romo*,DAL,27,QB,16,16,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Dante Rosario,CAR,23,TE,16,2,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Brad Smith,NYJ,24,WR,16,9,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Kolby Smith,KAN,23,FB,16,6,2.0,,,,,,,2.0,,,,,,,,,12,0.8
Musa Smith,BAL,25,RB,16,1,2.0,,,,,,,2.0,,,,,,,,,12,0.8
James Thrash,WAS,32,WR,12,4,,2.0,,,,,,2.0,,,,,,,,,12,1.0
Jerheme Urban,ARI,27,WR,10,2,,2.0,,,,,,2.0,,,,,,,,,12,1.2
Lawrence Vickers,CLE,24,FB,16,14,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Mike Vrabel*+,NWE,32,LOLB,16,15,,2.0,,,,,,2.0,,,,,,,,,12,0.8
Kevin Williams*+,MIN,27,RDT,16,16,,,,,,2.0,,2.0,,,,,,,,,12,0.8
George Wilson,BUF,26,FS,12,9,,,,,1.0,1.0,,2.0,,,,,,,,,12,1.0
Charles Woodson,GNB,31,LCB,14,14,,,,,1.0,1.0,,2.0,,,,,,,,,12,0.9
David Garrard,JAX,29,QB,12,12,1.0,,,,,,,1.0,1.0,,,,,,,,8,0.7
Chris Kelsay,BUF,28,LDE,14,14,,,,,,1.0,,1.0,,,,,,,,1.0,8,0.6
Antwaan Randle El,WAS,28,WR,15,13,,1.0,,,,,,1.0,1.0,,,,,,,,8,0.5
Darius Walker,HOU,22,RB,4,2,1.0,,,,,,,1.0,1.0,,,,,,,,8,2.0
Aundrae Allison,MIN,21,WR,11,0,,,,1.0,,,,1.0,,,,,,,,,6,0.5
David Anderson,HOU,24,WR,8,0,,1.0,,,,,,1.0,,,,,,,,,6,0.8
Willie Andrews,NWE,24,DB,15,0,,,,1.0,,,,1.0,,,,,,,,,6,0.4
Richard Angulo,JAX,27,TE,5,0,,1.0,,,,,,1.0,,,,,,,,,6,1.2
