Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Preston Smith,31,GNB,LB,17,17,0,0,0,0,4,2,0,0,0,0,8.0,48,28,20,4,21,0,
Robert Spillane,28,LVR,LB,17,17,3,53,0,25,4,1,0,1,0,0,3.5,148,82,66,7,4,0,
Terence Steele,26,DAL,T,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Patrick Surtain II,23,DEN,CB,17,17,1,0,0,0,12,0,0,0,0,0,0.0,69,59,10,0,0,0,PB
Cameron Sutton,28,DET,CB,17,17,1,23,0,23,6,1,0,0,0,0,0.0,65,50,15,4,0,0,
Josh Sweat,26,PHI,DE,17,17,0,0,0,0,1,2,0,0,0,0,6.5,43,30,13,7,23,0,
Tua Tagovailoa,25,MIA,QB,17,17,0,0,0,0,0,0,13,9,-36,0,0.0,0,0,0,0,0,0,"PB,AP CPoY-5"
AJ Terrell,25,ATL,CB,17,17,0,0,0,0,11,0,0,0,0,0,0.0,45,34,11,4,0,0,
Kayvon Thibodeaux,23,NYG,OLB,17,17,0,0,0,0,4,3,0,1,0,0,11.5,50,26,24,12,16,0,
Adam Thielen,33,CAR,WR,17,17,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Zach Tom,24,GNB,OL,17,17,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Laken Tomlinson,31,NYJ,LG,17,17,0,0,0,0,0,0,0,2,10,0,0.0,0,0,0,0,0,0,
O'Cyrus Torrence,23,BUF,G,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Shy Tuttle,28,CAR,DT,17,17,0,0,0,0,5,0,0,0,0,0,0.5,43,19,24,1,1,0,
Greg Van Roten,33,LVR,G,17,17,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Travon Walker,23,JAX,OLB,17,17,0,0,0,0,2,0,0,1,0,0,10.0,52,27,25,10,19,0,
Charvarius Ward,27,SFO,CB,17,17,5,91,1,66,23,1,0,0,0,0,0.0,72,56,16,2,0,0,"PB,AP-2"
Fred Warner,27,SFO,LB,17,17,4,66,0,32,11,4,0,0,0,0,2.5,132,82,50,6,5,0,"PB,AP-1,AP DPoY-6"
T.J. Watt,29,PIT,LB,17,17,1,24,0,24,8,4,0,3,34,1,19.0,68,48,20,19,36,0,"PB,AP-1,AP DPoY-2"
Rachaad White,24,TAM,RB,17,17,0,0,0,0,0,0,3,3,3,0,0.0,0,0,0,0,0,0,
Jordan Whitehead,26,NYJ,SS,17,17,4,6,0,6,9,0,0,0,0,0,0.5,97,65,32,3,1,0,
Christian Wilkins,28,MIA,LDE,17,17,0,0,0,0,2,1,0,2,0,0,9.0,65,38,27,10,23,0,
Darious Williams,30,JAX,LCB,17,17,4,72,1,61,19,2,0,0,0,0,0.0,53,44,9,3,0,0,
Jonah Williams,26,CIN,T,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Quinnen Williams,26,NYJ,DL,17,17,1,6,0,6,3,1,0,1,0,0,5.5,62,39,23,11,20,1,PB
Garrett Wilson,23,NYJ,WR,17,17,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Logan Wilson,27,CIN,LB,17,17,4,42,0,26,9,2,0,0,0,0,1.0,135,78,57,5,4,0,
Antoine Winfield Jr.,25,TAM,S,17,17,3,28,0,28,12,6,0,4,5,0,6.0,122,76,46,6,8,0,"AP-1,AP DPoY-6"
Tristan Wirfs,24,TAM,T,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB
Ahkello Witherspoon,28,LAR,DB,17,17,3,17,0,17,14,0,0,2,0,0,0.0,52,43,9,3,0,0,
DeForest Buckner,29,IND,DT,17,16,0,0,0,0,7,2,0,1,26,1,8.0,81,45,36,11,21,0,PB
Romeo Doubs,23,GNB,WR,17,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Leonard Floyd,31,BUF,RDE,17,16,0,0,0,0,1,1,0,0,0,0,10.5,32,21,11,9,19,0,
Breece Hall,22,NYJ,RB,17,16,0,0,0,0,0,0,2,3,-1,0,0.0,0,0,0,0,0,0,AP CPoY-7
Dre'Mont Jones,26,SEA,DE,17,16,0,0,0,0,0,0,0,0,0,0,4.5,49,26,23,5,12,0,
Kader Kohou,25,MIA,CB,17,16,0,0,0,0,10,0,0,1,0,0,1.0,63,52,11,5,5,0,
Steven Nelson,30,HOU,CB,17,16,4,33,0,33,12,0,0,0,0,0,0.0,63,48,15,0,0,0,
Patrick Peterson,33,PIT,LCB,17,16,2,0,0,0,11,0,0,0,0,0,0.0,42,34,8,0,0,0,
George Pickens,22,PIT,WR,17,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Bijan Robinson,21,ATL,RB,17,16,0,0,0,0,0,0,4,0,-7,0,0.0,0,0,0,0,0,0,AP ORoY-5
Asante Samuel Jr.,24,LAC,CB,17,16,2,8,0,8,13,0,0,0,0,0,0.0,63,56,7,1,0,0,
Alex Singleton,30,DEN,LB,17,16,0,0,0,0,4,0,0,2,0,0,2.0,177,106,71,6,6,0,
Jahlani Tavai,27,NWE,LB,17,16,2,2,0,2,5,2,1,0,0,0,1.0,110,65,45,5,4,0,
Wyatt Teller,29,CLE,G,17,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB
Bobby Wagner,33,SEA,LB,17,16,0,0,0,0,3,0,0,1,0,0,3.5,183,96,87,11,6,0,"PB,AP-2"
Quincy Williams,27,NYJ,LB,17,16,1,11,0,11,10,2,0,1,0,0,2.0,139,95,44,15,4,0,AP-1
Byron Young,25,LAR,OLB,17,16,0,0,0,0,0,2,0,1,0,0,8.0,61,42,19,8,19,0,AP DRoY-8
DaRon Bland,24,DAL,CB,17,15,9,209,5,63,15,0,0,0,0,0,0.0,69,53,16,3,1,0,"PB,AP-1,AP DPoY-5"
Jadeveon Clowney,30,BAL,OLB,17,15,0,0,0,0,5,2,0,1,0,0,9.5,43,24,19,9,19,0,
Evan Engram,29,JAX,TE,17,15,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,PB
Richie Grant,26,ATL,S,17,15,1,4,0,4,6,2,0,0,0,0,3.0,103,66,37,3,5,0,
Benito Jones,26,DET,DL,17,15,0,0,0,0,0,0,0,0,0,0,1.0,26,13,13,3,6,0,
Rodney Thomas II,25,IND,S,17,15,2,5,0,5,4,0,0,0,0,0,0.0,34,30,4,0,0,0,
Denico Autry,33,TEN,LDE,17,14,0,0,0,0,4,2,0,0,0,0,11.5,50,30,20,12,17,0,
Jonathan Bullard,30,MIN,DL,17,14,0,0,0,0,0,1,0,0,0,0,2.0,44,24,20,3,2,0,
Jordan Elliott,26,CLE,DT,17,14,0,0,0,0,1,0,0,0,0,0,2.5,21,14,7,3,3,0,
Josh Oliver,26,MIN,TE,17,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Daniel Bellinger,23,NYG,TE,17,13,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,0,0,
James Cook,24,BUF,RB,17,13,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,PB
Michael Davis,28,LAC,CB,17,13,1,0,0,0,10,0,0,0,0,0,0.0,62,52,10,3,0,0,
Rashan Gary,26,GNB,LB,17,13,0,0,0,0,2,2,0,2,0,0,9.0,44,23,21,7,22,0,
Mike Hilton,29,CIN,CB,17,13,2,16,0,16,8,0,0,1,0,0,2.0,84,64,20,12,2,0,
Gardner Minshew II,27,IND,QB,17,13,0,0,0,0,0,0,8,2,5,0,0.0,0,0,0,0,0,0,PB
Keisean Nixon,26,GNB,CB,17,13,1,2,0,2,6,0,3,2,0,0,0.5,80,59,21,3,1,0,AP-1
Josh Reynolds,28,DET,WR,17,13,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
A'Shawn Robinson,28,NYG,DL,17,13,0,0,0,0,2,0,0,0,0,0,0.0,62,34,28,6,1,0,
Alontae Taylor,25,NOR,CB,17,13,2,16,0,16,14,1,0,0,0,0,1.0,75,56,19,6,1,0,
Jack Campbell,23,DET,LB,17,12,0,0,0,0,1,0,0,0,0,0,2.0,95,52,43,5,3,0,AP DRoY-8
Jerome Ford,24,CLE,RB,17,12,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,
Lawrence Guy,33,NWE,RDE,17,12,0,0,0,0,1,0,0,0,0,0,0.0,38,16,22,1,0,0,
Chuba Hubbard,24,CAR,RB,17,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Derion Kendrick,23,LAR,DB,17,12,1,0,0,0,10,0,0,0,0,0,0.0,49,41,8,3,0,0,
Julian Love,25,SEA,S,17,12,4,7,0,7,10,2,0,1,3,0,0.0,123,85,38,1,0,0,PB
Trey McBride,24,ARI,TE,17,12,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
Elijah Moore,23,CLE,WR,17,12,0,0,0,0,0,0,2,1,-9,0,0.0,0,0,0,0,0,0,
Amik Robertson,25,LVR,CB,17,12,2,40,0,40,6,1,0,0,0,0,1.0,50,38,12,2,1,0,
Joe Tryon-Shoyinka,24,TAM,OLB,17,12,0,0,0,0,1,1,0,1,0,0,5.0,45,28,17,7,7,0,
DJ Turner,23,CIN,CB,17,12,0,0,0,0,7,0,0,1,28,0,1.0,50,40,10,2,1,0,
Carrington Valentine,22,GNB,CB,17,12,0,0,0,0,9,0,0,1,50,0,0.0,44,33,11,0,0,0,
DeMarcus Walker,29,CHI,DL,17,12,0,0,0,0,0,0,0,0,0,0,3.5,30,17,13,9,16,0,
Pharaoh Brown,29,NWE,TE,17,11,0,0,0,0,0,0,1,0,0,0,0.0,3,2,1,0,0,0,
Broderick Jones,22,PIT,T,17,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Malcolm Koonce,25,LVR,DE,17,11,0,0,0,0,0,3,0,0,0,0,8.0,43,32,11,9,17,0,
Chigoziem Okonkwo,24,TEN,TE,17,11,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,
Jonathan Owens,28,GNB,S,17,11,0,0,0,0,3,1,0,1,27,1,1.0,84,58,26,2,1,0,
Ivan Pace,23,MIN,LB,17,11,1,0,0,0,2,1,0,1,6,0,2.5,102,63,39,2,9,0,
Joey Porter Jr.,23,PIT,CB,17,11,1,0,0,0,10,0,0,0,0,0,0.0,43,32,11,1,0,0,AP DRoY-5
Geno Stone,24,BAL,SS/FS,17,11,7,101,0,36,9,0,0,0,0,0,0.0,68,44,24,0,0,0,
Tuli Tuipulotu,21,LAC,OLB,17,11,0,0,0,0,1,2,0,1,0,0,4.5,53,37,16,8,12,0,
Andrew Van Ginkel,28,MIA,LOLB,17,11,1,33,1,33,8,0,0,1,29,0,6.0,69,42,27,8,19,0,
Leo Chenal,23,KAN,LB,17,10,0,0,0,0,1,0,0,0,0,0,3.0,65,40,25,8,7,0,
Tyrel Dodson,25,BUF,LB,17,10,0,0,0,0,2,1,0,1,0,0,2.5,74,57,17,8,6,0,
Noah Gray,24,KAN,TE,17,10,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Jaylon Jones,21,IND,CB,17,10,0,0,0,0,5,0,0,0,0,0,0.0,44,33,11,1,0,0,
Harold Landry,27,TEN,OLB,17,10,0,0,0,0,0,0,0,0,0,0,10.5,70,45,25,14,21,0,
Drew Sample,27,CIN,TE,17,10,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Jack Sanborn,23,CHI,LB,17,10,1,42,0,42,2,0,0,0,0,0,1.0,65,43,22,7,1,0,
Nick Scott,28,CIN,S,17,10,0,0,0,0,0,0,0,1,0,0,0.0,57,35,22,1,1,0,
Khalil Shakir,23,BUF,WR,17,10,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Devin Singletary,26,HOU,RB,17,10,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Jack Stoll,25,PHI,TE,17,10,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Keeanu Benton,22,PIT,DL,17,9,0,0,0,0,2,2,0,0,0,0,1.0,36,16,20,1,8,0,
Harrison Bryant,25,CLE,TE,17,9,0,0,0,0,0,0,1,0,0,0,0.0,6,5,1,0,0,0,
Myles Bryant,25,NWE,DB,17,9,1,6,0,6,7,2,1,0,0,0,1.0,77,65,12,7,1,0,
Gus Edwards,28,BAL,RB,17,9,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Isaiah Hodgins,25,NYG,WR,17,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Arden Key,27,TEN,OLB,17,9,0,0,0,0,2,2,0,0,0,0,6.0,30,17,13,4,12,0,
Zyon McCollum,24,TAM,CB,17,9,0,0,0,0,9,2,0,0,0,0,0.0,68,49,19,1,0,0,
Montez Sweat,27,2TM,DL,17,17,0,0,0,0,4,3,0,0,0,0,12.5,57,38,19,14,25,0,PB
Jihad Ward,29,NYG,OLB,17,9,0,0,0,0,0,1,0,1,7,0,5.0,24,16,8,5,9,0,
Russ Yeast,24,LAR,DB,17,9,0,0,0,0,5,0,0,0,0,0,0.0,61,37,24,0,0,0,
Markquese Bell,24,DAL,S,17,8,0,0,0,0,4,2,0,0,0,0,0.0,94,60,34,3,0,0,
Luke Farrell,26,JAX,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Dennis Gardeck,29,ARI,OLB,17,8,0,0,0,0,4,1,0,1,2,0,6.0,46,36,10,7,12,0,
Khaleke Hudson,26,WAS,LB,17,8,0,0,0,0,2,0,0,0,0,0,1.0,74,44,30,5,2,0,
John Johnson,28,LAR,DB,17,8,2,44,0,42,6,0,0,0,0,0,0.0,42,24,18,0,0,0,
