Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
Matthew Stafford,35.0,LAR,QB,15.0,15.0,9-6-0,326.0,521.0,62.6,3965.0,24.0,4.6,11.0,2.1,187.0,47.5,80.0,7.6,7.58,12.2,264.3,92.5,63.5,30.0,205.0,5.44,6.82,6.8,1.0,2.0,"PB,AP MVP-8,AP CPoY-4"
Sam Howell,23.0,WAS,QB,17.0,17.0,4-13-0,388.0,612.0,63.4,3946.0,21.0,3.4,21.0,3.4,180.0,42.7,51.0,6.4,5.59,10.2,232.1,78.9,42.4,65.0,449.0,9.6,5.17,4.39,2.0,2.0,
Derek Carr,32.0,NOR,QB,17.0,17.0,9-8-0,375.0,548.0,68.4,3878.0,25.0,4.6,8.0,1.5,185.0,46.8,58.0,7.1,7.33,10.3,228.1,97.7,56.5,31.0,218.0,5.35,6.32,6.56,0.0,1.0,
Jalen Hurts,25.0,PHI,QB,17.0,17.0,11-6-0,352.0,538.0,65.4,3858.0,23.0,4.3,15.0,2.8,185.0,46.7,63.0,7.2,6.77,11.0,226.9,89.1,60.1,36.0,222.0,6.27,6.33,5.96,3.0,4.0,PB
Lamar Jackson,26.0,BAL,QB,16.0,16.0,13-3-0,307.0,457.0,67.2,3678.0,24.0,5.3,7.0,1.5,167.0,48.2,80.0,8.0,8.41,12.0,229.9,102.7,64.7,37.0,218.0,7.49,7.0,7.34,1.0,0.0,"PB,AP-1,AP MVP-1,AP OPoY-4,AP CPoY-9"
Geno Smith,33.0,SEA,QB,15.0,15.0,8-7-0,323.0,499.0,64.7,3624.0,20.0,4.0,9.0,1.8,169.0,47.2,73.0,7.3,7.25,11.2,241.6,92.1,59.5,31.0,231.0,5.85,6.4,6.39,4.0,5.0,PB
Gardner Minshew II,27.0,IND,QB,17.0,13.0,7-6-0,305.0,490.0,62.2,3305.0,15.0,3.1,9.0,1.8,147.0,41.2,75.0,6.7,6.53,10.8,194.4,84.6,59.6,34.0,187.0,6.49,5.95,5.75,2.0,2.0,PB
Justin Herbert,25.0,LAC,QB,13.0,13.0,5-8-0,297.0,456.0,65.1,3134.0,20.0,4.4,7.0,1.5,150.0,46.2,60.0,6.9,7.06,10.6,241.1,93.2,64.1,29.0,233.0,5.98,5.98,6.16,1.0,1.0,
Russell Wilson,35.0,DEN,QB,15.0,15.0,7-8-0,297.0,447.0,66.4,3070.0,26.0,5.8,8.0,1.8,135.0,43.3,60.0,6.9,7.23,10.3,204.7,98.0,50.7,45.0,258.0,9.15,5.72,6.04,4.0,4.0,
Bryce Young,22.0,CAR,QB,16.0,16.0,2-14-0,315.0,527.0,59.8,2877.0,11.0,2.1,10.0,1.9,133.0,36.5,48.0,5.5,5.02,9.1,179.8,73.7,33.4,62.0,477.0,10.53,4.07,3.68,2.0,2.0,
Desmond Ridder,24.0,ATL,QB,15.0,13.0,6-7-0,249.0,388.0,64.2,2836.0,12.0,3.1,12.0,3.1,136.0,45.3,71.0,7.3,6.54,11.4,189.1,83.4,40.1,31.0,197.0,7.4,6.3,5.58,2.0,4.0,
Justin Fields,24.0,CHI,QB,13.0,13.0,5-8-0,227.0,370.0,61.4,2562.0,16.0,4.3,9.0,2.4,121.0,38.4,58.0,6.9,6.69,11.3,197.1,86.3,46.1,44.0,285.0,10.63,5.5,5.29,1.0,1.0,
Joshua Dobbs,28.0,2TM,QB,13.0,12.0,3-9-0,262.0,417.0,62.8,2464.0,13.0,3.1,10.0,2.4,126.0,41.6,69.0,5.9,5.45,9.4,189.5,79.5,,30.0,217.0,6.71,5.03,4.6,1.0,1.0,
Kirk Cousins,35.0,MIN,QB,8.0,8.0,4-4-0,216.0,311.0,69.5,2331.0,18.0,5.8,5.0,1.6,112.0,46.6,62.0,7.5,7.93,10.8,291.4,103.8,63.2,17.0,110.0,5.18,6.77,7.18,0.0,0.0,
Joe Burrow,27.0,CIN,QB,10.0,10.0,5-5-0,244.0,365.0,66.8,2309.0,15.0,4.1,6.0,1.6,115.0,46.0,64.0,6.3,6.41,9.5,230.9,91.0,51.6,24.0,180.0,6.17,5.47,5.55,0.0,0.0,
Zach Wilson,24.0,NYJ,QB,12.0,11.0,4-7-0,221.0,368.0,60.1,2271.0,8.0,2.2,7.0,1.9,104.0,36.5,68.0,6.2,5.75,10.3,189.3,77.2,30.6,46.0,340.0,11.11,4.66,4.29,3.0,2.0,
Aidan O'Connell,25.0,LVR,QB,11.0,10.0,5-5-0,213.0,343.0,62.1,2218.0,12.0,3.5,7.0,2.0,107.0,43.6,50.0,6.5,6.25,10.4,201.6,83.9,40.5,24.0,173.0,6.54,5.57,5.37,0.0,1.0,
Mac Jones,25.0,NWE,QB,11.0,11.0,2-9-0,224.0,345.0,64.9,2120.0,10.0,2.9,12.0,3.5,100.0,43.3,58.0,6.1,5.16,9.5,192.7,77.0,36.7,22.0,127.0,5.99,5.43,4.5,1.0,1.0,
Kenny Pickett,25.0,PIT,QB,12.0,12.0,7-5-0,201.0,324.0,62.0,2070.0,6.0,1.9,4.0,1.2,91.0,40.3,72.0,6.4,6.2,10.3,172.5,81.4,38.1,23.0,173.0,6.63,5.47,5.29,3.0,3.0,
Jake Browning,27.0,CIN,QB,9.0,7.0,4-3-0,171.0,243.0,70.4,1936.0,12.0,4.9,7.0,2.9,93.0,48.3,80.0,8.0,7.66,11.3,215.1,98.4,60.1,24.0,169.0,8.99,6.62,6.34,2.0,2.0,
Will Levis,24.0,TEN,QB,9.0,9.0,3-6-0,149.0,255.0,58.4,1808.0,8.0,3.1,4.0,1.6,81.0,37.1,61.0,7.1,7.01,12.1,200.9,84.2,33.2,28.0,185.0,9.89,5.73,5.66,1.0,1.0,
Kyler Murray,26.0,ARI,QB,8.0,8.0,3-5-0,176.0,268.0,65.7,1799.0,10.0,3.7,5.0,1.9,88.0,43.7,48.0,6.7,6.62,10.2,224.9,89.4,47.2,18.0,119.0,6.29,5.87,5.79,2.0,2.0,AP CPoY-9
Joe Flacco,38.0,CLE,QB,5.0,5.0,4-1-0,123.0,204.0,60.3,1616.0,13.0,6.4,8.0,3.9,60.0,46.7,75.0,7.9,7.43,13.1,323.2,90.2,48.3,8.0,57.0,3.77,7.35,6.88,1.0,1.0,AP CPoY-1
Ryan Tannehill,35.0,TEN,QB,10.0,8.0,3-5-0,149.0,230.0,64.8,1616.0,4.0,1.7,7.0,3.0,74.0,40.8,70.0,7.0,6.0,10.8,161.6,78.5,35.1,32.0,230.0,12.21,5.29,4.39,1.0,1.0,
Tyrod Taylor,34.0,NYG,QB,11.0,5.0,2-3-0,116.0,180.0,64.4,1341.0,5.0,2.8,3.0,1.7,52.0,43.7,80.0,7.5,7.26,11.6,121.9,89.1,47.7,17.0,94.0,8.63,6.33,6.15,0.0,0.0,
Nick Mullens,28.0,MIN,QB,5.0,3.0,0-3-0,100.0,148.0,67.6,1306.0,7.0,4.7,8.0,5.4,57.0,47.5,47.0,8.8,7.34,13.1,261.2,88.4,49.8,12.0,105.0,7.5,7.51,6.13,0.0,1.0,
Bailey Zappe,24.0,NWE,QB,10.0,6.0,2-4-0,127.0,212.0,59.9,1272.0,6.0,2.8,9.0,4.2,53.0,34.2,48.0,6.0,4.66,10.0,127.2,68.7,23.3,25.0,191.0,10.55,4.56,3.36,0.0,1.0,
Jimmy Garoppolo,32.0,LVR,QB,7.0,6.0,3-3-0,110.0,169.0,65.1,1205.0,7.0,4.1,9.0,5.3,60.0,47.5,32.0,7.1,5.56,11.0,172.1,77.7,33.9,14.0,101.0,7.65,6.03,4.58,2.0,2.0,
Easton Stick,28.0,LAC,QB,5.0,4.0,0-4-0,111.0,174.0,63.8,1129.0,3.0,1.7,1.0,0.6,53.0,43.1,79.0,6.5,6.57,10.2,225.8,85.6,51.0,14.0,122.0,7.45,5.36,5.44,0.0,0.0,
Deshaun Watson,28.0,CLE,QB,6.0,6.0,5-1-0,105.0,171.0,61.4,1115.0,7.0,4.1,4.0,2.3,52.0,38.3,59.0,6.5,6.29,10.6,185.8,84.3,42.9,17.0,85.0,9.04,5.48,5.27,1.0,1.0,
Tommy DeVito,25.0,NYG,QB,9.0,6.0,3-3-0,114.0,178.0,64.0,1101.0,8.0,4.5,3.0,1.7,46.0,32.1,41.0,6.2,6.33,9.7,122.3,89.2,23.7,37.0,196.0,17.21,4.21,4.33,1.0,2.0,
Daniel Jones,26.0,NYG,QB,6.0,6.0,1-5-0,108.0,160.0,67.5,909.0,2.0,1.3,6.0,3.8,43.0,37.4,58.0,5.7,4.24,8.4,151.5,70.5,36.3,30.0,167.0,15.79,3.91,2.69,1.0,1.0,
Taylor Heinicke,30.0,ATL,QB,5.0,4.0,1-3-0,74.0,136.0,54.4,890.0,5.0,3.7,4.0,2.9,41.0,40.3,75.0,6.5,5.96,12.0,178.0,74.7,47.7,8.0,47.0,5.56,5.85,5.3,0.0,0.0,
Tyson Bagent,23.0,CHI,QB,5.0,4.0,2-2-0,94.0,143.0,65.7,859.0,3.0,2.1,6.0,4.2,48.0,52.0,41.0,6.0,4.54,9.1,171.8,71.4,51.8,5.0,35.0,3.38,5.57,4.15,0.0,0.0,
Trevor Siemian,32.0,NYJ,QB,5.0,3.0,2-1-0,86.0,153.0,56.2,724.0,2.0,1.3,4.0,2.6,35.0,34.2,30.0,4.7,3.82,8.4,144.8,62.1,14.4,8.0,40.0,4.97,4.25,3.38,1.0,1.0,
Mason Rudolph,28.0,PIT,QB,4.0,3.0,3-0-0,55.0,74.0,74.3,719.0,3.0,4.1,0.0,0.0,26.0,47.5,86.0,9.7,10.53,13.1,179.8,118.0,70.6,6.0,43.0,7.5,8.45,9.2,0.0,1.0,
P.J. Walker,28.0,CLE,QB,6.0,2.0,1-1-0,54.0,111.0,48.6,674.0,1.0,0.9,5.0,4.5,27.0,32.8,58.0,6.1,4.23,12.5,112.3,52.2,18.6,11.0,90.0,9.02,4.79,3.11,2.0,2.0,
Mitchell Trubisky,29.0,PIT,QB,5.0,2.0,0-2-0,67.0,107.0,62.6,632.0,4.0,3.7,5.0,4.7,36.0,50.0,26.0,5.9,4.55,9.4,126.4,71.9,34.6,7.0,42.0,6.14,5.18,3.9,0.0,0.0,
Anthony Richardson,21.0,IND,QB,4.0,4.0,2-2-0,50.0,84.0,59.5,577.0,3.0,3.6,1.0,1.2,31.0,44.0,39.0,6.9,7.05,11.5,144.3,87.3,45.0,7.0,29.0,7.69,6.02,6.19,0.0,0.0,
Drew Lock,27.0,SEA,QB,4.0,2.0,1-1-0,48.0,76.0,63.2,543.0,3.0,3.9,3.0,3.9,20.0,40.2,51.0,7.1,6.16,11.3,135.8,81.2,44.1,6.0,26.0,7.32,6.3,5.39,1.0,1.0,
Jarrett Stidham,27.0,DEN,QB,3.0,2.0,1-1-0,40.0,66.0,60.6,496.0,2.0,3.0,1.0,1.5,19.0,45.2,54.0,7.5,7.44,12.4,165.3,87.7,31.1,7.0,46.0,9.59,6.16,6.1,0.0,0.0,
Dorian Thompson-Robinson,24.0,CLE,QB,8.0,3.0,1-2-0,60.0,112.0,53.6,440.0,1.0,0.9,4.0,3.6,26.0,35.6,23.0,3.9,2.5,7.3,55.0,51.2,34.4,6.0,60.0,5.08,3.22,1.86,0.0,1.0,
Andy Dalton,36.0,CAR,QB,3.0,1.0,0-1-0,34.0,58.0,58.6,361.0,2.0,3.4,0.0,0.0,17.0,42.6,47.0,6.2,6.91,10.6,120.3,88.4,48.4,3.0,27.0,4.92,5.48,6.13,0.0,0.0,
Tim Boyle,29.0,NYJ,QB,3.0,2.0,0-2-0,48.0,77.0,62.3,360.0,1.0,1.3,4.0,5.2,16.0,29.1,36.0,4.7,2.6,7.5,120.0,56.2,10.9,9.0,64.0,10.47,3.44,1.58,0.0,0.0,
C.J. Beathard,30.0,JAX,QB,7.0,1.0,1-0-0,40.0,53.0,75.5,349.0,1.0,1.9,0.0,0.0,19.0,47.5,48.0,6.6,6.96,8.7,49.9,98.7,55.2,6.0,27.0,10.17,5.46,5.8,0.0,0.0,
Sam Darnold,26.0,SFO,QB,10.0,1.0,0-1-0,28.0,46.0,60.9,297.0,2.0,4.3,1.0,2.2,15.0,46.2,48.0,6.5,6.35,10.6,29.7,85.1,49.3,6.0,40.0,11.54,4.94,4.85,0.0,0.0,
Case Keenum,35.0,HOU,QB,2.0,2.0,1-1-0,34.0,53.0,64.2,291.0,1.0,1.9,3.0,5.7,14.0,40.7,41.0,5.5,3.32,8.6,145.5,61.1,21.2,6.0,60.0,10.17,3.92,1.97,1.0,1.0,
Jameis Winston,29.0,NOR,QB,7.0,0.0,,25.0,47.0,53.2,264.0,2.0,4.3,3.0,6.4,10.0,32.7,30.0,5.6,3.6,10.6,37.7,57.4,35.6,2.0,13.0,4.08,5.12,3.18,0.0,0.0,
Brian Hoyer,38.0,LVR,QB,3.0,1.0,0-1-0,23.0,42.0,54.8,231.0,0.0,0.0,2.0,4.8,14.0,44.2,48.0,5.5,3.36,10.0,77.0,50.8,69.0,1.0,8.0,2.33,5.19,3.09,0.0,0.0,
Jacoby Brissett,31.0,WAS,QB,3.0,0.0,,18.0,23.0,78.3,224.0,3.0,13.0,0.0,0.0,10.0,56.5,48.0,9.7,12.35,12.4,74.7,146.8,95.6,0.0,0.0,0.0,9.74,12.35,0.0,0.0,
Tyler Huntley,25.0,BAL,QB,5.0,1.0,0-1-0,21.0,37.0,56.8,203.0,3.0,8.1,0.0,0.0,13.0,41.5,27.0,5.5,7.11,9.7,40.6,99.3,56.7,4.0,28.0,9.76,4.27,5.73,0.0,0.0,
Blaine Gabbert,34.0,KAN,QB,2.0,1.0,1-0-0,18.0,35.0,51.4,185.0,0.0,0.0,3.0,8.6,8.0,30.6,37.0,5.3,1.43,10.3,92.5,31.2,47.1,1.0,9.0,2.78,4.89,1.14,1.0,1.0,
Davis Mills,25.0,HOU,QB,6.0,0.0,,18.0,39.0,46.2,173.0,2.0,5.1,0.0,0.0,12.0,36.6,19.0,4.4,5.46,9.6,28.8,76.1,48.7,2.0,13.0,4.88,3.9,4.88,0.0,0.0,
Brett Rypien,27.0,LAR,QB,2.0,1.0,0-1-0,18.0,38.0,47.4,172.0,0.0,0.0,1.0,2.6,8.0,25.0,34.0,4.5,3.34,9.6,86.0,49.5,19.9,2.0,18.0,5.0,3.85,2.73,0.0,0.0,
Jaren Hall,25.0,MIN,QB,3.0,2.0,1-1-0,13.0,20.0,65.0,168.0,0.0,0.0,1.0,5.0,7.0,37.5,47.0,8.4,6.15,12.9,56.0,70.4,5.1,4.0,28.0,16.67,5.83,3.96,0.0,0.0,
Jeff Driskel,30.0,CLE,QB,1.0,1.0,0-1-0,13.0,26.0,50.0,166.0,2.0,7.7,2.0,7.7,8.0,34.5,31.0,6.4,4.46,12.8,166.0,63.9,4.1,3.0,26.0,10.34,4.83,3.1,0.0,0.0,
Marcus Mariota,30.0,PHI,QB,3.0,0.0,,15.0,23.0,65.2,164.0,1.0,4.3,1.0,4.3,10.0,53.8,22.0,7.1,6.04,10.9,54.7,82.5,59.9,3.0,11.0,11.54,5.88,4.92,0.0,0.0,
Carson Wentz,31.0,LAR,QB,2.0,1.0,1-0-0,17.0,24.0,70.8,163.0,2.0,8.3,1.0,4.2,11.0,57.7,29.0,6.8,6.58,9.6,81.5,99.8,89.9,2.0,14.0,7.69,5.73,5.54,1.0,1.0,
Cooper Rush,30.0,DAL,QB,7.0,0.0,,18.0,24.0,75.0,144.0,0.0,0.0,1.0,4.2,7.0,52.0,29.0,6.0,4.13,8.0,20.6,72.2,52.1,1.0,8.0,4.0,5.44,3.64,0.0,0.0,
Taysom Hill,33.0,NOR,TE/QB,16.0,7.0,,6.0,11.0,54.5,83.0,1.0,9.1,0.0,0.0,4.0,46.2,44.0,7.5,9.36,13.8,5.2,109.3,50.0,2.0,4.0,15.38,6.08,7.62,0.0,1.0,
Mike White,28.0,MIA,QB,6.0,0.0,,5.0,6.0,83.3,74.0,1.0,16.7,1.0,16.7,1.0,16.7,68.0,12.3,8.17,14.8,12.3,118.1,0.1,0.0,0.0,0.0,12.33,8.17,0.0,0.0,
Malik Willis,24.0,TEN,QB,3.0,0.0,,4.0,5.0,80.0,74.0,0.0,0.0,0.0,0.0,1.0,44.4,48.0,14.8,14.8,18.5,24.7,118.7,3.0,4.0,30.0,44.44,4.89,4.89,0.0,0.0,
Clayton Tune,24.0,ARI,QB,7.0,1.0,0-1-0,12.0,21.0,57.1,62.0,0.0,0.0,2.0,9.5,3.0,17.9,14.0,3.0,-1.33,5.2,8.9,22.6,1.2,7.0,41.0,25.0,0.75,-2.46,0.0,0.0,
Keenan Allen,31.0,LAC,WR,13.0,13.0,,1.0,2.0,50.0,49.0,1.0,50.0,0.0,0.0,1.0,50.0,49.0,24.5,34.5,49.0,3.8,135.4,98.8,0.0,0.0,0.0,24.5,34.5,0.0,0.0,PB
Sean Clifford,25.0,GNB,QB,2.0,0.0,,1.0,1.0,100.0,37.0,0.0,0.0,0.0,0.0,1.0,100.0,37.0,37.0,37.0,37.0,18.5,118.7,100.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,
Jalen Reeves-Maybin,28.0,DET,LB,17.0,0.0,,1.0,1.0,100.0,31.0,0.0,0.0,0.0,0.0,1.0,100.0,31.0,31.0,31.0,31.0,1.8,118.7,,0.0,0.0,0.0,31.0,31.0,0.0,0.0,"PB,AP-2"
Braden Mann,26.0,PHI,P,15.0,0.0,,1.0,1.0,100.0,28.0,0.0,0.0,0.0,0.0,1.0,100.0,28.0,28.0,28.0,28.0,1.9,118.7,,0.0,0.0,0.0,28.0,28.0,0.0,0.0,
Logan Woodside,28.0,ATL,QB,1.0,0.0,,3.0,4.0,75.0,27.0,0.0,0.0,1.0,25.0,3.0,60.0,12.0,6.8,-4.5,9.0,27.0,53.1,4.4,1.0,7.0,20.0,4.0,-5.0,0.0,0.0,
Drake London,22.0,ATL,WR,16.0,16.0,,1.0,1.0,100.0,22.0,0.0,0.0,0.0,0.0,1.0,100.0,22.0,22.0,22.0,22.0,1.4,118.7,99.9,0.0,0.0,0.0,22.0,22.0,0.0,0.0,
A.J. McCarron,33.0,CIN,QB,2.0,0.0,,4.0,5.0,80.0,19.0,0.0,0.0,0.0,0.0,0.0,,10.0,3.8,3.8,4.8,9.5,82.5,1.6,1.0,9.0,16.67,1.67,1.67,0.0,0.0,
Thomas Morstead,37.0,NYJ,P,17.0,0.0,,1.0,1.0,100.0,18.0,0.0,0.0,0.0,0.0,1.0,100.0,18.0,18.0,18.0,18.0,1.1,118.7,,0.0,0.0,0.0,18.0,18.0,0.0,0.0,
Kenneth Gainwell,24.0,PHI,RB,16.0,2.0,,1.0,1.0,100.0,17.0,0.0,0.0,0.0,0.0,1.0,100.0,17.0,17.0,17.0,17.0,1.1,118.7,98.9,0.0,0.0,0.0,17.0,17.0,0.0,0.0,
Derrick Henry,29.0,TEN,RB,17.0,17.0,,2.0,3.0,66.7,14.0,2.0,66.7,0.0,0.0,2.0,66.7,12.0,4.7,18.0,7.0,0.8,116.7,94.5,0.0,0.0,0.0,4.67,18.0,0.0,0.0,PB
Dontayvion Wicks,22.0,GNB,WR,15.0,6.0,,1.0,1.0,100.0,14.0,0.0,0.0,0.0,0.0,1.0,100.0,14.0,14.0,14.0,14.0,0.9,118.7,94.3,0.0,0.0,0.0,14.0,14.0,0.0,0.0,
Logan Cooke,28.0,JAX,P,17.0,0.0,,1.0,1.0,100.0,13.0,0.0,0.0,0.0,0.0,1.0,100.0,13.0,13.0,13.0,13.0,0.8,118.7,,0.0,0.0,0.0,13.0,13.0,0.0,0.0,
Jakobi Meyers,27.0,LVR,WR,16.0,16.0,,2.0,3.0,66.7,12.0,1.0,33.3,0.0,0.0,1.0,66.7,9.0,4.0,10.67,6.0,0.8,113.9,39.0,0.0,0.0,0.0,4.0,10.67,0.0,0.0,
Tommy Townsend,27.0,KAN,P,17.0,0.0,,1.0,1.0,100.0,11.0,0.0,0.0,0.0,0.0,1.0,100.0,11.0,11.0,11.0,11.0,0.6,112.5,,0.0,0.0,0.0,11.0,11.0,0.0,0.0,
Johnny Hekker,33.0,CAR,P,17.0,0.0,,1.0,1.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,,7.0,7.0,7.0,7.0,0.4,95.8,,0.0,0.0,0.0,7.0,7.0,0.0,0.0,
Devin Singletary,26.0,HOU,RB,17.0,10.0,,1.0,1.0,100.0,6.0,1.0,100.0,0.0,0.0,1.0,100.0,6.0,6.0,26.0,6.0,0.4,131.2,100.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,
Dyami Brown,24.0,WAS,WR,17.0,1.0,,1.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,0.2,83.3,2.2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,
Jerick McKinnon,31.0,KAN,RB,12.0,0.0,,1.0,1.0,100.0,4.0,1.0,100.0,0.0,0.0,1.0,100.0,4.0,4.0,24.0,4.0,0.3,122.9,89.8,0.0,0.0,0.0,4.0,24.0,0.0,0.0,
De'Von Achane,22.0,MIA,RB,11.0,4.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.1,1.0,6.0,100.0,-6.0,-6.0,0.0,0.0,
Cam Akers,24.0,MIN,RB,6.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,,1.0,7.0,100.0,-7.0,-7.0,0.0,0.0,
Tyler Boyd,29.0,CIN,WR,17.0,13.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
Parris Campbell,26.0,NYG,WR,12.0,3.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,1.0,8.0,100.0,-8.0,-8.0,0.0,0.0,
Malik Cunningham,25.0,NWE,QB,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,,1.0,5.0,100.0,-5.0,-5.0,0.0,0.0,
DeeJay Dallas,25.0,SEA,RB,17.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,12.4,1.0,0.0,100.0,0.0,0.0,0.0,0.0,
Tank Dell,24.0,HOU,WR,11.0,8.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.1,1.0,1.0,100.0,-1.0,-1.0,0.0,0.0,
Chris Godwin,27.0,TAM,WR,17.0,17.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Connor Heyward,24.0,PIT,TE,17.0,7.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DeAndre Hopkins,31.0,TEN,WR,17.0,16.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tanner Hudson,29.0,CIN,TE,12.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,1.0,4.0,100.0,-4.0,-4.0,0.0,0.0,
Josh Jacobs,25.0,LVR,RB,13.0,13.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.2,1.0,4.0,100.0,-4.0,-4.0,0.0,0.0,
Justin Jefferson,24.0,MIN,WR,10.0,9.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nathan Peterman,29.0,CHI,QB,2.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,2.1,1.0,5.0,100.0,-5.0,-5.0,0.0,0.0,
Aaron Rodgers,40.0,NYJ,QB,1.0,1.0,1-0-0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,2.5,1.0,10.0,50.0,-5.0,-5.0,0.0,0.0,
Deebo Samuel,27.0,SFO,WR,15.0,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
