Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
Colt McCoy,24.0,CLE,QB,8.0,8.0,2-6-0,135.0,222.0,60.8,1576.0,6.0,2.7,9.0,4.1,77.0,43.3,47.0,7.1,5.82,11.7,197.0,74.5,52.8,23.0,132.0,9.39,5.89,4.73,0.0,0.0,
Jimmy Clausen,23.0,CAR,QB,13.0,10.0,1-9-0,157.0,299.0,52.5,1558.0,3.0,1.0,9.0,3.0,73.0,31.3,55.0,5.2,4.06,9.9,119.8,58.4,13.8,33.0,223.0,9.94,4.02,2.98,0.0,0.0,
Vince Young,27.0,TEN,QB,9.0,8.0,4-4-0,93.0,156.0,59.6,1255.0,10.0,6.4,3.0,1.9,58.0,42.0,71.0,8.0,8.46,13.5,139.4,98.6,59.4,13.0,80.0,7.69,6.95,7.34,0.0,1.0,
Kevin Kolb,26.0,PHI,QB,7.0,5.0,2-3-0,115.0,189.0,60.8,1197.0,7.0,3.7,7.0,3.7,58.0,40.2,83.0,6.3,5.41,10.4,171.0,76.1,44.9,15.0,99.0,7.35,5.38,4.52,0.0,0.0,
Troy Smith,26.0,SFO,QB,6.0,6.0,3-3-0,73.0,145.0,50.3,1176.0,5.0,3.4,4.0,2.8,43.0,39.3,66.0,8.1,7.56,16.1,196.0,77.8,43.2,18.0,112.0,11.04,6.53,6.04,2.0,2.0,
Bruce Gradkowski,27.0,OAK,QB,6.0,4.0,1-3-0,83.0,157.0,52.9,1059.0,5.0,3.2,7.0,4.5,51.0,41.3,70.0,6.7,5.38,12.8,176.5,66.3,26.3,10.0,77.0,5.99,5.88,4.59,0.0,0.0,
Rex Grossman,30.0,WAS,QB,4.0,3.0,1-2-0,74.0,133.0,55.6,884.0,7.0,5.3,4.0,3.0,42.0,43.7,64.0,6.6,6.35,11.9,221.0,81.2,33.0,9.0,77.0,6.34,5.68,5.4,0.0,1.0,
Jake Delhomme,35.0,CLE,QB,5.0,4.0,2-2-0,93.0,149.0,62.4,872.0,2.0,1.3,7.0,4.7,36.0,36.1,49.0,5.9,4.01,9.4,174.4,63.4,27.0,6.0,49.0,3.87,5.31,3.54,1.0,2.0,
Matt Moore,26.0,CAR,QB,6.0,5.0,1-4-0,79.0,143.0,55.2,857.0,5.0,3.5,10.0,7.0,47.0,42.3,39.0,6.0,3.55,10.8,142.8,55.6,36.9,13.0,90.0,8.33,4.92,2.67,1.0,1.0,
Drew Stanton,26.0,DET,QB,6.0,3.0,2-1-0,69.0,119.0,58.0,780.0,4.0,3.4,3.0,2.5,39.0,40.8,87.0,6.6,6.09,11.3,130.0,78.4,60.2,6.0,42.0,4.8,5.9,5.46,2.0,2.0,
Seneca Wallace,30.0,CLE,QB,8.0,4.0,1-3-0,64.0,101.0,63.4,694.0,4.0,4.0,2.0,2.0,35.0,42.1,65.0,6.9,6.77,10.8,86.8,88.5,48.9,6.0,33.0,5.61,6.18,6.08,0.0,0.0,
John Skelton,22.0,ARI,QB,5.0,4.0,2-2-0,60.0,126.0,47.6,662.0,2.0,1.6,2.0,1.6,31.0,32.6,74.0,5.3,4.86,11.0,132.4,62.3,23.6,9.0,65.0,6.67,4.42,4.05,1.0,1.0,
Tim Tebow,23.0,DEN,QB,9.0,3.0,1-2-0,41.0,82.0,50.0,654.0,5.0,6.1,3.0,3.7,31.0,40.9,50.0,8.0,7.55,16.0,72.7,82.1,56.0,6.0,26.0,6.82,7.14,6.74,1.0,1.0,
Matthew Stafford,22.0,DET,QB,3.0,3.0,1-2-0,57.0,96.0,59.4,535.0,6.0,6.3,1.0,1.0,28.0,40.0,36.0,5.6,6.35,9.4,178.3,91.3,50.1,4.0,36.0,4.0,4.99,5.74,1.0,1.0,
Trent Edwards,27.0,2TM,QB,5.0,3.0,0-3-0,55.0,101.0,54.5,521.0,2.0,2.0,5.0,5.0,23.0,35.7,44.0,5.2,3.33,9.5,104.2,54.9,,11.0,95.0,9.82,3.8,2.15,0.0,0.0,
Charlie Whitehurst,28.0,SEA,QB,6.0,2.0,1-1-0,57.0,99.0,57.6,507.0,2.0,2.0,3.0,3.0,22.0,34.6,61.0,5.1,4.16,8.9,84.5,65.5,21.5,5.0,13.0,4.81,4.75,3.84,0.0,0.0,
Joe Webb,24.0,MIN,QB,5.0,2.0,1-1-0,54.0,89.0,60.7,477.0,0.0,0.0,3.0,3.4,26.0,42.3,46.0,5.4,3.84,8.8,95.4,60.9,47.7,8.0,48.0,8.25,4.42,3.03,0.0,0.0,
Tyler Thigpen,26.0,MIA,QB,5.0,1.0,0-1-0,33.0,62.0,53.2,435.0,2.0,3.2,2.0,3.2,18.0,38.6,35.0,7.0,6.21,13.2,87.0,73.0,29.9,8.0,50.0,11.43,5.5,4.79,0.0,0.0,
Matt Flynn,25.0,GNB,QB,7.0,1.0,0-1-0,40.0,66.0,60.6,433.0,3.0,4.5,2.0,3.0,21.0,42.5,66.0,6.6,6.11,10.8,61.9,82.4,25.0,7.0,38.0,9.59,5.41,5.0,0.0,0.0,
Max Hall,25.0,ARI,QB,6.0,3.0,1-2-0,39.0,78.0,50.0,370.0,1.0,1.3,6.0,7.7,19.0,31.5,26.0,4.7,1.54,9.5,61.7,35.7,8.8,14.0,90.0,15.22,3.04,0.33,0.0,1.0,
Charlie Batch,36.0,PIT,QB,3.0,2.0,1-1-0,29.0,49.0,59.2,352.0,3.0,6.1,3.0,6.1,13.0,39.6,46.0,7.2,5.65,12.1,117.3,76.2,53.4,4.0,21.0,7.55,6.25,4.83,0.0,0.0,
Tarvaris Jackson,27.0,MIN,QB,3.0,1.0,0-1-0,34.0,58.0,58.6,341.0,3.0,5.2,4.0,6.9,17.0,40.6,46.0,5.9,3.81,10.0,113.7,63.9,27.9,6.0,43.0,9.38,4.66,2.78,0.0,0.0,
Dennis Dixon,25.0,PIT,QB,2.0,2.0,2-0-0,22.0,32.0,68.8,254.0,0.0,0.0,1.0,3.1,8.0,43.2,52.0,7.9,6.53,11.5,127.0,79.4,21.4,5.0,41.0,13.51,5.76,4.54,0.0,1.0,
Stephen McGee,25.0,DAL,QB,2.0,1.0,1-0-0,22.0,44.0,50.0,238.0,2.0,4.5,0.0,0.0,9.0,31.9,37.0,5.4,6.32,10.8,119.0,81.4,64.5,3.0,25.0,6.38,4.53,5.38,1.0,1.0,
Todd Bouman,38.0,JAX,QB,1.0,1.0,0-1-0,18.0,34.0,52.9,222.0,2.0,5.9,2.0,5.9,12.0,37.1,29.0,6.5,5.06,12.3,222.0,68.5,66.1,1.0,6.0,2.86,6.17,4.74,0.0,0.0,
Rusty Smith,23.0,TEN,QB,2.0,1.0,0-1-0,20.0,40.0,50.0,200.0,0.0,0.0,4.0,10.0,7.0,24.4,52.0,5.0,0.5,10.0,100.0,25.0,3.6,1.0,0.0,2.44,4.88,0.49,0.0,0.0,
Brian St. Pierre,31.0,CAR,QB,1.0,1.0,0-1-0,13.0,28.0,46.4,173.0,1.0,3.6,2.0,7.1,3.0,16.1,88.0,6.2,3.68,13.3,173.0,48.7,10.9,3.0,23.0,9.68,4.84,2.58,0.0,0.0,
Richard Bartel,27.0,ARI,QB,1.0,0.0,,16.0,28.0,57.1,150.0,0.0,0.0,1.0,3.6,7.0,43.3,31.0,5.4,3.75,9.4,150.0,57.1,29.2,2.0,12.0,6.67,4.6,3.1,0.0,0.0,
Brian Hoyer,25.0,NWE,QB,5.0,0.0,,7.0,15.0,46.7,122.0,1.0,6.7,1.0,6.7,7.0,46.7,42.0,8.1,6.47,17.4,24.4,69.3,60.0,0.0,0.0,0.0,8.13,6.47,0.0,0.0,
Luke McCown,29.0,JAX,QB,1.0,0.0,,11.0,19.0,57.9,120.0,0.0,0.0,0.0,0.0,6.0,42.1,25.0,6.3,6.32,10.9,120.0,76.6,27.0,0.0,0.0,0.0,6.32,6.32,0.0,0.0,
Mark Brunell,40.0,NYJ,QB,2.0,0.0,,7.0,13.0,53.8,117.0,2.0,15.4,1.0,7.7,7.0,50.0,52.0,9.0,8.62,16.7,58.5,92.0,62.9,1.0,7.0,7.14,7.86,7.5,0.0,0.0,
Josh Johnson,24.0,TAM,QB,11.0,0.0,,14.0,16.0,87.5,111.0,0.0,0.0,0.0,0.0,5.0,33.3,22.0,6.9,6.94,7.9,10.1,95.6,60.3,2.0,8.0,11.11,5.72,5.72,0.0,0.0,
Brian Brohm,25.0,BUF,QB,1.0,1.0,0-1-0,10.0,23.0,43.5,106.0,0.0,0.0,3.0,13.0,4.0,23.1,33.0,4.6,-1.26,10.6,106.0,17.9,24.4,3.0,5.0,11.54,3.88,-1.31,0.0,0.0,
Todd Collins,39.0,CHI,QB,2.0,1.0,1-0-0,10.0,27.0,37.0,68.0,0.0,0.0,5.0,18.5,3.0,27.6,19.0,2.5,-5.81,6.8,34.0,5.9,1.1,2.0,15.0,6.9,1.83,-5.93,0.0,0.0,
David Carr,31.0,SFO,QB,1.0,0.0,,5.0,13.0,38.5,67.0,0.0,0.0,1.0,7.7,2.0,28.6,22.0,5.2,1.69,13.4,67.0,23.6,4.6,1.0,5.0,7.14,4.43,1.21,0.0,0.0,
Caleb Hanie,25.0,CHI,QB,2.0,0.0,,5.0,7.0,71.4,55.0,0.0,0.0,0.0,0.0,2.0,22.2,26.0,7.9,7.86,11.0,27.5,94.3,9.8,2.0,15.0,22.22,4.44,4.44,0.0,0.0,
Tony Pike,24.0,CAR,QB,1.0,0.0,,6.0,12.0,50.0,47.0,0.0,0.0,0.0,0.0,3.0,38.5,22.0,3.9,3.92,7.8,47.0,60.1,2.0,1.0,10.0,7.69,2.85,2.85,0.0,0.0,
Byron Leftwich,30.0,PIT,QB,1.0,0.0,,5.0,7.0,71.4,42.0,0.0,0.0,0.0,0.0,4.0,55.6,14.0,6.0,6.0,8.4,42.0,86.6,54.4,2.0,7.0,22.22,3.89,3.89,0.0,0.0,
Antwaan Randle El,31.0,PIT,WR,16.0,0.0,,2.0,2.0,100.0,42.0,2.0,100.0,0.0,0.0,2.0,100.0,39.0,21.0,41.0,21.0,2.6,158.3,100.0,0.0,0.0,0.0,21.0,41.0,0.0,0.0,
Brodie Croyle,27.0,KAN,QB,2.0,1.0,0-1-0,8.0,19.0,42.1,38.0,0.0,0.0,1.0,5.3,2.0,13.0,16.0,2.0,-0.37,4.8,19.0,27.7,6.1,4.0,29.0,17.39,0.39,-1.57,0.0,0.0,
Tyler Palko,27.0,KAN,QB,2.0,0.0,,4.0,6.0,66.7,35.0,0.0,0.0,0.0,0.0,2.0,37.5,18.0,5.8,5.83,8.8,17.5,81.9,82.0,2.0,10.0,25.0,3.13,3.13,0.0,0.0,
Mohamed Massaquoi,24.0,CLE,WR,15.0,14.0,,1.0,1.0,100.0,29.0,1.0,100.0,0.0,0.0,1.0,100.0,29.0,29.0,49.0,29.0,1.9,158.3,100.0,0.0,0.0,0.0,29.0,49.0,0.0,0.0,
Michael Robinson,27.0,SEA,FB,11.0,4.0,,1.0,1.0,100.0,28.0,0.0,0.0,0.0,0.0,1.0,100.0,28.0,28.0,28.0,28.0,2.5,118.7,100.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,
Mike Scifres,30.0,SDG,P,16.0,0.0,,1.0,1.0,100.0,28.0,0.0,0.0,0.0,0.0,1.0,100.0,28.0,28.0,28.0,28.0,1.8,118.7,100.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,
Kyle Boller,29.0,OAK,QB,5.0,0.0,,2.0,4.0,50.0,25.0,0.0,0.0,1.0,25.0,1.0,20.0,20.0,6.3,-5.0,12.5,5.0,30.2,0.3,1.0,6.0,20.0,3.8,-5.2,0.0,0.0,
Levi Brown,23.0,BUF,QB,1.0,0.0,,2.0,3.0,66.7,24.0,0.0,0.0,1.0,33.3,1.0,66.7,16.0,8.0,-7.0,12.0,24.0,51.4,35.5,0.0,0.0,0.0,8.0,-7.0,0.0,0.0,
Chris Redman,33.0,ATL,QB,2.0,0.0,,4.0,6.0,66.7,20.0,0.0,0.0,0.0,0.0,1.0,33.3,14.0,3.3,3.33,5.0,10.0,71.5,26.8,0.0,0.0,0.0,3.33,3.33,0.0,0.0,
Josh Cribbs,27.0,CLE,WR,15.0,5.0,,2.0,3.0,66.7,19.0,0.0,0.0,0.0,0.0,2.0,50.0,10.0,6.3,6.33,9.5,1.3,84.0,,1.0,0.0,25.0,4.75,4.75,0.0,0.0,
Chad Pennington,34.0,MIA,QB,1.0,1.0,1-0-0,1.0,2.0,50.0,19.0,0.0,0.0,0.0,0.0,1.0,50.0,19.0,9.5,9.5,19.0,19.0,83.3,94.1,0.0,0.0,0.0,9.5,9.5,0.0,0.0,
Jordan Palmer,26.0,CIN,QB,1.0,0.0,,3.0,3.0,100.0,18.0,0.0,0.0,0.0,0.0,1.0,60.0,7.0,6.0,6.0,6.0,18.0,91.7,15.1,2.0,20.0,40.0,-0.4,-0.4,0.0,0.0,
Steve Breaston,27.0,ARI,WR,13.0,11.0,,1.0,2.0,50.0,17.0,0.0,0.0,0.0,0.0,1.0,50.0,17.0,8.5,8.5,17.0,1.3,79.2,73.1,0.0,0.0,0.0,8.5,8.5,0.0,0.0,
Chase Daniel,24.0,NOR,QB,13.0,0.0,,2.0,3.0,66.7,16.0,0.0,0.0,0.0,0.0,0.0,50.0,9.0,5.3,5.33,8.0,1.2,79.9,0.8,1.0,10.0,25.0,1.5,1.5,0.0,0.0,
Peyton Hillis,24.0,CLE,RB,16.0,14.0,,1.0,2.0,50.0,13.0,0.0,0.0,0.0,0.0,1.0,50.0,13.0,6.5,6.5,13.0,0.8,70.8,92.8,0.0,0.0,0.0,6.5,6.5,0.0,0.0,
Sam Koch,28.0,BAL,P,16.0,0.0,,1.0,1.0,100.0,13.0,0.0,0.0,0.0,0.0,1.0,100.0,13.0,13.0,13.0,13.0,0.8,118.7,100.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,
Billy Volek,34.0,SDG,QB,3.0,0.0,,1.0,1.0,100.0,8.0,0.0,0.0,0.0,0.0,1.0,100.0,8.0,8.0,8.0,8.0,2.7,100.0,89.3,0.0,0.0,0.0,8.0,8.0,0.0,0.0,
Kellen Clemens,27.0,NYJ,QB,1.0,0.0,,1.0,2.0,50.0,6.0,0.0,0.0,0.0,0.0,1.0,50.0,6.0,3.0,3.0,6.0,6.0,56.2,100.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,
Brad Smith,27.0,NYJ,WR,16.0,2.0,,2.0,3.0,66.7,6.0,1.0,33.3,0.0,0.0,1.0,33.3,3.0,2.0,8.67,3.0,0.4,109.7,88.4,0.0,0.0,0.0,2.0,8.67,0.0,0.0,
Earnest Graham,30.0,TAM,RB,12.0,7.0,,1.0,1.0,100.0,2.0,1.0,100.0,0.0,0.0,1.0,100.0,2.0,2.0,22.0,2.0,0.2,118.7,99.9,0.0,0.0,0.0,2.0,22.0,0.0,0.0,
Marion Barber III,27.0,DAL,RB,13.0,10.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jahvid Best,21.0,DET,RB,16.0,9.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ronnie Brown,29.0,MIA,RB,16.0,16.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Patrick Crayton,31.0,SDG,WR,9.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Armanti Edwards,22.0,CAR,QB,3.0,0.0,,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,79.2,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chad Johnson,32.0,CIN,WR,14.0,12.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Maurice Jones-Drew,25.0,JAX,RB,14.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,PB
Brandon LaFell,24.0,CAR,WR,14.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Stefan Logan,29.0,DET,RB,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon Marshall,26.0,MIA,WR,14.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Darren McFadden,23.0,OAK,RB,13.0,13.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Micheal Spurlock,27.0,TAM,WR,16.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leon Washington,28.0,SEA,RB,16.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,1.0,7.0,100.0,-7.0,-7.0,0.0,0.0,"AP-2,AP CPoY-7"
Anquan Boldin,30.0,BAL,WR,16.0,16.0,,1.0,1.0,100.0,-6.0,0.0,0.0,0.0,0.0,0.0,,-6.0,-6.0,-6.0,-6.0,-0.4,79.2,15.7,0.0,0.0,0.0,-6.0,-6.0,0.0,0.0,
League Average,,,,,,,,,60.8,,,4.3,,3.0,,44.3,,7.0,6.54,11.5,125.1,84.1,,,,6.14,6.17,5.73,,,
