Player,Age,Team,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
Jaylen Warren,26.0,PIT,12.0,0.0,91.0,371.0,1.0,20.0,46.2,18.0,4.1,30.9,7.6,1.0,
Cam Akers,25.0,2TM,14.0,2.0,91.0,358.0,2.0,19.0,40.7,25.0,3.9,25.6,6.5,1.0,
Ray Davis,25.0,BUF,14.0,0.0,87.0,357.0,3.0,21.0,47.1,22.0,4.1,25.5,6.2,0.0,
Jerome Ford,25.0,CLE,12.0,4.0,87.0,451.0,2.0,21.0,47.1,62.0,5.2,37.6,7.3,0.0,
Jaleel McLaughlin,24.0,DEN,14.0,3.0,87.0,388.0,1.0,18.0,49.4,21.0,4.5,27.7,6.2,1.0,
Antonio Gibson,26.0,NWE,14.0,2.0,86.0,406.0,1.0,19.0,45.3,45.0,4.7,29.0,6.1,1.0,
Braelon Allen,20.0,NYJ,14.0,2.0,80.0,288.0,2.0,18.0,50.0,20.0,3.6,20.6,5.7,0.0,
Bo Nix,24.0,DEN,15.0,15.0,78.0,352.0,4.0,33.0,50.0,32.0,4.5,23.5,5.2,2.0,
Anthony Richardson,22.0,IND,10.0,10.0,77.0,429.0,5.0,30.0,57.1,26.0,5.6,42.9,7.7,9.0,
Austin Ekeler,29.0,WAS,11.0,6.0,74.0,355.0,4.0,18.0,51.4,50.0,4.8,32.3,6.7,3.0,
Zack Moss,27.0,CIN,8.0,6.0,74.0,242.0,2.0,13.0,36.5,16.0,3.3,30.3,9.3,2.0,
Isaac Guerendo,24.0,SFO,14.0,2.0,73.0,381.0,4.0,15.0,47.9,76.0,5.2,27.2,5.2,3.0,
Emanuel Wilson,25.0,GNB,14.0,0.0,72.0,348.0,1.0,18.0,58.3,19.0,4.8,24.9,5.1,0.0,
Raheem Mostert,32.0,MIA,10.0,1.0,71.0,244.0,2.0,12.0,40.8,18.0,3.4,24.4,7.1,2.0,
Ezekiel Elliott,29.0,DAL,13.0,2.0,70.0,223.0,2.0,13.0,42.9,11.0,3.2,17.2,5.4,1.0,
Isiah Pacheco,25.0,KAN,5.0,4.0,68.0,266.0,1.0,12.0,57.4,34.0,3.9,53.2,13.6,0.0,
Daniel Jones,27.0,NYG,10.0,10.0,67.0,265.0,2.0,26.0,59.7,24.0,4.0,26.5,6.7,4.0,
Caleb Williams,23.0,CHI,14.0,14.0,67.0,408.0,0.0,24.0,50.7,24.0,6.1,29.1,4.8,6.0,
Zamir White,25.0,LVR,8.0,5.0,65.0,183.0,1.0,4.0,26.2,17.0,2.8,22.9,8.1,2.0,
Trey Benson,21.0,ARI,13.0,1.0,63.0,291.0,1.0,16.0,49.2,20.0,4.6,22.4,4.8,1.0,
Kyler Murray,27.0,ARI,14.0,14.0,63.0,455.0,4.0,20.0,47.6,50.0,7.2,32.5,4.5,7.0,
Justin Fields,25.0,PIT,10.0,6.0,62.0,289.0,5.0,19.0,54.8,30.0,4.7,28.9,6.2,6.0,
Justin Herbert,26.0,LAC,15.0,15.0,62.0,252.0,2.0,19.0,43.5,38.0,4.1,16.8,4.1,6.0,
Jaylen Wright,21.0,MIA,13.0,1.0,62.0,253.0,0.0,10.0,41.9,20.0,4.1,19.5,4.8,1.0,
Brock Purdy,25.0,SFO,13.0,13.0,59.0,285.0,4.0,29.0,64.4,16.0,4.8,21.9,4.5,7.0,
Kenneth Gainwell,25.0,PHI,14.0,0.0,57.0,265.0,1.0,12.0,31.6,20.0,4.6,18.9,4.1,0.0,
Sam Darnold,27.0,MIN,14.0,14.0,56.0,194.0,1.0,21.0,44.6,19.0,3.5,13.9,4.0,7.0,
Audric Estime,21.0,DEN,11.0,1.0,55.0,252.0,1.0,10.0,52.7,21.0,4.6,22.9,5.0,2.0,
Tyjae Spears,23.0,TEN,10.0,0.0,54.0,190.0,2.0,11.0,48.1,19.0,3.5,19.0,5.4,0.0,
Patrick Mahomes,29.0,KAN,14.0,14.0,52.0,262.0,1.0,20.0,50.0,33.0,5.0,18.7,3.7,2.0,
Jeremy McNichols,29.0,WAS,14.0,1.0,52.0,253.0,4.0,14.0,59.6,28.0,4.9,18.1,3.7,0.0,
Ty Chandler,26.0,MIN,14.0,0.0,51.0,175.0,0.0,8.0,37.3,25.0,3.4,12.5,3.6,0.0,
Christian McCaffrey,28.0,SFO,4.0,4.0,50.0,202.0,0.0,12.0,44.0,19.0,4.0,50.5,12.5,1.0,
C.J. Stroud,23.0,HOU,14.0,14.0,49.0,203.0,0.0,12.0,34.7,25.0,4.1,14.5,3.5,6.0,
Blake Corum,24.0,LAR,14.0,0.0,48.0,187.0,0.0,12.0,47.9,12.0,3.9,13.4,3.4,0.0,
Roschon Johnson,23.0,CHI,11.0,0.0,48.0,139.0,6.0,16.0,60.4,9.0,2.9,12.6,4.4,0.0,
Trey Sermon,25.0,IND,14.0,3.0,48.0,134.0,2.0,13.0,43.8,17.0,2.8,9.6,3.4,0.0,
Carson Steele,22.0,KAN,14.0,2.0,48.0,158.0,0.0,14.0,60.4,9.0,3.3,11.3,3.4,3.0,
Baker Mayfield,29.0,TAM,14.0,14.0,47.0,266.0,3.0,18.0,48.9,21.0,5.7,19.0,3.4,12.0,
Geno Smith,34.0,SEA,14.0,14.0,47.0,231.0,2.0,15.0,31.9,34.0,4.9,16.5,3.4,7.0,
D'Onta Foreman,28.0,CLE,8.0,2.0,46.0,155.0,0.0,6.0,39.1,25.0,3.4,19.4,5.8,1.0,
Justice Hill,27.0,BAL,14.0,0.0,45.0,198.0,1.0,13.0,42.2,51.0,4.4,14.1,3.2,0.0,
Drake Maye,22.0,NWE,10.0,9.0,42.0,359.0,2.0,18.0,66.7,41.0,8.5,35.9,4.2,6.0,
Will Levis,25.0,TEN,11.0,11.0,41.0,175.0,0.0,20.0,53.7,21.0,4.3,15.9,3.7,8.0,
Sean Tucker,23.0,TAM,14.0,0.0,40.0,253.0,2.0,14.0,52.5,36.0,6.3,18.1,2.9,1.0,
Ameer Abdullah,31.0,LVR,14.0,2.0,39.0,158.0,1.0,7.0,43.6,40.0,4.1,11.3,2.8,2.0,
Taysom Hill,34.0,NOR,8.0,8.0,39.0,278.0,6.0,18.0,64.1,75.0,7.1,34.8,4.9,1.0,
Sincere McCormick,24.0,LVR,5.0,2.0,39.0,183.0,0.0,10.0,53.8,29.0,4.7,36.6,7.8,0.0,
Miles Sanders,27.0,CAR,10.0,1.0,38.0,139.0,1.0,9.0,42.1,26.0,3.7,13.9,3.8,0.0,
Kimani Vidal,23.0,LAC,8.0,0.0,38.0,131.0,0.0,6.0,28.9,19.0,3.4,16.4,4.8,1.0,
Joe Burrow,28.0,CIN,14.0,14.0,35.0,158.0,1.0,13.0,45.7,47.0,4.5,11.3,2.5,9.0,
Jamaal Williams,29.0,NOR,11.0,0.0,35.0,129.0,1.0,9.0,48.6,14.0,3.7,11.7,3.2,0.0,
Deebo Samuel,28.0,SFO,13.0,13.0,34.0,95.0,1.0,3.0,38.2,12.0,2.8,7.3,2.6,1.0,
Jared Goff,30.0,DET,14.0,14.0,31.0,60.0,0.0,9.0,38.7,10.0,1.9,4.3,2.2,6.0,
Deshaun Watson,29.0,CLE,7.0,7.0,31.0,148.0,1.0,8.0,41.9,16.0,4.8,21.1,4.4,5.0,
Bryce Young,23.0,CAR,11.0,9.0,31.0,149.0,3.0,8.0,51.6,24.0,4.8,13.5,2.8,3.0,
D'Ernest Johnson,28.0,JAX,11.0,1.0,30.0,117.0,0.0,6.0,46.7,13.0,3.9,10.6,2.7,0.0,
Cordarrelle Patterson,33.0,PIT,10.0,1.0,30.0,132.0,0.0,7.0,46.7,14.0,4.4,13.2,3.0,1.0,
Russell Wilson,36.0,PIT,8.0,8.0,30.0,57.0,1.0,8.0,33.3,10.0,1.9,7.1,3.8,3.0,
Ty Johnson,27.0,BUF,14.0,1.0,29.0,154.0,1.0,10.0,62.1,19.0,5.3,11.0,2.1,0.0,
Tyler Goodson,24.0,IND,13.0,0.0,28.0,131.0,1.0,5.0,39.3,33.0,4.7,10.1,2.2,0.0,
Kendre Miller,22.0,NOR,4.0,0.0,28.0,130.0,1.0,9.0,57.1,17.0,4.6,32.5,7.0,0.0,
Chris Rodriguez,24.0,WAS,6.0,0.0,27.0,152.0,1.0,8.0,77.8,25.0,5.6,25.3,4.5,0.0,
Trevor Lawrence,25.0,JAX,10.0,10.0,26.0,119.0,3.0,13.0,57.7,33.0,4.6,11.9,2.6,3.0,
Dare Ogunbowale,30.0,HOU,14.0,1.0,26.0,103.0,0.0,4.0,34.6,35.0,4.0,7.4,1.9,0.0,
Jameis Winston,30.0,CLE,12.0,7.0,25.0,83.0,1.0,17.0,76.0,13.0,3.3,6.9,2.1,5.0,
Emari Demercado,25.0,ARI,13.0,0.0,24.0,223.0,1.0,8.0,50.0,53.0,9.3,17.2,1.8,0.0,
Kirk Cousins,36.0,ATL,14.0,14.0,23.0,0.0,0.0,2.0,13.0,,0.0,0.0,1.6,13.0,
Jordan Love,26.0,GNB,12.0,12.0,23.0,75.0,1.0,8.0,39.1,14.0,3.3,6.3,1.9,4.0,
Chris Brooks,24.0,GNB,12.0,0.0,22.0,101.0,0.0,7.0,50.0,18.0,4.6,8.4,1.8,0.0,
Cooper Rush,31.0,DAL,10.0,6.0,22.0,20.0,0.0,4.0,27.3,9.0,0.9,2.0,2.2,9.0,
Aaron Rodgers,41.0,NYJ,14.0,14.0,21.0,101.0,0.0,7.0,42.9,18.0,4.8,7.2,1.5,4.0,
Matthew Stafford,36.0,LAR,14.0,14.0,21.0,29.0,0.0,7.0,38.1,15.0,1.4,2.1,1.5,6.0,
Isaiah Davis,22.0,NYJ,14.0,0.0,20.0,86.0,1.0,5.0,55.0,17.0,4.3,6.1,1.4,0.0,
Jamycal Hasty,28.0,NWE,14.0,0.0,20.0,69.0,0.0,4.0,45.0,15.0,3.5,4.9,1.4,0.0,
Will Shipley,22.0,PHI,14.0,1.0,20.0,50.0,0.0,1.0,25.0,9.0,2.5,3.6,1.4,0.0,
Gardner Minshew II,28.0,LVR,10.0,9.0,19.0,58.0,0.0,5.0,36.8,11.0,3.1,5.8,1.9,6.0,
Pierre Strong,26.0,CLE,12.0,0.0,19.0,69.0,0.0,4.0,47.4,14.0,3.6,5.8,1.6,0.0,
Derek Carr,33.0,NOR,10.0,10.0,17.0,71.0,1.0,4.0,52.9,13.0,4.2,7.1,1.7,3.0,
Julius Chestnut,24.0,TEN,14.0,0.0,17.0,74.0,0.0,1.0,35.3,12.0,4.4,5.3,1.2,0.0,
Mac Jones,26.0,JAX,7.0,4.0,17.0,53.0,1.0,6.0,35.3,13.0,3.1,7.6,2.4,2.0,
Samaje Perine,29.0,KAN,14.0,0.0,17.0,82.0,1.0,7.0,64.7,13.0,4.8,5.9,1.2,0.0,
Tyler Huntley,26.0,MIA,3.0,3.0,16.0,67.0,1.0,6.0,43.8,20.0,4.2,22.3,5.3,1.0,
Jayden Reed,24.0,GNB,14.0,8.0,16.0,155.0,1.0,7.0,68.8,33.0,9.7,11.1,1.1,2.0,
Malik Willis,25.0,GNB,5.0,2.0,16.0,137.0,1.0,6.0,56.3,29.0,8.6,27.4,3.2,0.0,
Jacoby Brissett,32.0,NWE,7.0,5.0,15.0,62.0,0.0,5.0,53.3,16.0,4.1,8.9,2.1,4.0,
Dameon Pierce,24.0,HOU,8.0,0.0,15.0,100.0,1.0,2.0,46.7,54.0,6.7,12.5,1.9,0.0,
Mason Rudolph,29.0,TEN,5.0,3.0,15.0,75.0,1.0,8.0,60.0,14.0,5.0,15.0,3.0,4.0,
Tua Tagovailoa,26.0,MIA,10.0,10.0,15.0,50.0,0.0,5.0,46.7,13.0,3.3,5.0,1.5,6.0,
Xavier Worthy,21.0,KAN,14.0,11.0,15.0,84.0,3.0,4.0,80.0,21.0,5.6,6.0,1.1,0.0,
Hassan Haskins,25.0,LAC,15.0,0.0,14.0,26.0,1.0,6.0,42.9,5.0,1.9,1.7,0.9,1.0,
CeeDee Lamb,25.0,DAL,14.0,14.0,14.0,70.0,0.0,4.0,42.9,18.0,5.0,5.0,1.0,1.0,
Kenny McIntosh,24.0,SEA,14.0,0.0,14.0,63.0,0.0,4.0,42.9,16.0,4.5,4.5,1.0,0.0,
Jordan Mims,25.0,NOR,9.0,0.0,14.0,42.0,0.0,1.0,28.6,9.0,3.0,4.7,1.6,0.0,
Patrick Taylor,26.0,SFO,10.0,0.0,14.0,50.0,1.0,3.0,50.0,7.0,3.6,5.0,1.4,0.0,
Eric Gray,25.0,NYG,14.0,0.0,13.0,25.0,0.0,1.0,23.1,6.0,1.9,1.8,0.9,3.0,
Marcus Mariota,31.0,WAS,2.0,0.0,13.0,36.0,0.0,3.0,38.5,11.0,2.8,18.0,6.5,0.0,
Jase McClellan,22.0,ATL,2.0,0.0,13.0,32.0,0.0,2.0,46.2,8.0,2.5,16.0,6.5,0.0,
Dak Prescott,31.0,DAL,8.0,8.0,13.0,54.0,1.0,5.0,61.5,22.0,4.2,6.8,1.6,4.0,
Marvin Mims,22.0,DEN,15.0,1.0,12.0,43.0,0.0,3.0,41.7,17.0,3.6,2.9,0.8,0.0,
Craig Reynolds,28.0,DET,14.0,0.0,12.0,51.0,0.0,3.0,50.0,19.0,4.3,3.6,0.9,1.0,
Khalil Herbert,26.0,2TM,11.0,0.0,12.0,38.0,1.0,4.0,66.7,14.0,3.2,3.5,1.1,0.0,
Tyler Badie,24.0,DEN,3.0,0.0,11.0,86.0,0.0,4.0,54.5,43.0,7.8,28.7,3.7,1.0,
Andy Dalton,37.0,CAR,6.0,5.0,11.0,34.0,0.0,2.0,36.4,18.0,3.1,5.7,1.8,2.0,
Jake Haener,25.0,NOR,8.0,1.0,11.0,22.0,0.0,0.0,18.2,9.0,2.0,2.8,1.4,0.0,
Puka Nacua,23.0,LAR,9.0,9.0,11.0,46.0,1.0,2.0,63.6,9.0,4.2,5.1,1.2,0.0,
Mitchell Trubisky,30.0,BUF,7.0,0.0,11.0,-10.0,0.0,0.0,0.0,,-0.9,-1.4,1.6,0.0,
Deuce Vaughn,23.0,DAL,6.0,0.0,11.0,33.0,0.0,0.0,27.3,7.0,3.0,5.5,1.8,0.0,
Derius Davis,24.0,LAC,13.0,2.0,10.0,43.0,0.0,2.0,60.0,10.0,4.3,3.3,0.8,2.0,
Drew Lock,28.0,NYG,5.0,2.0,10.0,129.0,1.0,7.0,70.0,28.0,12.9,25.8,2.0,3.0,
D.J. Moore,27.0,CHI,14.0,14.0,10.0,60.0,0.0,3.0,70.0,14.0,6.0,4.3,0.7,0.0,
Ronnie Rivers,25.0,LAR,14.0,0.0,10.0,51.0,0.0,5.0,70.0,12.0,5.1,3.6,0.7,0.0,
J.J. Taylor,26.0,HOU,5.0,0.0,10.0,44.0,0.0,1.0,50.0,9.0,4.4,8.8,2.0,0.0,
KaVontae Turpin,28.0,DAL,14.0,1.0,10.0,58.0,0.0,4.0,60.0,16.0,5.8,4.1,0.7,3.0,
Jonathon Brooks,21.0,CAR,3.0,1.0,9.0,22.0,0.0,0.0,33.3,9.0,2.4,7.3,3.0,0.0,
Tank Dell,25.0,HOU,13.0,9.0,9.0,43.0,0.0,3.0,33.3,18.0,4.8,3.3,0.7,0.0,
Alec Ingold,28.0,MIA,12.0,7.0,9.0,13.0,1.0,5.0,55.6,6.0,1.4,1.1,0.8,2.0,
Hunter Luepke,24.0,DAL,13.0,3.0,9.0,23.0,0.0,4.0,44.4,6.0,2.6,1.8,0.7,0.0,
Spencer Rattler,24.0,NOR,4.0,3.0,9.0,61.0,0.0,3.0,66.7,28.0,6.8,15.3,2.3,3.0,
Desmond Ridder,25.0,LVR,5.0,1.0,9.0,36.0,0.0,2.0,44.4,11.0,4.0,7.2,1.8,3.0,
Jeff Wilson,29.0,MIA,6.0,0.0,9.0,44.0,0.0,2.0,55.6,14.0,4.9,7.3,1.5,0.0,
Rasheen Ali,23.0,BAL,3.0,0.0,8.0,32.0,0.0,2.0,50.0,9.0,4.0,10.7,2.7,0.0,
Dalvin Cook,29.0,DAL,2.0,0.0,8.0,20.0,0.0,0.0,37.5,4.0,2.5,10.0,4.0,0.0,
DeeJay Dallas,26.0,ARI,14.0,0.0,8.0,27.0,0.0,3.0,62.5,7.0,3.4,1.9,0.6,1.0,
Tommy DeVito,26.0,NYG,3.0,2.0,8.0,32.0,0.0,1.0,25.0,17.0,4.0,10.7,2.7,0.0,
Joe Flacco,39.0,IND,6.0,4.0,8.0,25.0,0.0,2.0,25.0,21.0,3.1,4.2,1.3,3.0,
Tyreek Hill,30.0,MIA,14.0,14.0,8.0,53.0,0.0,2.0,62.5,16.0,6.6,3.8,0.6,0.0,
Ray-Ray McCloud,28.0,ATL,14.0,11.0,8.0,57.0,0.0,2.0,50.0,20.0,7.1,4.1,0.6,4.0,
Jameson Williams,23.0,DET,12.0,8.0,8.0,56.0,0.0,4.0,62.5,15.0,7.0,4.7,0.7,0.0,
Zay Flowers,24.0,BAL,14.0,12.0,7.0,44.0,0.0,1.0,57.1,19.0,6.3,3.1,0.5,0.0,
Aidan O'Connell,26.0,LVR,6.0,4.0,7.0,6.0,1.0,3.0,42.9,4.0,0.9,1.0,1.2,2.0,
Sterling Shepard,31.0,TAM,12.0,4.0,7.0,55.0,0.0,3.0,57.1,24.0,7.9,4.6,0.6,0.0,
Tre Tucker,23.0,LVR,14.0,12.0,7.0,47.0,1.0,3.0,85.7,11.0,6.7,3.4,0.5,0.0,
Tyson Bagent,24.0,CHI,4.0,0.0,6.0,-7.0,0.0,0.0,0.0,,-1.2,-1.8,1.5,0.0,
Mike Boone,29.0,CAR,3.0,0.0,6.0,21.0,0.0,1.0,50.0,9.0,3.5,7.0,2.0,0.0,
Michael Burton,32.0,DEN,15.0,2.0,6.0,5.0,1.0,3.0,50.0,3.0,0.8,0.3,0.4,0.0,
Travis Homer,26.0,CHI,10.0,0.0,6.0,23.0,0.0,2.0,66.7,6.0,3.8,2.3,0.6,0.0,
Xavier Legette,23.0,CAR,14.0,11.0,6.0,24.0,0.0,2.0,50.0,8.0,4.0,1.7,0.4,0.0,
MarShawn Lloyd,23.0,GNB,1.0,0.0,6.0,15.0,0.0,0.0,16.7,5.0,2.5,15.0,6.0,0.0,
Bo Melton,25.0,GNB,14.0,0.0,6.0,39.0,0.0,3.0,66.7,16.0,6.5,2.8,0.4,0.0,
Rashid Shaheed,26.0,NOR,6.0,5.0,6.0,29.0,0.0,2.0,50.0,13.0,4.8,4.8,1.0,1.0,
Aaron Shampklin,25.0,PIT,3.0,0.0,6.0,17.0,0.0,1.0,16.7,5.0,2.8,5.7,2.0,0.0,
Dorian Thompson-Robinson,25.0,CLE,4.0,0.0,6.0,60.0,0.0,4.0,83.3,34.0,10.0,15.0,1.5,1.0,
Clayton Tune,25.0,ARI,5.0,0.0,6.0,-6.0,0.0,1.0,16.7,2.0,-1.0,-1.2,1.2,1.0,
Sione Vaki,23.0,DET,13.0,0.0,6.0,14.0,0.0,0.0,33.3,7.0,2.3,1.1,0.5,0.0,
Ashton Dulin,27.0,IND,12.0,2.0,5.0,45.0,0.0,2.0,100.0,12.0,9.0,3.8,0.4,0.0,
Mecole Hardman,26.0,KAN,12.0,0.0,5.0,62.0,1.0,2.0,100.0,20.0,12.4,5.2,0.4,0.0,
Hendon Hooker,26.0,DET,3.0,0.0,5.0,2.0,0.0,1.0,20.0,3.0,0.4,0.7,1.7,0.0,
Terrell Jennings,23.0,NWE,1.0,0.0,5.0,13.0,0.0,0.0,20.0,5.0,2.6,13.0,5.0,0.0,
Malik Nabers,21.0,NYG,12.0,11.0,5.0,2.0,0.0,1.0,40.0,4.0,0.4,0.2,0.4,1.0,
Calvin Ridley,30.0,TEN,14.0,11.0,5.0,51.0,1.0,3.0,80.0,19.0,10.2,3.6,0.4,1.0,
Curtis Samuel,28.0,BUF,13.0,1.0,5.0,14.0,0.0,0.0,40.0,7.0,2.8,1.1,0.4,0.0,
Brian Thomas,22.0,JAX,14.0,13.0,5.0,30.0,0.0,2.0,60.0,13.0,6.0,2.1,0.4,0.0,
DJ Turner,27.0,LVR,12.0,6.0,5.0,33.0,1.0,1.0,60.0,18.0,6.6,2.8,0.4,1.0,
Jonathan Ward,27.0,PIT,4.0,0.0,5.0,22.0,0.0,1.0,60.0,7.0,4.4,5.5,1.3,0.0,
Brock Bowers,22.0,LVR,14.0,13.0,4.0,14.0,0.0,2.0,75.0,12.0,3.5,1.0,0.3,0.0,
Devin Duvernay,27.0,JAX,10.0,1.0,4.0,3.0,0.0,1.0,50.0,4.0,0.8,0.3,0.4,0.0,
Josh Johnson,38.0,BAL,4.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.3,0.3,1.0,0.0,
Kyle Juszczyk,33.0,SFO,14.0,12.0,4.0,20.0,1.0,1.0,25.0,14.0,5.0,1.4,0.3,1.0,
Trey Lance,24.0,DAL,2.0,0.0,4.0,14.0,0.0,2.0,75.0,11.0,3.5,7.0,2.0,0.0,
Adonai Mitchell,22.0,IND,14.0,7.0,4.0,6.0,0.0,1.0,50.0,10.0,1.5,0.4,0.3,2.0,
Malik Washington,23.0,MIA,11.0,1.0,4.0,36.0,1.0,1.0,75.0,18.0,9.0,3.3,0.4,1.0,
Blake Watson,25.0,DEN,2.0,0.0,4.0,10.0,0.0,2.0,75.0,7.0,2.5,5.0,2.0,0.0,
Jordan Addison,22.0,MIN,12.0,12.0,3.0,20.0,1.0,1.0,100.0,9.0,6.7,1.7,0.3,0.0,
Brandon Allen,32.0,SFO,3.0,1.0,3.0,4.0,0.0,0.0,0.0,6.0,1.3,1.3,1.0,2.0,
Stefon Diggs,31.0,HOU,8.0,8.0,3.0,8.0,1.0,1.0,66.7,6.0,2.7,1.0,0.4,0.0,
Greg Dortch,26.0,ARI,14.0,2.0,3.0,16.0,0.0,1.0,100.0,6.0,5.3,1.1,0.2,2.0,
Darrynton Evans,26.0,CHI,2.0,0.0,3.0,3.0,0.0,0.0,33.3,4.0,1.0,1.5,1.5,0.0,
