Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
Richard Owens,25,MIN,TE,16,2,0,0,0,0,0.0,0,0,1,0,0,0.0,19.0,13.0,6.0,0.0,0,
Artose Pinner,27,DET,RB,16,2,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Sam Rayburn,25,PHI,DT,16,2,0,0,0,0,0.0,0,0,1,0,0,1.0,32.0,26.0,6.0,5.0,0,
Gerome Sapp,24,IND,DB,16,2,0,0,0,0,0.0,0,0,0,0,0,0.0,38.0,29.0,9.0,0.0,0,
Gerald Sensabaugh,22,JAX,DB,16,2,0,0,0,0,1.0,0,0,1,0,0,0.0,24.0,19.0,5.0,0.0,0,
Derrick Strait,25,NYJ,DB,16,2,0,0,0,0,0.0,0,0,1,0,0,0.0,49.0,39.0,10.0,2.0,0,
Al Wallace,31,CAR,DE,16,2,2,38,0,38,3.0,1,0,1,6,0,5.0,25.0,20.0,5.0,4.0,0,
Kevin Walter,24,CIN,WR,16,2,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,10.0,6.0,0.0,0,
Jimmy Wilkerson,24,KAN,DE,16,2,0,0,0,0,2.0,0,0,1,0,0,0.0,22.0,20.0,2.0,2.0,0,
Alfonso Boone,29,CHI,DT,16,1,0,0,0,0,2.0,0,0,0,0,0,1.5,18.0,12.0,6.0,2.0,0,
Tony Bryant,29,NOR,DE,16,1,0,0,0,0,4.0,0,0,1,5,0,4.0,26.0,18.0,8.0,6.0,0,
James Butler,23,NYG,DB,16,1,2,16,0,16,5.0,0,1,1,5,0,0.0,35.0,30.0,5.0,0.0,0,
Jerricho Cotchery,23,NYJ,WR,16,1,0,0,0,0,0.0,0,2,1,0,0,0.0,9.0,9.0,0.0,0.0,0,
Rod Davis,24,MIN,LB,16,1,0,0,0,0,0.0,1,0,0,0,0,0.0,21.0,15.0,6.0,0.0,0,
Thomas Davis,22,CAR,LB,16,1,0,0,0,0,0.0,2,0,0,0,0,1.5,40.0,33.0,7.0,3.0,0,
Tim Dwight,30,NWE,WR,16,1,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Marshall Faulk,32,STL,RB,16,1,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Barry Gardner,29,NYJ,LB,16,1,0,0,0,0,0.0,1,0,0,0,0,0.0,18.0,13.0,5.0,0.0,0,
Nick Goings,27,CAR,RB,16,1,0,0,0,0,0.0,0,1,0,0,0,0.0,7.0,7.0,0.0,0.0,0,
Brandon Green,25,STL,DE,16,1,0,0,0,0,1.0,1,0,0,0,0,3.0,32.0,27.0,5.0,5.0,0,
Travis Hall,33,SFO,DE,16,1,0,0,0,0,1.0,2,0,0,0,0,0.5,20.0,14.0,6.0,2.0,0,
Quentin Harris,28,ARI,DB,16,1,0,0,0,0,3.0,0,0,2,0,0,0.0,40.0,31.0,9.0,0.0,0,
Matt Jones,22,JAX,WR,16,1,0,0,0,0,0.0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
Eric King,23,BUF,DB,16,1,0,0,0,0,4.0,0,0,0,0,0,0.0,29.0,27.0,2.0,1.0,0,
Rien Long,24,TEN,DT,16,1,0,0,0,0,1.0,1,0,0,0,0,3.5,34.0,26.0,8.0,4.0,0,
Omare Lowe,27,ATL,DB,16,1,0,0,0,0,1.0,0,0,0,0,0,0.0,20.0,18.0,2.0,0.0,0,
Bobby McCray,24,JAX,DE,16,1,0,0,0,0,1.0,3,0,1,0,0,5.5,17.0,13.0,4.0,6.0,0,
Juqua Parker,27,PHI,DE,16,1,0,0,0,0,2.0,0,0,1,16,0,0.0,24.0,19.0,5.0,2.0,0,
Willie Pile,25,DAL,DB,16,1,0,0,0,0,0.0,0,0,0,0,0,0.0,31.0,22.0,9.0,0.0,0,
Matt Schaub,24,ATL,QB,16,1,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Matt Schobel,27,CIN,TE,16,1,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Isaac Sopoaga,24,SFO,NT,16,1,0,0,0,0,1.0,0,0,0,0,0,0.0,22.0,16.0,6.0,3.0,0,
Barry Stokes,32,ATL,TE,16,1,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Michael Waddell,24,TEN,DB,16,1,0,0,0,0,2.0,0,0,0,0,0,0.5,33.0,24.0,9.0,1.0,0,
Dewayne Washington,33,KAN,DB,16,1,0,0,0,0,2.0,1,0,1,0,0,0.0,14.0,13.0,1.0,0.0,0,
Wes Welker,24,MIA,WR,16,1,0,0,0,0,0.0,0,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0,
Dewayne White,26,TAM,DE,16,1,0,0,0,0,2.0,2,0,3,52,1,3.0,36.0,31.0,5.0,7.0,0,
Cedrick Wilson,27,PIT,WR,16,1,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Ellis Wyms,26,TAM,DE,16,1,0,0,0,0,1.0,1,0,1,0,0,2.0,17.0,12.0,5.0,1.0,0,
Ethan Albright,34,WAS,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Charlie Anderson,24,HOU,LB,16,0,0,0,0,0,2.0,0,0,1,0,0,1.0,18.0,14.0,4.0,4.0,0,
Brendon Ayanbadejo,29,CHI,LB,16,0,0,0,0,0,0.0,1,0,1,0,0,0.0,27.0,22.0,5.0,0.0,0,
Jason Baker,27,CAR,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
William Bartee,28,KAN,DB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,0.0,0,
Mike Bartrum,35,PHI,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,PB
Jason Bell,27,HOU,DB,16,0,0,0,0,0,4.0,1,0,0,0,0,0.0,12.0,11.0,1.0,0.0,0,
Yeremiah Bell,27,MIA,DB,16,0,1,0,0,0,3.0,1,0,2,12,0,3.0,35.0,21.0,14.0,2.0,0,
Mitch Berger,33,NOR,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
David Binn,33,SDG,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Rob Bironas,27,TEN,K,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
David Bowens,28,MIA,DE,16,0,0,0,0,0,4.0,1,0,0,0,0,6.0,24.0,21.0,3.0,6.0,0,
Josh Brown,26,SEA,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Kris Brown,29,HOU,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Ralph Brown,27,MIN,DB,16,0,0,0,0,0,5.0,0,0,0,0,0,0.0,37.0,34.0,3.0,1.0,0,
Joe Burns,26,BUF,RB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,6.0,2.0,0.0,0,
Chris Carr,22,OAK,DB,16,0,0,0,0,0,2.0,0,5,3,-1,0,0.0,11.0,8.0,3.0,0.0,0,
Tyrone Carter,29,PIT,DB,16,0,1,3,0,3,3.0,2,0,2,0,0,1.0,32.0,25.0,7.0,1.0,0,
Rock Cartwright,26,WAS,FB,16,0,0,0,0,0,0.0,0,1,0,0,0,0.0,12.0,11.0,1.0,0.0,0,
Dustin Colquitt,23,KAN,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Jameel Cook,26,TAM,FB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,9.0,4.0,0.0,0,
Terrance Copper,23,DAL,WR,16,0,0,0,0,0,1.0,0,0,0,0,0,0.0,11.0,8.0,3.0,0.0,0,
Jean-Phillipe Darche,30,SEA,LS,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,2.0,2.0,0.0,0.0,0,
Don Davis,33,NWE,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,21.0,12.0,9.0,0.0,0,
Rob Davis,37,GNB,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Phil Dawson,30,CLE,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0,
James Dearth,29,NYJ,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
John Denney,27,MIA,LS,16,0,0,0,0,0,0.0,0,1,0,-12,0,0.0,4.0,2.0,2.0,0.0,0,
Ryan Denney,28,BUF,DE,16,0,0,0,0,0,3.0,0,0,1,0,0,4.0,45.0,28.0,17.0,7.0,0,
Koy Detmer,32,PHI,QB,16,0,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Jared DeVries,29,DET,DE,16,0,0,0,0,0,1.0,0,0,2,0,0,3.0,33.0,24.0,9.0,4.0,0,
Nick Eason,25,CLE,DT,16,0,0,0,0,0,0.0,0,0,0,0,0,2.0,19.0,11.0,8.0,2.0,0,
Omar Easy,28,OAK,FB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,13.0,1.0,0.0,0,
Paul Edinger,27,MIN,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Troy Evans,28,HOU,LB,16,0,1,3,0,3,3.0,0,0,1,0,0,0.0,27.0,22.0,5.0,0.0,0,
Jeff Feagles,39,NYG,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Jay Feely,29,NYG,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
Simon Fraser,22,CLE,DT,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Chris Gardocki,35,PIT,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Tony Gilbert,26,JAX,LB,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,12.0,10.0,2.0,0.0,0,
John Gilmore,26,CHI,TE,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
Jason Glenn,26,MIA,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,12.0,1.0,0.0,0,
Ben Graham,32,NYJ,P,16,0,0,0,0,0,0.0,0,1,0,-9,0,0.0,,,,,0,
Earnest Graham,25,TAM,RB,16,0,0,0,0,0,0.0,0,1,0,0,0,0.0,8.0,8.0,0.0,0.0,0,
Shayne Graham,28,CIN,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,7.0,4.0,0.0,0,"PB,AP-2"
Roderick Green,23,BAL,LB,16,0,0,0,0,0,0.0,0,0,1,0,0,2.0,11.0,7.0,4.0,2.0,0,
Boomer Grigsby,24,KAN,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,12.0,4.0,0.0,0,
Brock Gutierrez,32,DET,C,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Mario Haggan,25,BUF,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,22.0,13.0,9.0,0.0,0,
Karl Hankton,35,CAR,WR,16,0,0,0,0,0,0.0,0,0,1,11,0,0.0,15.0,12.0,3.0,0.0,0,
Arlen Harris,25,STL,RB,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,8.0,7.0,1.0,0.0,0,
Nick Harris,27,DET,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Kelvin Hayden,22,IND,DB,16,0,0,0,0,0,1.0,0,0,0,0,0,0.0,26.0,18.0,8.0,0.0,0,
Craig Hentrich,34,TEN,P,16,0,0,0,0,0,0.0,0,1,0,-3,0,0.0,,,,,0,
Nathan Hodel,28,ARI,TE,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Kevin Houser,28,NOR,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0,
Chidi Iwuoma,27,PIT,DB,16,0,0,0,0,0,0.0,1,0,0,0,0,0.0,15.0,12.0,3.0,0.0,0,
Larry Izzo,31,NWE,LB,16,0,0,0,0,0,1.0,0,0,0,0,0,0.0,23.0,19.0,4.0,0.0,0,
Terry Jackson,29,SFO,FB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,19.0,16.0,3.0,0.0,0,
Brandon Jacobs,23,NYG,RB,16,0,0,0,0,0,0.0,0,1,0,0,0,0.0,7.0,5.0,2.0,0.0,0,
Brian Jennings,29,SFO,LS,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,5.0,4.0,1.0,0.0,0,
Ade Jimoh,25,WAS,DB,16,0,0,0,0,0,2.0,0,0,0,0,0,0.0,18.0,16.0,2.0,1.0,0,
Tim Johnson,27,OAK,LB,16,0,0,0,0,0,1.0,0,0,0,0,0,0.0,20.0,15.0,5.0,2.0,0,
Donnie Jones,25,MIA,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Mark Jones,25,TAM,WR,16,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Nate Jones,23,DAL,DB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,8.0,6.0,0.0,0,
Sean Jones,23,CLE,DB,16,0,0,0,0,0,0.0,0,0,1,11,0,0.0,23.0,16.0,7.0,0.0,0,
Isaiah Kacyvenski,28,SEA,LB,16,0,0,0,0,0,1.0,1,0,0,0,0,0.0,28.0,24.0,4.0,0.0,0,
Nate Kaeding,23,SDG,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Matt Katula,23,BAL,LS,16,0,0,0,0,0,0.0,0,1,0,-10,0,0.0,8.0,7.0,1.0,0.0,0,
Brett Keisel,27,PIT,DE,16,0,0,0,0,0,2.0,1,0,1,0,0,3.0,33.0,23.0,10.0,2.0,0,
Travis Kirschke,31,PIT,DE,16,0,0,0,0,0,0.0,0,0,1,0,0,1.0,20.0,11.0,9.0,1.0,0,
Michael Koenen,23,ATL,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Brian Kozlowski,35,WAS,TE,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Ryan Kuehl,33,NYG,DT,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Jason Kyle,33,CAR,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,0.0,0,
Kyle Larson,25,CIN,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Mike Leach,29,DEN,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0,
Andy Lee,23,SFO,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Rian Lindell,28,BUF,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,2.0,2.0,0.0,0,
Cullen Loeffler,24,MIN,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,0.0,2.0,0.0,0,
Ryan Longwell,31,GNB,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Patrick Mannelly,30,CHI,T,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Olindo Mare,32,MIA,K,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,2.0,2.0,0.0,0.0,0,
Chris Massey,26,STL,RB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,6.0,0.0,0.0,0,
Brad Maynard,31,CHI,P,16,0,0,0,0,0,0.0,0,1,1,0,0,0.0,1.0,0.0,1.0,0.0,0,
Fred McAfee,37,NOR,RB,16,0,0,0,0,0,0.0,0,2,0,0,0,0.0,24.0,17.0,7.0,0.0,0,
Kevin McCadam,26,ATL,DB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,9.0,3.0,0.0,0,
Billy McMullen,25,PHI,WR,16,0,0,0,0,0,0.0,0,1,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Ray Mickens,32,CLE,DB,16,0,0,0,0,0,6.0,0,0,1,13,0,0.0,33.0,26.0,7.0,1.0,0,
Quintin Mikell,25,PHI,DB,16,0,0,0,0,0,3.0,0,0,0,0,0,0.0,24.0,21.0,3.0,1.0,0,
Hanik Milligan,26,SDG,DB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,21.0,14.0,7.0,0.0,0,PB
Travis Minor,26,MIA,RB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,0.0,0,
Anthony Mitchell,31,CIN,DB,16,0,0,0,0,0,0.0,0,0,0,0,0,1.0,30.0,22.0,8.0,2.0,0,
Quincy Morgan,28,PIT,WR,16,0,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Chad Morton,28,NYG,RB,16,0,0,0,0,0,0.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Donnie Nickey,25,TEN,DB,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,18.0,13.0,5.0,3.0,0,
Mike Nugent,23,NYJ,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Chukky Okobi,27,PIT,C,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
Lonie Paxton,27,NWE,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Alvin Pearman,23,JAX,RB,16,0,0,0,0,0,0.0,0,4,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Tab Perry,23,CIN,WR,16,0,0,0,0,0,0.0,0,1,2,0,0,0.0,12.0,10.0,2.0,0.0,0,
Adrian Peterson,26,CHI,RB,16,0,0,0,0,0,0.0,0,1,1,0,0,0.0,10.0,8.0,2.0,0.0,0,
Kenny Peterson,27,GNB,DT,16,0,0,0,0,0,3.0,2,0,2,18,0,3.0,24.0,19.0,5.0,3.0,0,
Bryan Pittman,28,HOU,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,3.0,3.0,0.0,0,
Scott Player,36,ARI,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Jeff Reed,26,PIT,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Ike Reese,32,ATL,LB,16,0,0,0,0,0,2.0,0,0,0,0,0,0.0,40.0,33.0,7.0,1.0,0,
Jacques Reeves,23,DAL,DB,16,0,0,0,0,0,4.0,0,0,1,0,0,0.0,20.0,16.0,4.0,0.0,0,
Dexter Reid,24,IND,DB,16,0,0,0,0,0,0.0,1,0,1,0,0,0.0,10.0,8.0,2.0,0.0,0,
Kyle Richardson,32,CLE,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Matt Roth,23,MIA,DE,16,0,0,0,0,0,0.0,0,0,1,0,0,1.0,20.0,15.0,5.0,2.0,0,
Orlando Ruff,29,CLE,LB,16,0,0,0,0,0,0.0,0,0,1,6,0,0.0,31.0,17.0,14.0,1.0,0,
Barrett Ruud,22,TAM,LB,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,17.0,15.0,2.0,0.0,0,
Cecil Sapp,27,DEN,RB,16,0,0,0,0,0,0.0,0,0,2,0,0,0.0,7.0,6.0,1.0,0.0,0,
Rich Scanlon,25,KAN,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,26.0,22.0,4.0,1.0,0,
Mike Schneck,28,BUF,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,PB
Mike Scifres,25,SDG,P,16,0,0,0,0,0,0.0,0,1,1,0,0,0.0,2.0,2.0,0.0,0.0,0,
Josh Scobee,23,JAX,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Josh Scobey,26,SEA,RB,16,0,0,0,0,0,0.0,0,2,1,0,0,0.0,24.0,18.0,6.0,0.0,0,
DeQuincy Scott,27,SDG,DT,16,0,0,0,0,0,2.0,0,0,0,0,0,4.5,13.0,11.0,2.0,5.0,0,
Edell Shepherd,25,TAM,WR,16,0,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Mark Simoneau,28,PHI,LB,16,0,0,0,0,0,3.0,1,0,0,0,0,0.0,38.0,29.0,9.0,1.0,0,
Hunter Smith,28,IND,P,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Justin Snow,29,IND,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,7.0,0.0,0.0,0,
Cody Spencer,24,TEN,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,17.0,15.0,2.0,0.0,0,
Brad St. Louis,29,CIN,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Josh Stamer,28,BUF,LB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,12.0,4.0,0.0,0,
Chad Stanley,29,HOU,P,16,0,0,0,0,0,0.0,0,1,0,-9,0,0.0,1.0,1.0,0.0,0.0,0,
Scott Starks,22,JAX,DB,16,0,0,0,0,0,2.0,0,0,0,0,0,0.0,13.0,11.0,2.0,0.0,0,
Gary Stills,31,KAN,DE,16,0,0,0,0,0,1.0,0,0,1,0,0,0.0,19.0,14.0,5.0,0.0,0,
Matt Stover,37,BAL,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Craig Terrill,25,SEA,DT,16,0,0,0,0,0,2.0,0,0,1,18,0,2.0,20.0,14.0,6.0,4.0,0,
Michael Turner,23,SDG,RB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
Lawrence Tynes,27,KAN,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Mason Unck,25,CLE,LB,16,0,0,0,0,0,0.0,0,0,2,0,0,0.0,10.0,9.0,1.0,0.0,0,
Marviel Underwood,23,GNB,DB,16,0,0,0,0,0,0.0,1,0,0,0,0,0.0,36.0,28.0,8.0,0.0,0,
Ramon Walker,26,HOU,DB,16,0,0,0,0,0,0.0,0,0,1,0,0,0.0,16.0,13.0,3.0,0.0,0,
Matt Ware,23,PHI,DB,16,0,0,0,0,0,3.0,1,0,1,0,0,0.0,23.0,18.0,5.0,0.0,0,
Greg Warren,24,PIT,LS,16,0,0,0,0,0,0.0,0,1,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Rashad Washington,25,NYJ,DB,16,0,0,0,0,0,2.0,0,0,0,0,0,1.0,32.0,17.0,15.0,1.0,0,
Leonard Weaver,23,SEA,RB,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0,
Dante Wesley,26,CAR,DB,16,0,0,0,0,0,1.0,1,0,1,0,0,0.0,18.0,17.0,1.0,0.0,0,
Matt Wilhelm,24,SDG,LB,16,0,1,10,0,10,1.0,1,0,0,0,0,1.0,31.0,25.0,6.0,1.0,0,
Jeff Wilkins,33,STL,K,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
Shaud Williams,25,BUF,RB,16,0,0,0,0,0,1.0,0,0,1,0,0,0.0,3.0,3.0,0.0,0.0,0,
Dave Zastudil,27,BAL,P,16,0,0,0,0,0,0.0,0,1,1,-2,0,0.0,1.0,1.0,0.0,0.0,0,
Joe Zelenka,29,JAX,LS,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
Mike Anderson,32,DEN,RB,15,15,0,0,0,0,0.0,0,2,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
Keion Carpenter,28,ATL,SS,15,15,2,1,0,1,8.0,0,1,0,0,0,0.0,55.0,43.0,12.0,2.0,0,
Kerry Collins,33,OAK,QB,15,15,0,0,0,0,0.0,0,13,1,-16,0,0.0,0.0,0.0,0.0,0.0,0,
Karlos Dansby,24,ARI,LLB,15,15,3,31,2,18,5.0,2,0,2,0,0,4.0,89.0,70.0,19.0,13.0,0,
Chris Gamble,22,CAR,RCB,15,15,7,157,1,61,12.0,1,0,1,0,0,0.0,76.0,66.0,10.0,2.0,0,
DeJuan Groce,25,STL,LCB,15,15,2,0,0,0,11.0,1,0,0,0,0,0.0,49.0,45.0,4.0,3.0,0,
DeAngelo Hall,22,ATL,LCB,15,15,6,177,0,65,10.0,1,2,3,86,1,0.0,66.0,59.0,7.0,0.0,0,PB
Nick Harper,31,IND,LCB,15,15,3,41,0,21,15.0,0,0,1,7,0,0.0,66.0,60.0,6.0,2.0,0,
Reggie Hayward,26,JAX,LDE,15,15,0,0,0,0,6.0,1,0,1,0,0,8.5,33.0,27.0,6.0,10.0,0,
Brad Hoover,29,CAR,FB,15,15,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Brad Hopkins,35,TEN,LT,15,15,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Steven Jackson,22,STL,RB,15,15,0,0,0,0,0.0,0,3,1,-7,0,0.0,0.0,0.0,0.0,0.0,0,
Edgerrin James,27,IND,RB,15,15,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,PB
Levi Jones,26,CIN,LT,15,15,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Thomas Jones,27,CHI,RB,15,15,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Walter Jones,31,SEA,LT,15,15,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,"PB,AP-1"
Jevon Kearse,29,PHI,LDE,15,15,0,0,0,0,8.0,3,0,0,0,0,7.5,39.0,36.0,3.0,9.0,0,
Matt Lehr,26,ATL,LG,15,15,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0,
Jamal Lewis,26,BAL,RB,15,15,0,0,0,0,0.0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Ken Lucas,26,CAR,LCB,15,15,6,70,0,32,15.0,0,0,1,24,0,0.0,69.0,62.0,7.0,3.0,0,
Sam Madison,31,MIA,RCB,15,15,2,11,0,11,12.0,1,0,0,0,0,0.0,56.0,46.0,10.0,3.0,0,
Anthony McFarland,28,TAM,RDT,15,15,0,0,0,0,0.0,0,0,2,0,1,2.0,27.0,18.0,9.0,8.0,0,
Mike McKenzie,29,NOR,LCB,15,15,1,11,0,11,6.0,0,1,0,0,0,0.0,46.0,41.0,5.0,3.0,0,
