Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
Billy Waddy,RAM,26,WR,15,15,2,10,0,10,5.0,,,0,,,679
Don Bessillieu,MIA,24,FS,16,13,1,0,0,0,0.0,40,890,0,87,22.3,947
Frank Pollard,PIT,23,RB,16,0,1,5,0,5,5.0,22,494,0,34,22.5,515
Matt Suhey,CHI,22,RB,16,1,1,4,0,4,4.0,19,406,0,31,21.4,515
Ken Callicutt,DET,25,RB,13,0,1,0,0,0,0.0,16,301,0,31,18.8,320
Jeff Groth,HOU,23,WR,16,0,1,0,0,0,0.0,12,216,0,27,18.0,263
Louie Giammona,PHI,27,RB,16,4,1,8,0,8,8.0,7,82,0,16,11.7,618
Dave Preston,DEN,25,RB,12,10,1,7,0,7,7.0,5,106,0,26,21.2,799
Bobby Jones,NYJ,25,WR,15,5,1,0,0,0,0.0,2,50,0,29,25.0,243
Lee Nelson,STL,26,SS,16,10,1,5,0,5,5.0,1,29,0,29,29.0,34
Carl Allen,STL,25,LCB,16,10,1,0,0,0,0.0,,,0,,,109
Glenn Blackwood,MIA,23,SS,16,15,1,0,0,0,0.0,,,0,,,0
Greg Bright,CIN,23,SS,16,16,1,0,0,0,0.0,,,0,,,5
Bob Ferrell,SFO,28,RB,12,0,1,1,0,1,1.0,,,0,,,1
John Floyd,SDG,24,WR,15,0,1,0,0,0,0.0,,,0,,,31
Bob Horn,SDG,26,MLB,16,16,1,0,0,0,0.0,,,0,,,0
Johnnie Johnson,RAM,24,SS,16,16,1,3,0,3,3.0,,,0,,,121
Odis McKinney,OAK,23,DB,16,0,1,0,0,0,0.0,,,0,,,26
Doug Plank,CHI,27,FS,15,15,1,0,0,0,0.0,,,0,,,37
Roland Solomon,2TM,24,DB,11,0,1,8,0,8,8.0,,,0,,,8
Reggie Williams,CIN,26,ROLB,14,13,1,0,0,0,0.0,,,0,,,8
Gary Davis,TAM,26,RB,15,2,,,0,,,44,951,0,54,21.6,1051
Drew Hill,RAM,24,WR,16,0,,,0,,,43,880,1,98,20.5,1300
Jimmy Rogers,NOR,25,RB,16,9,,,0,,,41,930,0,88,22.7,1563
Carlos Carson,KAN,22,WR,16,1,,,0,,,40,917,0,47,22.9,1026
Horace Ivory,NWE,26,RB,14,0,,,0,,,36,992,1,98,27.6,1198
James Owens,SFO,25,WR,14,6,,,0,,,31,726,1,101,23.4,859
Dave Williams,CHI,26,RB,16,3,,,0,,,27,666,1,95,24.7,855
Billy Campfield,PHI,24,RB,15,0,,,0,,,26,540,0,33,20.8,935
Rick Kane,DET,26,RB,16,0,,,0,,,23,495,0,62,21.5,646
Cornell Webster,SEA,26,LCB,8,5,,,0,,,21,406,0,34,19.3,406
Arthur Whittington,OAK,25,RB,15,2,,,0,,,21,392,1,90,18.7,887
Lenvil Elliott,SFO,29,RB,15,3,,,0,,,18,321,0,32,17.8,947
Terry Miller,BUF,24,RB,15,0,,,0,,,16,303,0,43,18.9,363
Chuck Muncie,2TM,27,FB-RB,15,8,,,0,,,16,344,0,44,21.5,1430
Jessie Green,SEA,26,WR,11,0,,,0,,,15,274,0,30,18.3,321
Aundra Thompson,GNB,27,WR,15,15,,,0,,,15,283,0,57,18.9,902
Larry Anderson,PIT,24,DB,4,0,,,0,,,14,379,0,63,27.1,379
Mike McCoy,GNB,27,RCB,16,16,,,0,,,14,261,0,32,18.6,261
Timmy Newsome,DAL,22,RB,16,1,,,0,,,12,293,0,36,24.4,415
Al Hunter,SEA,25,RB,9,0,,,0,,,11,213,0,40,19.4,267
Curtis Brown,BUF,26,FB,16,16,,,0,,,10,181,0,25,18.1,877
Ron Smith,SDG,24,WR,15,0,,,0,,,10,186,0,27,18.6,234
Ray Strong,ATL,24,RB,16,0,,,0,,,10,168,0,31,16.8,210
Russell Davis,PIT,24,RB,14,2,,,0,,,9,160,0,24,17.8,292
Greg Hawthorne,PIT,24,RB,15,6,,,0,,,9,169,0,36,18.8,553
Bernard Jackson,2TM,30,DB,8,4,,,0,,,9,149,0,32,16.6,160
Deacon Turner,CIN,25,RB,12,1,,,0,,,9,173,0,31,19.2,376
Wayne Wilson,NOR,23,FB,15,7,,,0,,,9,159,0,27,17.7,588
Wilbur Jackson,WAS,29,RB,16,14,,,0,,,8,204,0,35,25.5,1191
Keith Moody,OAK,27,DB,5,0,,,0,,,8,150,0,39,18.8,150
Artie Owens,2TM,27,WR,7,0,,,0,,,8,157,0,29,19.6,157
Anthony Anderson,ATL,24,RB,16,0,,,0,,,7,97,0,23,13.9,102
Paul Darby,NYJ,24,WR,8,0,,,0,,,7,139,0,30,19.9,202
Steve Wilson,DAL,23,LCB,16,11,,,0,,,7,139,0,34,19.9,221
Terry Anderson,SFO,25,WR,4,0,,,0,,,6,104,0,22,17.3,104
Horace Belton,KAN,25,RB,14,4,,,0,,,6,110,0,35,18.3,477
Woody Bennett,2TM,25,RB,14,3,,,0,,,6,88,0,26,14.7,314
Bill Currier,NWE,25,DB,16,0,,,0,,,6,98,0,26,16.3,98
Tony Galbreath,NOR,26,RB,16,4,,,0,,,6,86,0,20,14.3,864
Perry Harrington,PHI,22,RB,14,1,,,0,,,6,104,0,30,17.3,294
Frank Duncan,SDG,24,DB,15,1,,,0,,,5,85,0,22,17.0,85
Phil Francis,SFO,23,RB,5,1,,,0,,,5,60,0,32,12.0,119
Duriel Harris,MIA,26,WR,12,3,,,0,,,5,89,0,22,17.8,672
Larry Heater,NYG,22,RB,14,5,,,0,,,5,103,0,29,20.6,602
Bryan Hicks,CIN,23,FS,16,6,,,0,,,5,87,0,21,17.4,95
Nate Johnson,NYG,23,WR,16,0,,,0,,,5,89,0,23,17.8,89
Jim Obradovich,TAM,27,TE,16,1,,,0,,,5,46,0,15,9.2,198
Tony Davis,TAM,27,RB,15,2,,,0,,,4,58,0,16,14.5,197
Curtis Dickey,BAL,24,RB,15,5,,,0,,,4,86,0,28,21.5,1090
Ike Forte,WAS,26,RB,12,0,,,0,,,4,114,0,53,28.5,339
Isaac Hagins,TAM,26,WR,16,14,,,0,,,4,82,0,23,20.5,470
Eric Hurt,DAL,23,DB,4,0,,,0,,,4,71,0,24,17.8,71
Lam Jones,NYJ,22,WR,16,13,,,0,,,4,67,0,19,16.8,554
Doug Paschal,MIN,22,RB,16,0,,,0,,,4,66,0,22,16.5,137
Ricky Patton,SFO,26,RB,9,0,,,0,,,4,43,0,19,10.8,44
Ivory Sully,RAM,23,DB,16,0,,,0,,,4,36,0,20,9.0,36
Mike Williams,KAN,23,TE,16,11,,,0,,,4,79,0,28,19.8,88
Ed Beckman,KAN,25,TE,16,0,,,0,,,3,38,0,18,12.7,38
Brad Budde,KAN,22,G,16,3,,,0,,,3,28,0,15,9.3,28
Allan Clark,NWE,23,RB,11,0,,,0,,,3,21,0,13,7.0,92
Bob Fisher,CHI,22,TE,16,2,,,0,,,3,32,0,15,10.7,235
Earl Gant,KAN,23,RB,4,0,,,0,,,3,44,0,23,14.7,144
Ben Garry,BAL,24,RB,3,0,,,0,,,3,55,0,24,18.3,64
Harlan Huckleby,GNB,23,RB,16,0,,,0,,,3,59,0,21,19.7,81
Alfred Jackson,ATL,25,WR,16,0,,,0,,,3,70,0,36,23.3,473
Chris Keating,BUF,23,LB,15,0,,,0,,,3,38,0,16,12.7,38
Randy Love,STL,24,RB,16,0,,,0,,,3,46,0,27,15.3,49
Tom Pridemore,ATL,24,FS,16,16,,,0,,,3,39,0,20,13.0,41
Ron Simpkins,CIN,22,LB,16,2,,,0,,,3,8,0,8,2.7,8
Mike Smith,ATL,22,WR,5,0,,,0,,,3,58,0,26,19.3,58
Ken Stone,STL,30,FS,16,9,,,0,,,3,34,0,13,11.3,102
Calvin Sweeney,PIT,25,WR,15,0,,,0,,,3,42,0,25,14.0,324
Hank Bauer,SDG,26,RB,16,0,,,0,,,2,37,0,23,18.5,71
Lyle Blackwood,BAL,29,DB,11,1,,,0,,,2,41,0,25,20.5,41
Theotis Brown,STL,23,RB,16,0,,,0,,,2,26,0,16,13.0,502
Jim Browner,CIN,25,DB,2,0,,,0,,,2,10,0,10,5.0,10
Bob Bruer,2TM,27,TE,13,0,,,0,,,2,20,0,11,10.0,20
Rickey Claitt,WAS,23,RB,15,1,,,0,,,2,18,0,11,9.0,267
Randy Clark,STL,23,C,8,0,,,0,,,2,14,0,11,7.0,14
Zachary Dixon,2TM,24,RB,6,0,,,0,,,2,30,0,15,15.0,43
Mark Haynes,NYG,22,LCB/RCB,15,11,,,0,,,2,40,0,22,20.0,46
Charles Johnson,SFO,24,RCB,16,14,,,0,,,2,10,0,22,5.0,25
Jim Laslavic,SDG,29,LB,16,3,,,0,,,2,26,0,21,13.0,37
Zion McKinney,WAS,22,WR,10,0,,,0,,,2,48,0,31,24.0,48
Joe McLaughlin,NYG,23,RILB,8,6,,,0,,,2,27,0,15,13.5,27
Cleo Miller,CLE,28,RB,16,0,,,0,,,2,22,0,13,11.0,169
Arnold Morgado,KAN,28,RB,11,0,,,0,,,2,33,0,22,16.5,180
Rod Phillips,STL,28,RB,16,0,,,0,,,2,28,0,14,14.0,34
Danny Pittman,NYG,22,WR,11,6,,,0,,,2,41,0,18,20.5,342
Mickey Shuler,NYJ,24,TE,16,9,,,0,,,2,25,0,25,12.5,251
Jewerl Thomas,RAM,23,RB,16,2,,,0,,,2,21,0,15,10.5,478
Jeff Allen,MIA,23,DB,16,0,,,0,,,1,0,0,0,0.0,0
Gary Anderson,WAS,25,G,5,1,,,0,,,1,0,0,0,0.0,0
Ron Baker,PHI,26,G,16,1,,,0,,,1,6,0,6,6.0,6
Mike Barber,HOU,27,TE,16,16,,,0,,,1,12,0,12,12.0,725
Bill Barnett,MIA,24,DE,16,0,,,0,,,1,7,0,7,7.0,7
Rick Berns,TAM,24,RB,16,2,,,0,,,1,19,0,19,19.0,156
Gregg Bingham,HOU,29,RILB,16,16,,,0,,,1,0,0,0,0.0,9
Guy Bingham,NYJ,22,LS,16,3,,,0,,,1,19,0,19,19.0,19
Mel Blount,PIT,32,RCB,16,16,,,0,,,1,9,0,9,9.0,69
Luther Blue,PHI,26,WR,3,0,,,0,,,1,16,0,16,16.0,16
Brent Boyd,MIN,23,LG,16,9,,,0,,,1,20,0,20,20.0,20
John Cappelletti,SDG,28,FB,10,8,,,0,,,1,0,0,0,0.0,476
Rob Carpenter,HOU,25,RB,15,1,,,0,,,1,7,0,7,7.0,712
Gerald Carter,NYJ,23,WR,3,0,,,0,,,1,12,0,12,12.0,12
Todd Christensen,OAK,24,TE,16,0,,,0,,,1,10,0,10,10.0,10
Ken Clarke,PHI,24,NT,16,0,,,0,,,1,0,0,0,0.0,0
George Collins,STL,25,LT,16,9,,,0,,,1,0,0,0,0.0,0
Doug Cosbie,DAL,24,TE,16,0,,,0,,,1,13,0,13,13.0,24
Thom Darden,CLE,30,FS,16,16,,,0,,,1,-1,0,-1,-1.0,41
Tony Daykin,ATL,25,LB,16,0,,,0,,,1,3,0,3,3.0,3
Al Dixon,KAN,26,TE,12,0,,,0,,,1,0,0,0,0.0,115
Robin Earl,CHI,25,TE,16,13,,,0,,,1,11,0,11,11.0,234
Edgar Fields,ATL,26,NT,14,1,,,0,,,1,11,0,11,11.0,11
Judson Flint,CLE,23,DB,13,0,,,0,,,1,0,0,0,0.0,4
Chris Foote,BAL,24,T,16,0,,,0,,,1,9,0,9,9.0,9
Kris Haines,CHI,23,WR,16,1,,,0,,,1,0,0,0,0.0,83
Jeff Hart,BAL,27,RT,16,10,,,0,,,1,17,0,17,17.0,17
Lester Hayes*+,OAK,25,LCB,16,16,,,0,,,1,0,0,0,0.0,273
Bruce Herron,CHI,26,LB,15,0,,,0,,,1,5,0,5,5.0,5
Paul Hofer,SFO,28,RB,6,6,,,0,,,1,2,0,2,2.0,762
Stan Holloway,NOR,23,LB,11,2,,,0,,,1,0,0,0,0.0,0
Ernie Hughes,SFO,25,G,3,0,,,0,,,1,10,0,10,10.0,10
Robert Jackson,CLE,27,G,14,4,,,0,,,1,0,0,0,0.0,0
John Jefferson*+,SDG,24,WR,16,16,,,0,,,1,0,0,0,0.0,1356
Derrick Jensen,OAK,24,RB,16,1,,,0,,,1,33,1,33,33.0,150
Jim Jensen,DEN,27,FB,14,13,,,0,,,1,5,0,5,5.0,858
Curtis Jordan,TAM,26,LCB,16,16,,,0,,,1,0,0,0,0.0,0
Steve Kreider,CIN,22,WR,16,0,,,0,,,1,19,0,19,19.0,291
Scott Laidlaw,NYG,27,RB,7,1,,,0,,,1,18,0,18,18.0,44
Myron Lapka,NYG,24,DE,10,0,,,0,,,1,3,0,3,3.0,3
Ron LaPointe,BAL,23,TE,2,0,,,0,,,1,18,0,18,18.0,18
Rob Lytle,DEN,26,RB,16,0,,,0,,,1,19,0,19,19.0,419
Don McCauley,BAL,31,RB,16,0,,,0,,,1,18,0,18,18.0,464
Willie McClendon,CHI,23,RB,16,0,,,0,,,1,11,0,11,11.0,99
Robert Miller,MIN,27,RB,16,0,,,0,,,1,23,0,23,23.0,140
Art Monk,WAS,23,WR,16,11,,,0,,,1,10,0,10,10.0,807
Wilbert Montgomery,PHI,26,RB,12,12,,,0,,,1,23,0,23,23.0,1208
Jeff Moore,SEA,24,RB,14,2,,,0,,,1,11,0,11,11.0,444
Emery Moorehead,DEN,26,WR,16,0,,,0,,,1,18,0,18,18.0,25
Keith Nord,MIN,23,DB,16,0,,,0,,,1,70,1,70,70.0,70
Carlos Pennywell,NWE,24,WR,11,0,,,0,,,1,0,0,0,0.0,31
Nathan Poole,CIN,24,RB,16,0,,,0,,,1,8,0,8,8.0,10
Derrick Ramsey,OAK,24,TE,16,0,,,0,,,1,10,0,10,10.0,127
Eason Ramson,SFO,24,TE,16,3,,,0,,,1,18,0,18,18.0,195
Booker Russell,SDG,24,RB,15,0,,,0,,,1,19,0,19,19.0,60
Jim Ryan,DEN,23,LB,16,0,,,0,,,1,0,0,0,0.0,21
Jay Saldi,DAL,26,TE,16,3,,,0,,,1,23,0,23,23.0,342
Tony Samuels,2TM,26,TE,10,7,,,0,,,1,10,0,10,10.0,120
Marvin Sims,BAL,23,FB,16,3,,,0,,,1,10,0,10,10.0,260
Tim Smith,HOU,23,WR,16,0,,,0,,,1,0,0,0,0.0,21
John Spagnola,PHI,23,TE,16,5,,,0,,,1,0,0,0,0.0,193
Terry Tautolo,SFO,26,LB,14,4,,,0,,,1,16,0,16,16.0,22
Pat Thomas*+,RAM,26,LCB,14,14,,,0,,,1,12,0,12,12.0,32
Ricky Thompson,WAS,26,WR,16,15,,,0,,,1,0,0,0,0.0,313
Sidney Thornton,PIT,26,RB,12,5,,,0,,,1,15,0,15,15.0,471
Mike Ulmer,CHI,26,DB,3,0,,,0,,,1,-2,0,-2,-2.0,-2
Zack Valentine,PIT,23,LB,16,0,,,0,,,1,0,0,0,0.0,0
Tim Vogler,BUF,24,G,10,0,,,0,,,1,0,0,0,0.0,0
Charlie Waters,DAL,32,SS,16,16,,,0,,,1,0,0,0,0.0,78
Steve Watson,DEN,23,WR,16,1,,,0,,,1,5,0,5,5.0,151
Don Westbrook,NWE,27,WR,14,0,,,0,,,1,14,0,14,14.0,74
Charles White,CLE,22,RB,14,7,,,0,,,1,20,0,20,20.0,452
Bob Winkel,NYJ,25,DT,16,0,,,0,,,1,4,0,4,4.0,4
Dirt Winston,PIT,25,LB,14,3,,,0,,,1,13,0,13,13.0,13
Kervin Wyatt,NYG,23,LB,4,3,,,0,,,1,0,0,0,0.0,0
Ron Yary,MIN,34,RT,14,14,,,0,,,1,3,0,3,3.0,8
Charle Young,SFO,29,TE,16,15,,,0,,,1,14,0,14,14.0,339
