Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Thomas DeCoud,ATL,25,FS,16,16,1.0,0.0,0,0.0,0.0,,,0,,,0
Drayton Florence,BUF,30,RCB,16,16,1.0,6.0,0,6.0,6.0,,,0,,,75
Jesse Holley,DAL,26,WR,12,0,1.0,2.0,0,2.0,2.0,,,0,,,2
Elbert Mack,TAM,24,WR,12,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Antwaun Molden,HOU,25,DB,14,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Brandon Myers,OAK,25,TE,15,3,1.0,0.0,0,0.0,0.0,,,0,,,80
Kassim Osgood,JAX,30,WR,16,3,1.0,0.0,0,0.0,0.0,,,0,,,59
Dominique Rodgers-Cromartie,ARI,24,LCB,16,16,1.0,0.0,0,0.0,0.0,,,0,,,86
Bryan Scott,BUF,29,DB,15,1,1.0,0.0,0,0.0,0.0,,,0,,,17
Walter Thurmond,SEA,23,DB,14,1,1.0,0.0,0,0.0,0.0,,,0,,,0
Matt Ware,ARI,28,DB,14,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Jamar Williams,CAR,26,LB,3,0,1.0,0.0,0,0.0,0.0,,,0,,,0
LaRod Stephens-Howling,ARI,23,RB,13,2,,,0,,,57.0,1548.0,2,102.0,27.2,1772
Bernard Scott,CIN,26,RB,16,0,,,0,,,56.0,1257.0,0,60.0,22.4,1616
Jacoby Ford,OAK,23,WR,16,9,,,0,,,53.0,1280.0,3,101.0,24.2,1905
Deji Karim,JAX,24,RB,11,0,,,0,,,50.0,1248.0,0,65.0,25.0,1418
Brad Smith,NYJ,27,WR,16,2,,,0,,,50.0,1432.0,2,97.0,28.6,1775
Mike Goodson,CAR,23,RB,16,3,,,0,,,47.0,1034.0,0,46.0,22.0,1783
Percy Harvin,MIN,22,WR,14,13,,,0,,,40.0,933.0,1,95.0,23.3,1908
Steve Slaton,HOU,24,RB,12,1,,,0,,,39.0,767.0,0,50.0,19.7,871
Danieal Manning,CHI,28,SS,16,16,,,0,,,33.0,816.0,0,62.0,24.7,816
Courtney Roby,NOR,27,WR,13,0,,,0,,,33.0,785.0,0,39.0,23.8,785
Nolan Carroll,MIA,23,DB,13,1,,,0,,,27.0,655.0,0,46.0,24.3,656
Akwasi Owusu-Ansah,DAL,22,DB,7,0,,,0,,,25.0,543.0,0,41.0,21.7,543
Jalen Parmele,BAL,25,RB,16,0,,,0,,,24.0,562.0,0,39.0,23.4,562
Tiquan Underwood,JAX,23,WR,10,0,,,0,,,24.0,561.0,0,53.0,23.4,672
Patrick Cobbs,MIA,27,RB,16,1,,,0,,,23.0,448.0,0,40.0,19.5,539
Eric Decker,DEN,23,WR,14,0,,,0,,,22.0,556.0,0,51.0,25.3,662
Jordy Nelson,GNB,25,WR,16,4,,,0,,,22.0,496.0,0,51.0,22.5,1081
David Reed,BAL,23,WR,13,0,,,0,,,21.0,616.0,1,103.0,29.3,631
Sam Shields,GNB,23,DB,14,6,0.0,-1.0,0,-1.0,,21.0,452.0,0,49.0,21.5,451
Danny Ware,NYG,25,RB,14,0,,,0,,,21.0,432.0,0,37.0,20.6,572
Lorenzo Booker,MIN,26,RB,4,0,,,0,,,18.0,429.0,0,49.0,23.8,461
Mardy Gilyard,STL,24,WR,11,2,,,0,,,16.0,356.0,0,34.0,22.3,419
Ellis Hobbs,PHI,27,RCB,8,7,,,0,,,16.0,345.0,0,46.0,21.6,345
Demaryius Thomas,DEN,23,WR,10,2,,,0,,,16.0,398.0,0,65.0,24.9,682
Devin Thomas,3TM,24,WR,9,0,,,0,,,15.0,399.0,0,42.0,26.6,399
Justin Tryon,IND,26,LCB,12,6,,,0,,,14.0,299.0,0,39.0,21.4,299
Pat Lee,GNB,26,DB,11,1,,,0,,,13.0,265.0,0,30.0,20.4,265
Devin Moore,IND,25,RB,4,0,,,0,,,12.0,257.0,0,33.0,21.4,255
Dominic Rhodes,IND,31,RB,3,0,,,0,,,12.0,252.0,0,27.0,21.0,428
Preston Parker,TAM,23,WR,9,0,,,0,,,10.0,178.0,0,37.0,17.8,227
David Gettis,CAR,23,WR,15,13,,,0,,,9.0,159.0,0,28.0,17.7,669
Jordan Pugh,CAR,22,DB,15,2,,,0,,,9.0,218.0,0,32.0,24.2,216
Johnny Knox,CHI,24,WR,16,16,,,0,,,8.0,182.0,0,42.0,22.8,1144
Steve Breaston,ARI,27,WR,13,11,,,0,,,7.0,162.0,0,27.0,23.1,915
Mike Sellers,WAS,35,FB,16,8,,,0,,,7.0,82.0,0,18.0,11.7,308
Pierre Thomas,NOR,26,RB,6,3,,,0,,,7.0,154.0,0,32.0,22.0,624
Mike Bell,2TM,27,RB,16,1,,,0,,,6.0,63.0,0,31.0,10.5,229
Rock Cartwright,OAK,31,FB,16,0,,,0,,,6.0,103.0,0,28.0,17.2,135
Devery Henderson,NOR,28,WR,16,11,,,0,,,6.0,142.0,0,27.0,23.7,614
Donald Jones,BUF,23,WR,15,5,,,0,,,6.0,120.0,0,31.0,20.0,334
Kevin Ogletree,DAL,23,WR,6,0,,,0,,,6.0,109.0,0,31.0,18.2,143
Josh Wilson,BAL,25,RCB,14,9,,,0,,,6.0,117.0,0,26.0,19.5,129
Cornelius Brown,IND,22,DB,10,0,,,0,,,5.0,102.0,0,23.0,20.4,102
Alge Crumpler,NWE,33,TE,16,10,,,0,,,5.0,18.0,0,7.0,3.6,70
Rashied Davis,CHI,31,WR,16,0,,,0,,,5.0,70.0,0,32.0,14.0,154
Cameron Morrah,SEA,23,TE,15,3,,,0,,,5.0,76.0,0,30.0,15.2,193
Sammy Morris,NWE,33,RB,16,0,,,0,,,5.0,66.0,0,23.0,13.2,199
Delanie Walker,SFO,26,TE,14,8,,,0,,,5.0,70.0,0,20.0,14.0,419
Marcus Benard,CLE,25,LB,15,2,,,0,,,4.0,26.0,0,11.0,6.5,26
Heath Evans,NOR,32,FB,16,6,,,0,,,4.0,45.0,0,13.0,11.3,88
Joe Haden,CLE,21,LCB,16,7,,,0,,,4.0,96.0,0,32.0,24.0,197
Jerome Harrison,2TM,27,RB,12,2,,,0,,,4.0,32.0,0,10.0,8.0,447
Jerious Norwood,ATL,27,RB,2,0,,,0,,,4.0,97.0,0,34.0,24.3,114
Isaac Redman,PIT,26,RB,16,0,,,0,,,4.0,81.0,0,21.0,20.3,400
Keith Toston,STL,23,RB,16,0,,,0,,,4.0,75.0,0,20.0,18.8,158
Verran Tucker,KAN,22,WR,11,2,,,0,,,4.0,73.0,0,24.0,18.3,187
Raymond Ventrone,CLE,28,DB,16,0,,,0,,,4.0,47.0,0,17.0,11.8,47
Tashard Choice,DAL,26,RB,16,0,,,0,,,3.0,61.0,0,27.0,20.3,413
John Conner,NYJ,23,RB,16,0,,,0,,,3.0,35.0,0,18.0,11.7,88
Dan Connolly,NWE,28,LG/RG,14,13,,,0,,,3.0,90.0,0,71.0,30.0,90
Jacob Hester,SDG,25,RB,15,7,,,0,,,3.0,25.0,0,13.0,8.3,230
Javarris James,IND,23,RB,10,0,,,0,,,3.0,16.0,0,16.0,5.3,191
Spencer Larsen,DEN,26,FB,11,5,,,0,,,3.0,44.0,0,19.0,14.7,113
Vonta Leach*+,HOU,29,FB,16,5,,,0,,,3.0,40.0,0,26.0,13.3,131
Mewelde Moore,PIT,28,RB,15,0,,,0,,,3.0,47.0,0,17.0,15.7,351
Chris Wilson,WAS,28,DE,16,0,,,0,,,3.0,27.0,0,15.0,9.0,27
Lance Ball,DEN,25,RB,10,0,,,0,,,2.0,33.0,0,18.0,16.5,207
Jehuu Caulcrick,BUF,27,RB,2,0,,,0,,,2.0,28.0,0,17.0,14.0,30
Terrance Copper,KAN,28,WR,16,3,,,0,,,2.0,26.0,0,17.0,13.0,183
Jeff Dugan,MIN,29,TE,16,4,,,0,,,2.0,8.0,0,5.0,4.0,40
Jerome Felton,DET,24,RB,16,2,,,0,,,2.0,59.0,0,37.0,29.5,189
Chris Gronkowski,DAL,24,FB,14,7,,,0,,,2.0,23.0,0,13.0,11.5,75
Ahmard Hall,TEN,31,RB,16,4,,,0,,,2.0,21.0,0,15.0,10.5,122
Gerard Lawson,PHI,25,DB,1,0,,,0,,,2.0,48.0,0,28.0,24.0,48
Dwight Lowery,NYJ,24,DB,14,3,,,0,,,2.0,26.0,0,14.0,13.0,115
Josh Morgan,SFO,25,WR,16,11,,,0,,,2.0,19.0,0,13.0,9.5,734
Lousaka Polite,MIA,29,FB,16,10,,,0,,,2.0,10.0,0,10.0,5.0,133
Naaman Roosevelt,BUF,23,WR,6,1,,,0,,,2.0,31.0,0,16.0,15.5,173
Owen Schmitt,PHI,25,FB,15,5,,,0,,,2.0,18.0,0,18.0,9.0,154
Chad Simpson,WAS,25,RB,3,0,,,0,,,2.0,59.0,0,32.0,29.5,59
Stephen Spach,ARI,28,TE,15,11,,,0,,,2.0,26.0,0,15.0,13.0,66
James Starks,GNB,24,RB,3,0,,,0,,,2.0,25.0,0,17.0,12.5,141
Tyrell Sutton,CAR,24,RB,9,0,,,0,,,2.0,30.0,0,18.0,15.0,171
Cassius Vaughn,DEN,23,DB,13,0,,,0,,,2.0,125.0,1,97.0,62.5,125
Lawrence Vickers,CLE,27,FB,16,4,,,0,,,2.0,13.0,0,10.0,6.5,39
Byron Westbrook,WAS,25,DB,16,0,,,0,,,2.0,6.0,0,6.0,3.0,6
Jason Wright,ARI,28,RB,15,1,,,0,,,2.0,8.0,0,8.0,4.0,78
C.J. Ah You,STL,28,DE,16,0,,,0,,,1.0,16.0,0,16.0,16.0,16
Terrence Austin,WAS,22,WR,5,0,,,0,,,1.0,15.0,0,15.0,15.0,62
Jackie Battle,KAN,27,RB,16,0,,,0,,,1.0,0.0,0,0.0,0.0,59
Ladell Betts,NOR,31,RB,8,1,,,0,,,1.0,23.0,0,23.0,23.0,314
Brock Bolen,JAX,25,RB,4,0,,,0,,,1.0,5.0,0,5.0,5.0,20
Curtis Brinkley,SDG,25,RB,3,0,,,0,,,1.0,29.0,0,29.0,29.0,40
Jasper Brinkley,MIN,25,LB,16,0,,,0,,,1.0,2.0,0,2.0,2.0,2
Eldra Buckley,PHI,25,RB,16,0,,,0,,,1.0,20.0,0,20.0,20.0,97
Nate Burleson,DET,29,WR,14,14,,,0,,,1.0,0.0,0,0.0,0.0,706
Brent Celek,PHI,25,TE,16,15,,,0,,,1.0,12.0,0,12.0,12.0,523
Scott Chandler,2TM,25,TE,13,1,,,0,,,1.0,11.0,0,11.0,11.0,19
Jared Cook,TEN,23,TE,16,1,,,0,,,1.0,3.0,0,3.0,3.0,366
Michael Crabtree,SFO,23,WR,16,15,,,0,,,1.0,0.0,0,0.0,0.0,741
James Davis,2TM,24,RB,7,0,,,0,,,1.0,11.0,0,11.0,11.0,116
Kellen Davis,CHI,25,TE,16,3,,,0,,,1.0,2.0,0,2.0,2.0,21
Donald Driver*,GNB,35,WR,15,15,,,0,,,1.0,0.0,0,0.0,0.0,565
Chris Ellis,BUF,25,DE,5,1,,,0,,,1.0,0.0,0,0.0,0.0,0
Brian Finneran,ATL,34,WR,16,1,,,0,,,1.0,18.0,0,18.0,18.0,184
Dane Fletcher,NWE,24,DE,13,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Andre Fluellen,DET,25,DT,16,0,,,0,,,1.0,4.0,0,4.0,4.0,4
Eric Foster,IND,25,DT,16,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Justin Gage,TEN,29,WR,11,4,,,0,,,1.0,2.0,0,2.0,2.0,268
Chris Gocong,CLE,27,RILB,16,16,,,0,,,1.0,5.0,0,5.0,5.0,5
Larry Grant,STL,25,RLB,16,8,,,0,,,1.0,8.0,0,8.0,8.0,8
BenJarvus Green-Ellis,NWE,25,RB,16,11,,,0,,,1.0,0.0,0,0.0,0.0,1093
Tyjuan Hagler,IND,29,LB,13,2,,,0,,,1.0,41.0,1,41.0,41.0,76
Leon Hall,CIN,26,RCB,16,16,,,0,,,1.0,29.0,0,29.0,29.0,48
Clay Harbor,PHI,23,TE,9,6,,,0,,,1.0,19.0,0,19.0,19.0,91
Jason Hill,2TM,25,WR,8,1,,,0,,,1.0,30.0,0,30.0,30.0,278
Michael Huff,OAK,27,FS,16,15,,,0,,,1.0,0.0,0,0.0,0.0,32
Mike Karney,STL,29,FB,12,5,,,0,,,1.0,17.0,0,17.0,17.0,43
Reggie Kelly,CIN,33,TE,16,14,,,0,,,1.0,8.0,0,8.0,8.0,50
Jimmy Kennedy,MIN,31,DT,9,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Jeff King,CAR,27,TE,16,16,,,0,,,1.0,11.0,0,11.0,11.0,132
John Kuhn,GNB,28,FB,16,2,,,0,,,1.0,8.0,0,8.0,8.0,386
Turk McBride,DET,25,RDE,15,8,,,0,,,1.0,8.0,0,8.0,8.0,8
Anthony McCoy,SEA,23,TE,2,0,,,0,,,1.0,3.0,0,3.0,3.0,3
Sherrick McManis,HOU,23,DB,14,0,,,0,,,1.0,25.0,0,25.0,25.0,26
Brit Miller,STL,24,LB,9,2,,,0,,,1.0,0.0,0,0.0,0.0,0
Zach Miller,JAX,26,TE,15,5,,,0,,,1.0,22.0,0,22.0,22.0,247
Earl Mitchell,HOU,23,DT,15,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Marlon Moore,MIA,23,WR,9,0,,,0,,,1.0,34.0,0,34.0,34.0,178
Ovie Mughelli*,ATL,30,FB,16,6,,,0,,,1.0,6.0,0,6.0,6.0,168
Matthew Mulligan,NYJ,25,TE,13,1,,,0,,,1.0,8.0,0,8.0,8.0,8
Terence Newman,DAL,32,LCB,16,16,,,0,,,1.0,9.0,0,9.0,9.0,26
Hakeem Nicks,NYG,22,WR,13,12,,,0,,,1.0,14.0,0,14.0,14.0,1066
Moran Norris,SFO,32,FB,16,11,,,0,,,1.0,12.0,0,12.0,12.0,32
Eric Norwood,CAR,22,LB,15,0,,,0,,,1.0,17.0,0,17.0,17.0,17
Jake O'Connell,KAN,25,TE,15,2,,,0,,,1.0,5.0,0,5.0,5.0,36
Cyril Obiozor,2TM,24,LB,8,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Montell Owens*,JAX,26,RB,16,0,,,0,,,1.0,22.0,0,22.0,22.0,22
Dimitri Patterson,PHI,27,RCB,16,9,,,0,,,1.0,14.0,0,14.0,14.0,54
Jason Pierre-Paul,NYG,21,DE,16,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Zach Potter,JAX,24,TE,13,1,,,0,,,1.0,15.0,0,15.0,15.0,39
Marcel Reece,OAK,25,FB,16,10,,,0,,,1.0,7.0,0,7.0,7.0,462
Martin Rucker,DAL,25,TE,5,1,,,0,,,1.0,16.0,0,16.0,16.0,16
Tony Scheffler,DET,27,TE,15,4,,,0,,,1.0,0.0,0,0.0,0.0,378
Maurice Simpkins,GNB,27,LB,2,0,,,0,,,1.0,0.0,0,0.0,0.0,0
Robert Turner,NYJ,26,TE,16,0,,,0,,,1.0,11.0,0,11.0,11.0,11
Joe Webb,MIN,24,QB,5,2,,,0,,,1.0,30.0,0,30.0,30.0,150
Ernest Wilford,JAX,31,WR,2,0,,,0,,,1.0,0.0,0,0.0,0.0,3
Matt Wilhelm,GNB,29,LB,7,0,,,0,,,1.0,3.0,0,3.0,3.0,3
Stephen Williams,ARI,24,WR,11,3,,,0,,,1.0,14.0,0,14.0,14.0,115
Tony Wragge,SFO,31,G,15,0,,,0,,,1.0,12.0,0,12.0,12.0,12
Albert Young,MIN,25,RB,3,0,,,0,,,1.0,25.0,0,25.0,25.0,65
