Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Red Bryant,27,SEA,RDE,16,16,2,25,1,20,2,0,0,0,0,0,1.0,32,20,12,2,6,0,
Kevin Burnett,29,MIA,RILB,16,16,1,34,1,34,3,0,0,0,0,0,2.5,106,84,22,10,4,0,
Morgan Burnett,22,GNB,FS,16,16,3,0,0,0,11,2,0,2,25,0,1.0,106,78,28,1,2,0,
Donald Butler,23,SDG,RILB,16,16,1,2,0,2,2,2,0,1,37,1,2.0,96,78,18,10,4,0,
Jairus Byrd,25,BUF,FS,16,16,3,88,1,37,8,3,0,1,0,0,1.0,98,75,23,5,1,0,
Calais Campbell,25,ARI,LDE,16,16,1,0,0,0,10,2,0,1,0,0,8.0,72,53,19,13,17,0,
Chris Canty,29,NYG,RDT,16,16,0,0,0,0,1,0,0,0,0,0,4.0,47,31,16,11,7,1,
Brandon Carr,25,KAN,RCB,16,16,4,17,0,14,15,0,0,0,0,0,0.0,45,39,6,0,0,0,
Jamar Chaney,25,PHI,MLB,16,16,3,25,0,14,8,0,0,0,0,0,1.0,92,67,25,4,1,0,
Chris Chester,28,WAS,RG,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Ryan Clark,32,PIT,FS,16,16,1,10,0,10,5,0,0,0,0,0,1.0,100,71,29,5,1,0,PB
Adrian Clayborn,23,TAM,RDE,16,16,0,0,0,0,0,3,0,0,0,0,7.5,42,29,13,7,16,0,
Chris Clemons,30,SEA,LDE,16,16,0,0,0,0,5,3,0,0,0,0,11.0,51,34,17,12,24,0,
Shaun Cody,28,HOU,NT,16,16,0,0,0,0,2,0,0,1,0,0,1.0,23,16,7,2,3,0,
Terrence Cody,23,BAL,NT,16,16,0,0,0,0,1,0,0,0,0,0,0.0,34,21,13,3,0,0,
Barry Cofield,27,WAS,LDT,16,16,0,0,0,0,8,0,0,1,3,0,3.0,25,15,10,5,7,0,
Daryn Colledge,29,ARI,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Phil Costa,24,DAL,C,16,16,0,0,0,0,0,0,4,0,-11,0,0.0,0,0,0,,,0,
Chris Crocker,31,CIN,SS,16,16,0,0,0,0,5,1,0,0,0,0,3.5,61,45,16,2,7,0,
Antonio Cromartie,27,NYJ,RCB,16,16,4,105,0,42,12,1,2,0,0,0,0.0,45,36,9,0,0,0,
Brian Cushing,24,HOU,LILB,16,16,2,5,0,5,5,2,0,0,0,0,4.0,114,76,38,8,13,0,AP-2
Andy Dalton,24,CIN,QB,16,16,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,"PB,AP ORoY-2"
Karlos Dansby,30,MIA,LILB,16,16,1,14,0,14,4,2,0,0,0,0,2.0,102,87,15,10,8,0,
Vernon Davis,27,SFO,TE,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,,,0,
David Diehl,31,NYG,LG/LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Darnell Dockett,30,ARI,RDE,16,16,0,0,0,0,1,1,0,2,0,0,3.5,50,34,16,10,18,0,
Ray Edwards,26,ATL,LDE,16,16,0,0,0,0,3,0,0,2,64,0,3.5,33,24,9,6,10,0,
Abram Elam,30,DAL,SS,16,16,0,0,0,0,0,1,0,1,1,0,0.0,68,54,14,4,0,0,
D'Brickashaw Ferguson,28,NYJ,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB
Cortland Finnegan,27,TEN,RCB,16,16,1,8,0,8,11,0,0,1,0,0,1.0,75,58,17,6,3,0,
Ryan Fitzpatrick,29,BUF,QB,16,16,0,0,0,0,0,0,7,4,0,0,0.0,0,0,0,0,0,0,
Joe Flacco,26,BAL,QB,16,16,0,0,0,0,0,0,11,4,-7,0,0.0,0,0,0,0,0,0,
London Fletcher,36,WAS,LLB,16,16,2,0,0,0,8,2,0,0,0,0,1.5,166,96,70,5,8,0,"PB,AP-2"
Drayton Florence,31,BUF,RCB/LCB,16,16,3,64,1,30,12,1,0,1,0,0,0.0,50,41,9,0,0,0,
Brandon Flowers,25,KAN,LCB,16,16,4,95,1,58,20,0,0,0,0,0,0.0,59,47,12,2,0,0,
Orlando Franklin,24,DEN,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Doug Free,27,DAL,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Pierre Garcon,25,IND,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Roberto Garza,32,CHI,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Chris Gocong,28,CLE,RLB/LLB,16,16,0,0,0,0,3,2,0,1,0,0,3.5,70,49,21,8,7,0,
Andre' Goodman,33,DEN,RCB,16,16,2,46,1,26,10,0,1,2,0,0,0.0,49,41,8,1,0,0,
Chad Greenway,28,MIN,LLB,16,16,0,0,0,0,3,0,0,1,0,0,2.0,154,89,65,6,4,0,PB
Jabari Greer,29,NOR,LCB,16,16,1,2,0,2,18,0,0,0,0,0,0.0,71,60,11,3,0,0,
Michael Griffin,26,TEN,FS,16,16,2,0,0,0,7,1,0,0,0,0,0.0,75,59,16,3,0,0,
Clark Haggans,34,ARI,ROLB,16,16,0,0,0,0,2,1,0,1,0,0,3.0,46,30,16,5,8,0,
Tamba Hali,28,KAN,ROLB,16,16,0,0,0,0,0,4,0,0,0,0,12.0,66,48,18,12,27,0,"PB,AP-2"
DeAngelo Hall,28,WAS,LCB,16,16,3,46,0,26,16,1,0,0,0,0,0.0,90,65,25,3,1,0,
Parys Haralson,27,SFO,ROLB,16,16,0,0,0,0,0,3,0,0,0,0,2.0,31,25,6,2,6,0,
Nick Hardwick,30,SDG,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Greg Hardy,23,CAR,LDE,16,16,0,0,0,0,11,1,0,0,0,0,4.0,50,38,12,8,11,1,
Roman Harper,29,NOR,SS,16,16,0,0,0,0,7,3,0,1,0,0,7.5,95,73,22,9,13,0,
David Harris,27,NYJ,RILB,16,16,4,55,1,35,8,0,0,0,0,0,5.0,86,65,21,8,12,0,
Matt Hasselbeck,36,TEN,QB,16,16,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,
Todd Herremans,29,PHI,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
LeRoy Hill,29,SEA,LLB,16,16,0,0,0,0,0,1,0,0,0,0,4.0,89,68,21,8,5,0,
Santonio Holmes,27,NYJ,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Israel Idonije,31,CHI,LDE,16,16,0,0,0,0,0,1,0,2,0,1,5.0,52,41,11,12,10,0,
D'Qwell Jackson,28,CLE,MLB,16,16,1,24,0,24,3,1,0,3,1,0,3.5,158,116,42,12,8,0,AP CPoY-2
Cullen Jenkins,30,PHI,LDT,16,16,0,0,0,0,0,0,0,1,3,0,5.5,40,33,7,11,13,0,
Calvin Johnson,26,DET,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,"PB,AP-1"
Chris Johnson,26,TEN,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Derrick Johnson,29,KAN,RILB,16,16,2,18,0,17,9,1,0,1,0,0,2.0,131,104,27,10,3,0,"PB,AP-1"
Jarret Johnson,30,BAL,ROLB,16,16,0,0,0,0,3,1,0,1,26,1,2.5,56,40,16,6,9,0,
Sean Jones,29,TAM,SS,16,16,0,0,0,0,3,1,0,2,0,0,1.0,92,76,16,3,2,0,
Maurice Jones-Drew,26,JAX,RB,16,16,0,0,0,0,0,0,6,3,-16,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Davin Joseph,28,TAM,RG,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,PB
Jason Kelce,24,PHI,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Tommy Kelly,31,OAK,RDT,16,16,1,1,0,1,6,2,0,1,0,0,7.5,41,27,14,3,13,0,
Ryan Kerrigan,23,WAS,RDE,16,16,1,9,1,9,4,4,0,0,0,0,7.5,64,42,22,9,14,0,
Kyle Kosier,33,DAL,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Chris Kuper,29,DEN,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Dawan Landry,29,JAX,FS,16,16,2,28,0,28,4,1,0,1,0,0,0.5,97,71,26,1,2,0,
T.J. Lang,24,GNB,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
James Laurinaitis,25,STL,MLB,16,16,2,15,0,15,7,0,0,1,0,0,3.0,142,105,37,11,5,0,
Vonta Leach,30,BAL,FB,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Paris Lenon,34,ARI,LILB,16,16,0,0,0,0,3,0,0,1,0,0,3.0,93,64,29,5,5,0,
Andy Levitre,25,BUF,LG,16,16,0,0,0,0,0,0,1,0,-6,0,0.0,0,0,0,0,0,0,
DeAndre Levy,24,DET,RLB,16,16,1,7,0,7,1,1,0,0,0,0,1.0,109,73,36,9,2,0,
Kendrick Lewis,23,KAN,FS,16,16,3,119,1,59,10,1,0,1,0,0,0.0,60,48,12,0,0,0,
Jeff Linkenbach,24,IND,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Phil Loadholt,25,MIN,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Curtis Lofton,25,ATL,MLB,16,16,2,30,1,26,7,1,0,1,0,0,1.0,147,87,60,9,3,0,
Chris Long,26,STL,LDE,16,16,0,0,0,0,2,1,0,0,0,0,13.0,37,31,6,15,21,0,
Alex Mack,26,CLE,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Eli Manning,30,NYG,QB,16,16,0,0,0,0,0,0,8,3,-3,0,0.0,0,0,0,0,0,0,"PB,AP CPoY-6"
Brandon Marshall,27,MIA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Sherrod Martin,27,CAR,FS,16,16,3,16,0,15,8,0,0,0,0,0,0.0,68,50,18,1,2,0,
Jameel McClain,26,BAL,LILB,16,16,1,8,0,8,4,0,0,2,6,1,1.0,84,50,34,3,1,0,
Bryant McKinnie,32,BAL,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Brandon Mebane,26,SEA,RDT,16,16,0,0,0,0,1,0,0,0,0,0,0.0,56,40,16,7,4,0,
Brad Meester,34,JAX,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Quintin Mikell,31,STL,FS,16,16,2,11,0,11,5,5,0,1,14,0,1.0,91,75,16,3,2,0,
Heath Miller,29,PIT,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Jeremy Mincey,28,JAX,RDE,16,16,1,5,0,5,1,4,0,1,0,0,8.0,57,40,17,10,17,0,
Will Montgomery,28,WAS,C,16,16,0,0,0,0,0,0,1,0,-8,0,0.0,0,0,0,0,0,0,
Reggie Nelson,28,CIN,FS,16,16,4,115,1,75,12,2,0,0,0,0,2.0,85,59,26,4,6,0,
Cam Newton,22,CAR,QB,16,16,0,0,0,0,0,0,5,3,-4,0,0.0,0,0,0,0,0,0,"PB,AP ORoY-1"
Haloti Ngata,27,BAL,LDE,16,16,0,0,0,0,6,2,0,3,28,1,5.0,65,37,28,6,8,0,"PB,AP-1"
Rob Ninkovich,27,NWE,LLB,16,16,2,30,1,18,4,1,0,3,0,0,6.5,74,43,31,7,11,0,
Uche Nwaneri,27,JAX,RG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Brian Orakpo,25,WAS,RLB,16,16,0,0,0,0,5,3,0,1,0,0,9.0,60,35,25,6,13,0,
Calvin Pace,31,NYJ,ROLB,16,16,1,8,0,8,3,3,0,1,0,0,4.5,72,53,19,7,11,0,
Erik Pears,29,BUF,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Domata Peko,27,CIN,LDT,16,16,0,0,0,0,0,1,0,1,0,0,2.5,66,34,32,6,4,0,
Julius Peppers,31,CHI,RDE,16,16,0,0,0,0,4,4,0,2,0,0,11.0,37,33,4,15,13,0,PB
Patrick Peterson,21,ARI,RCB,16,16,2,1,0,1,13,0,4,2,-1,0,1.0,64,59,5,1,1,0,"PB,AP-1"
Troy Polamalu,30,PIT,SS,16,16,2,33,0,33,14,0,0,1,16,1,1.0,91,64,27,7,4,0,"PB,AP-1"
Paul Posluszny,27,JAX,MLB,16,16,2,2,0,2,9,1,0,0,0,0,2.0,119,69,50,5,8,0,
Mike Pouncey,22,MIA,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Glover Quin,25,HOU,SS,16,16,0,0,0,0,9,0,0,1,0,0,0.0,77,59,18,2,0,0,
B.J. Raji,25,GNB,NT,16,16,0,0,0,0,2,0,0,1,1,0,3.0,22,14,8,2,3,0,PB
Jay Ratliff,30,DAL,NT,16,16,0,0,0,0,3,0,0,1,0,0,2.0,38,29,9,8,6,0,PB
Ed Reed,33,BAL,FS,16,16,3,25,0,16,8,1,0,0,0,0,1.0,52,44,8,1,1,0,"PB,AP-2"
Darrelle Revis,26,NYJ,LCB,16,16,4,184,1,100,21,0,0,0,0,0,0.0,52,41,11,1,0,0,"PB,AP-1"
Ray Rice,24,BAL,RB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
Philip Rivers,30,SDG,QB,16,16,0,0,0,0,0,0,9,3,-1,0,0.0,0,0,0,0,0,0,PB
Andre Roberts,23,ARI,WR,16,16,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,
Dunta Robinson,29,ATL,RCB,16,16,2,28,0,14,9,0,0,0,0,0,0.0,49,39,10,1,0,0,
Brian Robison,28,MIN,LDE,16,16,0,0,0,0,1,3,0,2,0,0,8.0,44,27,17,6,11,0,
Carlos Rogers,30,SFO,LCB,16,16,6,106,1,31,18,0,0,0,0,0,0.0,43,40,3,2,1,0,"PB,AP-2"
Antrel Rolle,29,NYG,FS,16,16,2,-1,0,0,4,1,0,0,0,0,0.0,96,82,14,2,0,0,
Tony Romo,31,DAL,QB,16,16,0,0,0,0,0,0,6,6,-3,0,0.0,0,0,0,0,0,0,
Ahtyba Rubin,25,CLE,RDT,16,16,0,0,0,0,0,0,0,0,0,0,5.0,83,56,27,4,12,0,
Matt Ryan,26,ATL,QB,16,16,0,0,0,0,0,0,5,2,0,0,0.0,0,0,0,0,0,0,
DeMeco Ryans,27,HOU,RILB,16,16,0,0,0,0,4,1,0,0,0,0,0.0,64,44,20,6,2,0,
Mark Sanchez,25,NYJ,QB,16,16,0,0,0,0,0,0,10,1,-18,0,0.0,0,0,0,0,0,0,
Jeff Saturday,36,IND,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Jake Scott,30,TEN,RG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Lyle Sendlein,27,ARI,C,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Gerald Sensabaugh,28,DAL,FS,16,16,2,11,0,11,3,2,0,2,0,0,0.0,75,61,14,0,0,0,
Jabaal Sheard,22,CLE,LDE,16,16,0,0,0,0,2,5,0,1,5,0,8.5,55,40,15,9,9,0,
Rob Sims,28,DET,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Matt Slauson,25,NYJ,LG,16,16,0,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0,
Alex Smith,27,SFO,QB,16,16,0,0,0,0,0,0,7,4,0,0,0.0,0,0,0,0,0,0,AP CPoY-3
Antonio Smith,30,HOU,RDE,16,16,0,0,0,0,2,1,0,0,0,0,6.5,25,19,6,10,19,0,PB
Daryl Smith,29,JAX,LLB,16,16,1,25,0,25,8,2,0,0,0,0,3.5,107,74,33,7,11,0,
Justin Smith,32,SFO,RDE,16,16,0,0,0,0,2,3,0,1,0,0,7.5,58,45,13,6,20,0,"PB,AP-1,AP DPoY-3"
Sean Smith,24,MIA,LCB,16,16,2,7,0,7,7,0,0,0,0,0,0.0,62,52,10,0,0,0,
Steve Smith Sr.,32,CAR,WR,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,"PB,AP CPoY-4"
Wade Smith,30,HOU,LG,16,16,0,0,0,0,0,0,0,2,0,1,0.0,0,0,0,0,0,0,
Takeo Spikes,35,SDG,LILB,16,16,1,45,0,45,3,0,0,0,0,0,1.0,106,64,42,5,1,0,
Matthew Stafford,23,DET,QB,16,16,0,0,0,0,0,0,5,1,-4,0,0.0,0,0,0,0,0,0,AP CPoY-1
Joe Staley,27,SFO,LT,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,"PB,AP-2"
Terrell Suggs,29,BAL,LOLB,16,16,2,9,0,9,6,7,0,0,0,0,14.0,70,50,20,20,23,0,"PB,AP-1,AP DPoY-1"
Ike Taylor,31,PIT,RCB,16,16,2,29,0,29,14,0,0,0,0,0,0.0,44,34,10,1,0,0,
Phil Taylor,23,CLE,LDT,16,16,0,0,0,0,1,1,0,0,0,0,4.0,59,37,22,6,7,0,
Earl Thomas,22,SEA,FS,16,16,2,19,0,11,7,1,0,2,0,0,0.0,98,69,29,6,1,0,"PB,AP-2"
Joe Thomas,27,CLE,LT,16,16,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Charles Tillman,30,CHI,RCB,16,16,3,66,2,44,12,3,0,2,4,0,1.0,100,83,17,5,1,0,PB
Lawrence Timmons,25,PIT,RILB,16,16,1,0,0,0,5,1,0,0,0,0,2.0,93,68,25,5,6,0,
Stephen Tulloch,26,DET,MLB,16,16,2,9,0,9,5,1,0,3,4,1,3.0,111,84,27,8,7,0,
Brian Urlacher,33,CHI,MLB,16,16,3,7,0,8,7,0,0,2,29,1,0.0,102,84,18,9,0,0,PB
Kyle Vanden Bosch,33,DET,RDE,16,16,0,0,0,0,0,4,0,1,0,0,8.0,35,26,9,6,11,0,
DeMarcus Ware,29,DAL,ROLB,16,16,0,0,0,0,2,2,0,1,0,0,19.5,58,48,10,26,29,0,"PB,AP-1"
J.J. Watt,22,HOU,LDE,16,16,0,0,0,0,4,0,0,2,2,0,5.5,56,49,7,13,19,0,
Sean Weatherspoon,24,ATL,LLB,16,16,0,0,0,0,8,0,0,1,0,0,4.0,115,82,33,14,5,0,
Corey Webster,29,NYG,LCB,16,16,6,71,0,25,17,1,0,0,0,0,0.0,51,43,8,1,0,0,
Eric Weddle,26,SDG,FS,16,16,7,89,0,26,11,0,0,0,0,0,0.0,88,70,18,3,2,0,"PB,AP-1"
Casey Wiegmann,38,KAN,C,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Vince Wilfork,30,NWE,LDT,16,16,2,47,0,28,5,1,0,2,0,1,3.5,52,29,23,6,10,0,"PB,AP-2"
Muhammad Wilkerson,22,NYJ,LDE,16,16,0,0,0,0,2,1,0,0,0,0,3.0,49,35,14,13,6,1,
Cary Williams,27,BAL,RCB,16,16,0,0,0,0,18,2,0,0,0,0,0.0,78,61,17,1,0,0,
Adrian Wilson,32,ARI,SS,16,16,1,17,0,17,14,1,0,0,0,0,0.0,65,48,17,8,3,0,PB
Josh Wilson,26,WAS,RCB,16,16,2,0,0,0,15,1,0,1,4,0,0.0,62,48,14,0,0,0,
Kamerion Wimbley,28,OAK,RLB,16,16,1,73,0,73,3,0,0,0,0,0,7.0,63,52,11,15,20,0,
Eric Winston,28,HOU,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Jason Witten,29,DAL,TE,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Eric Wright,26,DET,RCB,16,16,4,49,0,22,16,1,0,0,0,0,0.0,75,68,7,3,0,0,
Marshal Yanda,27,BAL,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
Nnamdi Asomugha,30,PHI,RCB,16,15,3,10,0,6,5,0,0,0,0,0,0.0,40,35,5,4,0,0,
Geno Atkins,23,CIN,RDT,16,15,0,0,0,0,2,2,1,2,19,1,7.5,47,26,21,10,18,0,"PB,AP-2"
Adam Carriker,27,WAS,LDE,16,15,0,0,0,0,0,0,0,0,0,0,5.5,33,18,15,4,9,0,
Jurrell Casey,22,TEN,RDT,16,15,0,0,0,0,1,1,0,1,0,0,2.5,52,39,13,7,6,0,
Kenyon Coleman,32,DAL,LDE,16,15,0,0,0,0,3,0,0,0,0,0,1.0,36,23,13,4,2,0,
Kavell Conner,24,IND,RLB,16,15,0,0,0,0,2,1,0,1,0,0,0.0,104,50,54,7,1,0,
Marcell Dareus,21,BUF,NT,16,15,0,0,0,0,2,0,0,1,0,0,5.5,43,32,11,9,10,0,
Thomas DeCoud,26,ATL,FS,16,15,4,77,0,49,6,0,0,0,0,0,0.0,86,67,19,2,2,0,
Daniel Fells,28,DEN,TE,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Mason Foster,22,TAM,MLB,16,15,1,0,0,0,2,1,0,1,0,0,2.0,84,58,26,5,4,0,
Dwight Freeney,31,IND,RDE,16,15,0,0,0,0,0,2,0,0,0,0,8.5,19,13,6,7,19,0,PB
Jabar Gaffney,31,WAS,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
William Gay,26,PIT,LCB,16,15,2,12,0,12,13,0,0,1,2,0,0.0,61,49,12,4,0,0,
Frank Gore,28,SFO,RB,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PB
Shonn Greene,26,NYJ,RB,16,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Thomas Howard,28,CIN,RLB,16,15,0,0,0,0,4,2,0,0,0,0,1.0,99,64,35,7,4,0,
Tim Jennings,28,CHI,LCB,16,15,2,2,0,1,10,1,0,1,0,0,0.0,77,69,8,4,0,0,
Cameron Jordan,22,NOR,LDE,16,15,0,0,0,0,4,0,0,1,0,0,1.0,31,18,13,2,4,0,
Linval Joseph,23,NYG,LDT,16,15,0,0,0,0,4,0,0,0,0,0,2.0,49,34,15,4,5,0,
Mathias Kiwanuka,28,NYG,LLB,16,15,1,9,0,9,2,1,0,1,0,0,3.5,84,62,22,14,9,0,
Manny Lawson,27,CIN,LLB,16,15,0,0,0,0,4,0,0,0,0,0,1.5,52,31,21,6,4,0,
Vaughn Martin,25,SDG,LDE,16,15,0,0,0,0,0,0,0,0,0,0,1.0,47,27,20,3,1,0,
Robert Mathis,30,IND,LDE,16,15,0,0,0,0,1,3,0,3,0,0,9.5,43,29,14,9,18,0,
Sione Pouha,32,NYJ,NT,16,15,0,0,0,0,3,1,0,2,0,0,1.0,58,41,17,5,2,1,
Nick Roach,26,CHI,RLB,16,15,0,0,0,0,4,0,0,0,0,0,0.0,38,31,7,6,3,0,
Aaron Ross,29,NYG,RCB,16,15,4,19,0,19,12,0,2,0,0,0,0.0,60,46,14,1,1,0,
Stanford Routt,28,OAK,LCB,16,15,4,7,0,3,15,0,0,0,0,0,0.0,49,42,7,2,0,0,
Bart Scott,31,NYJ,LILB,16,15,0,0,0,0,1,1,0,1,9,0,4.5,66,54,12,9,8,0,
Richard Seymour,32,OAK,LDT,16,15,0,0,0,0,3,0,0,0,0,0,6.0,29,23,6,5,13,0,"PB,AP-2"
