Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Chris Godwin,28.0,TAM,7.0,7.0,62.0,50.0,576.0,11.5,5.0,33.0,72.6,55.0,7.1,82.3,80.6,9.3,1.0,
Tee Higgins,25.0,CIN,9.0,7.0,81.0,50.0,669.0,13.4,6.0,35.0,59.3,42.0,5.6,74.3,61.7,8.3,0.0,
DeAndre Hopkins,32.0,2TM,14.0,8.0,72.0,50.0,566.0,11.3,5.0,32.0,59.7,35.0,3.6,40.4,69.4,7.9,1.0,
Jayden Reed,24.0,GNB,14.0,8.0,65.0,49.0,727.0,14.8,6.0,25.0,55.4,70.0,3.5,51.9,75.4,11.2,2.0,
Jake Ferguson,25.0,DAL,11.0,11.0,68.0,48.0,424.0,8.8,0.0,16.0,41.2,27.0,4.4,38.5,70.6,6.2,3.0,
Breece Hall,23.0,NYJ,13.0,13.0,64.0,48.0,422.0,8.8,2.0,12.0,37.5,57.0,3.7,32.5,75.0,6.6,6.0,
Chase Brown,24.0,CIN,14.0,8.0,58.0,47.0,318.0,6.8,4.0,19.0,50.0,34.0,3.4,22.7,81.0,5.5,2.0,
Stefon Diggs,31.0,HOU,8.0,8.0,64.0,47.0,496.0,10.6,3.0,31.0,51.6,49.0,5.9,62.0,73.4,7.8,0.0,
Evan Engram,30.0,JAX,9.0,9.0,64.0,47.0,365.0,7.8,1.0,17.0,45.3,24.0,5.2,40.6,73.4,5.7,1.0,
Pat Freiermuth,26.0,PIT,14.0,8.0,56.0,47.0,492.0,10.5,6.0,25.0,64.3,30.0,3.4,35.1,83.9,8.8,2.0,
Marvin Harrison Jr.,22.0,ARI,14.0,14.0,92.0,47.0,687.0,14.6,7.0,34.0,46.7,60.0,3.4,49.1,51.1,7.5,1.0,
Rome Odunze,22.0,CHI,14.0,9.0,88.0,47.0,624.0,13.3,3.0,32.0,45.5,47.0,3.4,44.6,53.4,7.1,1.0,
Javonte Williams,24.0,DEN,15.0,11.0,64.0,47.0,296.0,6.3,0.0,12.0,37.5,34.0,3.1,19.7,73.4,4.6,2.0,
Mark Andrews,29.0,BAL,14.0,10.0,53.0,45.0,514.0,11.4,8.0,31.0,69.8,38.0,3.2,36.7,84.9,9.7,0.0,
Tank Dell,25.0,HOU,13.0,9.0,74.0,45.0,569.0,12.6,2.0,29.0,50.0,50.0,3.5,43.8,60.8,7.7,0.0,
Mike Gesicki,29.0,CIN,14.0,3.0,59.0,45.0,497.0,11.0,2.0,27.0,62.7,47.0,3.2,35.5,76.3,8.4,1.0,
Xavier Worthy,21.0,KAN,14.0,11.0,78.0,44.0,494.0,11.2,4.0,27.0,53.8,54.0,3.1,35.3,56.4,6.3,0.0,
Will Dissly,28.0,LAC,13.0,7.0,55.0,43.0,418.0,9.7,1.0,19.0,52.7,29.0,3.3,32.2,78.2,7.6,0.0,
Cole Kmet,25.0,CHI,14.0,13.0,51.0,43.0,462.0,10.7,3.0,24.0,72.5,31.0,3.1,33.0,84.3,9.1,0.0,
Sam LaPorta,23.0,DET,13.0,13.0,61.0,43.0,556.0,12.9,5.0,30.0,55.7,52.0,3.3,42.8,70.5,9.1,0.0,
Deebo Samuel,28.0,SFO,13.0,13.0,71.0,43.0,569.0,13.2,1.0,22.0,36.6,76.0,3.3,43.8,60.6,8.0,1.0,
Dalton Schultz,28.0,HOU,14.0,10.0,68.0,43.0,437.0,10.2,1.0,22.0,51.5,32.0,3.1,31.2,63.2,6.4,0.0,
Rachaad White,25.0,TAM,13.0,13.0,48.0,43.0,339.0,7.9,6.0,17.0,52.1,32.0,3.3,26.1,89.6,7.1,2.0,
Justice Hill,27.0,BAL,14.0,0.0,50.0,42.0,383.0,9.1,3.0,17.0,50.0,27.0,3.0,27.4,84.0,7.7,0.0,
Tyler Lockett,32.0,SEA,14.0,12.0,64.0,42.0,533.0,12.7,2.0,32.0,59.4,37.0,3.0,38.1,65.6,8.3,0.0,
Jameson Williams,23.0,DET,12.0,8.0,68.0,42.0,747.0,17.8,5.0,30.0,51.5,70.0,3.5,62.3,61.8,11.0,0.0,
James Conner,29.0,ARI,14.0,14.0,48.0,41.0,361.0,8.8,1.0,15.0,60.4,44.0,2.9,25.8,85.4,7.5,4.0,
Tucker Kraft,24.0,GNB,14.0,14.0,56.0,41.0,555.0,13.5,7.0,24.0,60.7,67.0,2.9,39.6,73.2,9.9,1.0,
Xavier Legette,23.0,CAR,14.0,11.0,70.0,41.0,439.0,10.7,4.0,23.0,42.9,35.0,2.9,31.4,58.6,6.3,0.0,
Michael Wilson,24.0,ARI,14.0,12.0,60.0,41.0,482.0,11.8,4.0,23.0,56.7,41.0,2.9,34.4,68.3,8.0,1.0,
Kyle Pitts,24.0,ATL,14.0,14.0,64.0,40.0,536.0,13.4,3.0,18.0,40.6,52.0,2.9,38.3,62.5,8.4,0.0,
Jalen Tolbert,25.0,DAL,14.0,13.0,66.0,40.0,462.0,11.6,5.0,22.0,48.5,48.0,2.9,33.0,60.6,7.0,0.0,
Tre Tucker,23.0,LVR,14.0,12.0,65.0,40.0,450.0,11.3,2.0,20.0,44.6,58.0,2.9,32.1,61.5,6.9,0.0,
Amari Cooper,30.0,2TM,12.0,10.0,80.0,40.0,481.0,12.0,3.0,23.0,40.0,30.0,3.3,40.1,50.0,6.0,0.0,
Jahmyr Gibbs,22.0,DET,14.0,1.0,49.0,39.0,395.0,10.1,3.0,19.0,49.0,54.0,2.8,28.2,79.6,8.1,1.0,
Chuba Hubbard,25.0,CAR,14.0,14.0,49.0,39.0,158.0,4.1,1.0,10.0,32.7,20.0,2.8,11.3,79.6,3.2,4.0,
Aaron Jones,30.0,MIN,14.0,14.0,46.0,39.0,322.0,8.3,2.0,14.0,56.5,25.0,2.8,23.0,84.8,7.0,5.0,
Tony Pollard,27.0,TEN,14.0,14.0,53.0,39.0,233.0,6.0,0.0,9.0,30.2,30.0,2.8,16.6,73.6,4.4,2.0,
Rashod Bateman,25.0,BAL,14.0,11.0,60.0,38.0,654.0,17.2,7.0,29.0,53.3,59.0,2.7,46.7,63.3,10.9,0.0,
Dallas Goedert,29.0,PHI,9.0,9.0,46.0,38.0,441.0,11.6,2.0,16.0,54.3,61.0,4.2,49.0,82.6,9.6,2.0,
Bucky Irving,22.0,TAM,14.0,1.0,40.0,38.0,296.0,7.8,0.0,12.0,67.5,32.0,2.7,21.1,95.0,7.4,2.0,
Dalton Kincaid,25.0,BUF,11.0,8.0,66.0,38.0,409.0,10.8,2.0,20.0,53.0,29.0,3.5,37.2,57.6,6.2,1.0,
Chigoziem Okonkwo,25.0,TEN,14.0,8.0,52.0,38.0,356.0,9.4,2.0,14.0,51.9,70.0,2.7,25.4,73.1,6.8,2.0,
Kenneth Walker III,24.0,SEA,10.0,10.0,45.0,38.0,271.0,7.1,1.0,18.0,57.8,21.0,3.8,27.1,84.4,6.0,1.0,
Zach Charbonnet,23.0,SEA,14.0,4.0,47.0,37.0,275.0,7.4,1.0,5.0,38.3,30.0,2.6,19.6,78.7,5.9,0.0,
Romeo Doubs,24.0,GNB,11.0,10.0,58.0,37.0,523.0,14.1,4.0,27.0,62.1,39.0,3.4,47.5,63.8,9.0,0.0,
Noah Gray,25.0,KAN,14.0,10.0,46.0,37.0,420.0,11.4,5.0,25.0,67.4,35.0,2.6,30.0,80.4,9.1,0.0,
Quentin Johnston,23.0,LAC,13.0,9.0,69.0,37.0,477.0,12.9,8.0,22.0,42.0,66.0,2.8,36.7,53.6,6.9,0.0,
Darius Slayton,27.0,NYG,13.0,10.0,65.0,37.0,520.0,14.1,1.0,28.0,52.3,43.0,2.8,40.0,56.9,8.0,1.0,
Tutu Atwell,25.0,LAR,14.0,4.0,52.0,36.0,513.0,14.3,0.0,26.0,65.4,50.0,2.6,36.6,69.2,9.9,0.0,
Tyler Conklin,29.0,NYJ,13.0,13.0,54.0,36.0,317.0,8.8,2.0,16.0,48.1,27.0,2.8,24.4,66.7,5.9,0.0,
Noah Fant,27.0,SEA,11.0,8.0,47.0,36.0,344.0,9.6,0.0,17.0,59.6,28.0,3.3,31.3,76.6,7.3,0.0,
Juwan Johnson,28.0,NOR,14.0,3.0,47.0,36.0,375.0,10.4,3.0,18.0,53.2,30.0,2.6,26.8,76.6,8.0,1.0,
David Montgomery,27.0,DET,14.0,14.0,38.0,36.0,341.0,9.5,0.0,16.0,73.7,40.0,2.6,24.4,94.7,9.0,2.0,
Tyler Boyd,30.0,TEN,14.0,8.0,50.0,35.0,356.0,10.2,0.0,18.0,48.0,40.0,2.5,25.4,70.0,7.1,0.0,
Noah Brown,28.0,WAS,11.0,9.0,56.0,35.0,453.0,12.9,1.0,21.0,57.1,52.0,3.2,41.2,62.5,8.1,0.0,
Isaiah Likely,24.0,BAL,13.0,7.0,49.0,35.0,401.0,11.5,4.0,21.0,61.2,49.0,2.7,30.8,71.4,8.2,1.0,
Josh Palmer,25.0,LAC,14.0,7.0,59.0,35.0,543.0,15.5,1.0,26.0,55.9,45.0,2.5,38.8,59.3,9.2,0.0,
D'Andre Swift,25.0,CHI,14.0,14.0,42.0,35.0,325.0,9.3,0.0,10.0,54.8,42.0,2.5,23.2,83.3,7.7,2.0,
Devaughn Vele,27.0,DEN,11.0,7.0,49.0,35.0,398.0,11.4,2.0,21.0,59.2,37.0,3.2,36.2,71.4,8.1,0.0,
Austin Hooper,30.0,NWE,14.0,7.0,45.0,34.0,375.0,11.0,3.0,19.0,66.7,38.0,2.4,26.8,75.6,8.3,2.0,
Brenton Strange,24.0,JAX,14.0,7.0,44.0,34.0,329.0,9.7,2.0,16.0,65.9,30.0,2.4,23.5,77.3,7.5,0.0,
Rico Dowdle,26.0,DAL,13.0,12.0,42.0,33.0,205.0,6.2,3.0,12.0,52.4,22.0,2.5,15.8,78.6,4.9,2.0,
Austin Ekeler,29.0,WAS,11.0,6.0,39.0,33.0,346.0,10.5,0.0,13.0,51.3,34.0,3.0,31.5,84.6,8.9,3.0,
Travis Etienne,25.0,JAX,12.0,12.0,42.0,33.0,184.0,5.6,0.0,9.0,35.7,21.0,2.8,15.3,78.6,4.4,1.0,
Adam Thielen,34.0,CAR,7.0,7.0,44.0,33.0,418.0,12.7,2.0,19.0,56.8,36.0,4.7,59.7,75.0,9.5,0.0,
Ameer Abdullah,31.0,LVR,14.0,2.0,37.0,32.0,182.0,5.7,3.0,12.0,56.8,24.0,2.3,13.0,86.5,4.9,2.0,
Jerome Ford,25.0,CLE,12.0,4.0,38.0,32.0,186.0,5.8,0.0,7.0,34.2,26.0,2.7,15.5,84.2,4.9,0.0,
T.J. Hockenson,27.0,MIN,7.0,6.0,43.0,32.0,351.0,11.0,0.0,23.0,60.5,34.0,4.6,50.1,74.4,8.2,0.0,
Joe Mixon,28.0,HOU,11.0,11.0,46.0,32.0,277.0,8.7,1.0,11.0,54.3,37.0,2.9,25.2,69.6,6.0,0.0,
Chris Olave,24.0,NOR,8.0,8.0,44.0,32.0,400.0,12.5,1.0,22.0,65.9,39.0,4.0,50.0,72.7,9.1,1.0,
Rhamondre Stevenson,26.0,NWE,13.0,12.0,39.0,32.0,155.0,4.8,1.0,7.0,38.5,16.0,2.5,11.9,82.1,4.0,6.0,
Saquon Barkley,27.0,PHI,14.0,14.0,40.0,31.0,276.0,8.9,2.0,12.0,45.0,43.0,2.2,19.7,77.5,6.9,2.0,
Josh Jacobs,26.0,GNB,14.0,14.0,38.0,31.0,302.0,9.7,1.0,13.0,50.0,49.0,2.2,21.6,81.6,7.9,3.0,
Allen Lazard,29.0,NYJ,9.0,9.0,49.0,31.0,430.0,13.9,5.0,24.0,59.2,52.0,3.4,47.8,63.3,8.8,0.0,
Tim Patrick,31.0,DET,13.0,7.0,41.0,31.0,379.0,12.2,3.0,20.0,58.5,42.0,2.4,29.2,75.6,9.2,0.0,
Diontae Johnson,28.0,2TM,11.0,8.0,63.0,31.0,363.0,11.7,3.0,20.0,38.1,39.0,2.8,33.0,49.2,5.8,0.0,
Najee Harris,26.0,PIT,14.0,14.0,38.0,30.0,256.0,8.5,0.0,11.0,52.6,32.0,2.1,18.3,78.9,6.7,0.0,
Sterling Shepard,31.0,TAM,12.0,4.0,46.0,30.0,303.0,10.1,1.0,14.0,50.0,30.0,2.5,25.3,65.2,6.6,0.0,
Tyrone Tracy Jr.,25.0,NYG,14.0,9.0,44.0,30.0,220.0,7.3,0.0,10.0,47.7,19.0,2.1,15.7,68.2,5.0,4.0,
Kyren Williams,24.0,LAR,14.0,14.0,36.0,30.0,159.0,5.3,2.0,6.0,41.7,26.0,2.1,11.4,83.3,4.4,5.0,
Olamide Zaccheaus,27.0,WAS,14.0,3.0,42.0,30.0,300.0,10.0,0.0,16.0,50.0,42.0,2.1,21.4,71.4,7.1,3.0,
James Cook,25.0,BUF,13.0,13.0,35.0,29.0,232.0,8.0,1.0,11.0,45.7,28.0,2.2,17.8,82.9,6.6,0.0,
Greg Dortch,26.0,ARI,14.0,2.0,42.0,29.0,258.0,8.9,1.0,12.0,45.2,39.0,2.1,18.4,69.0,6.1,2.0,
Lil'Jordan Humphrey,26.0,DEN,15.0,5.0,43.0,29.0,267.0,9.2,1.0,10.0,44.2,41.0,1.9,17.8,67.4,6.2,2.0,
Theo Johnson,23.0,NYG,12.0,11.0,43.0,29.0,331.0,11.4,1.0,16.0,51.2,35.0,2.4,27.6,67.4,7.7,0.0,
Colby Parkinson,25.0,LAR,14.0,9.0,46.0,29.0,288.0,9.9,1.0,15.0,54.3,23.0,2.1,20.6,63.0,6.3,0.0,
Alec Pierce,24.0,IND,14.0,11.0,58.0,29.0,645.0,22.2,5.0,25.0,48.3,65.0,2.1,46.1,50.0,11.1,0.0,
Ja'Tavion Sanders,21.0,CAR,13.0,6.0,37.0,29.0,302.0,10.4,1.0,11.0,51.4,46.0,2.2,23.2,78.4,8.2,1.0,
Cedric Tillman,24.0,CLE,11.0,6.0,49.0,29.0,339.0,11.7,3.0,15.0,49.0,38.0,2.6,30.8,59.2,6.9,1.0,
Christian Watson,25.0,GNB,13.0,13.0,51.0,29.0,620.0,21.4,2.0,21.0,49.0,60.0,2.2,47.7,56.9,12.2,1.0,
Calvin Austin III,25.0,PIT,14.0,6.0,47.0,28.0,452.0,16.1,4.0,15.0,53.2,55.0,2.0,32.3,59.6,9.6,0.0,
J.K. Dobbins,26.0,LAC,11.0,9.0,34.0,28.0,134.0,4.8,0.0,6.0,23.5,15.0,2.5,12.2,82.4,3.9,0.0,
Andrei Iosivas,25.0,CIN,14.0,7.0,51.0,28.0,355.0,12.7,5.0,20.0,52.9,39.0,2.0,25.4,54.9,7.0,0.0,
David Moore,29.0,CAR,14.0,5.0,50.0,28.0,286.0,10.2,1.0,14.0,48.0,21.0,2.0,20.4,56.0,5.7,0.0,
Demarcus Robinson,30.0,LAR,14.0,14.0,55.0,28.0,433.0,15.5,7.0,24.0,49.1,46.0,2.0,30.9,50.9,7.9,0.0,
Jaylen Warren,26.0,PIT,12.0,0.0,35.0,28.0,225.0,8.0,0.0,10.0,40.0,29.0,2.3,18.8,80.0,6.4,1.0,
Jordan Akins,32.0,CLE,14.0,4.0,40.0,27.0,273.0,10.1,1.0,15.0,55.0,21.0,1.9,19.5,67.5,6.8,1.0,
Kayshon Boutte,22.0,NWE,12.0,10.0,49.0,27.0,349.0,12.9,1.0,17.0,49.0,40.0,2.3,29.1,55.1,7.1,0.0,
Christian Kirk,28.0,JAX,8.0,7.0,47.0,27.0,379.0,14.0,1.0,18.0,48.9,61.0,3.4,47.4,57.4,8.1,0.0,
Alexander Mattison,26.0,LVR,11.0,5.0,33.0,27.0,248.0,9.2,1.0,10.0,42.4,31.0,2.5,22.5,81.8,7.5,1.0,
Dontayvion Wicks,23.0,GNB,14.0,3.0,58.0,27.0,310.0,11.5,4.0,19.0,36.2,36.0,1.9,22.1,46.6,5.3,0.0,
Marvin Mims,22.0,DEN,15.0,1.0,39.0,26.0,349.0,13.4,2.0,9.0,43.6,93.0,1.7,23.3,66.7,8.9,0.0,
KaVontae Turpin,28.0,DAL,14.0,1.0,42.0,26.0,344.0,13.2,2.0,15.0,50.0,64.0,1.9,24.6,61.9,8.2,3.0,
Brandon Aiyuk,26.0,SFO,7.0,7.0,47.0,25.0,374.0,15.0,0.0,19.0,48.9,53.0,3.6,53.4,53.2,8.0,0.0,
Troy Franklin,21.0,DEN,14.0,6.0,49.0,25.0,252.0,10.1,2.0,10.0,34.7,30.0,1.8,18.0,51.0,5.1,0.0,
Mack Hollins,31.0,BUF,14.0,10.0,41.0,24.0,295.0,12.3,5.0,19.0,56.1,44.0,1.7,21.1,58.5,7.2,0.0,
Rashee Rice,24.0,KAN,4.0,4.0,29.0,24.0,288.0,12.0,2.0,15.0,65.5,44.0,6.0,72.0,82.8,9.9,0.0,
Curtis Samuel,28.0,BUF,13.0,1.0,38.0,24.0,201.0,8.4,1.0,8.0,34.2,38.0,1.8,15.5,63.2,5.3,0.0,
Luke Schoonmaker,26.0,DAL,14.0,5.0,33.0,24.0,222.0,9.3,1.0,10.0,54.5,24.0,1.7,15.9,72.7,6.7,0.0,
Tyjae Spears,23.0,TEN,10.0,0.0,27.0,24.0,177.0,7.4,1.0,7.0,44.4,43.0,2.4,17.7,88.9,6.6,0.0,
AJ Barner,22.0,SEA,14.0,5.0,31.0,23.0,198.0,8.6,2.0,13.0,54.8,20.0,1.6,14.1,74.2,6.4,0.0,
Dyami Brown,25.0,WAS,14.0,1.0,31.0,23.0,236.0,10.3,1.0,11.0,48.4,41.0,1.6,16.9,74.2,7.6,0.0,
Keon Coleman,21.0,BUF,10.0,9.0,38.0,23.0,481.0,20.9,3.0,17.0,52.6,64.0,2.3,48.1,60.5,12.7,0.0,
Taysom Hill,34.0,NOR,8.0,8.0,31.0,23.0,187.0,8.1,0.0,8.0,48.4,34.0,2.9,23.4,74.2,6.0,1.0,
Foster Moreau,27.0,NOR,14.0,14.0,31.0,23.0,302.0,13.1,4.0,16.0,54.8,41.0,1.6,21.6,74.2,9.7,0.0,
Zack Moss,27.0,CIN,8.0,6.0,27.0,23.0,187.0,8.1,1.0,11.0,63.0,21.0,2.9,23.4,85.2,6.9,2.0,
Nick Westbrook-Ikhine,27.0,TEN,14.0,7.0,43.0,23.0,393.0,17.1,8.0,19.0,46.5,98.0,1.6,28.1,53.5,9.1,0.0,
Josh Whyle,25.0,TEN,14.0,4.0,29.0,23.0,219.0,9.5,1.0,13.0,58.6,33.0,1.6,15.6,79.3,7.6,0.0,
Kendrick Bourne,29.0,NWE,9.0,6.0,30.0,22.0,253.0,11.5,1.0,11.0,53.3,37.0,2.4,28.1,73.3,8.4,0.0,
Tyler Johnson,26.0,LAR,14.0,2.0,34.0,22.0,256.0,11.6,0.0,7.0,44.1,63.0,1.6,18.3,64.7,7.5,0.0,
Jalen McMillan,23.0,TAM,10.0,9.0,40.0,22.0,279.0,12.7,4.0,13.0,50.0,32.0,2.2,27.9,55.0,7.0,0.0,
Samaje Perine,29.0,KAN,14.0,0.0,29.0,22.0,239.0,10.9,1.0,11.0,44.8,35.0,1.6,17.1,75.9,8.2,0.0,
Grant Calcaterra,26.0,PHI,14.0,10.0,24.0,21.0,254.0,12.1,1.0,14.0,70.8,34.0,1.5,18.1,87.5,10.6,0.0,
Jalen Coker,23.0,CAR,8.0,2.0,32.0,21.0,373.0,17.8,2.0,16.0,59.4,83.0,2.6,46.6,65.6,11.7,0.0,
Kareem Hunt,29.0,KAN,11.0,8.0,29.0,21.0,152.0,7.2,0.0,9.0,51.7,26.0,1.9,13.8,72.4,5.2,0.0,
Miles Sanders,27.0,CAR,10.0,1.0,26.0,21.0,98.0,4.7,0.0,3.0,19.2,27.0,2.1,9.8,80.8,3.8,0.0,
