Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg
Mike Nugent,CIN,30,K,12,0,2.0,2.0,5.0,5.0,5.0,5.0,9.0,6.0,2.0,1.0,23.0,19.0,55.0,82.6%,35.0,35.0,100.0%,65.0,4252.0,21.0,32.3%,65.4
Garrett Hartley,NOR,26,K,16,0,,,9.0,9.0,6.0,4.0,3.0,2.0,4.0,3.0,22.0,18.0,53.0,81.8%,57.0,57.0,100.0%,2.0,24.0,,,12.0
Nick Novak,SDG,31,K,13,0,1.0,1.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,2.0,20.0,18.0,51.0,90.0%,33.0,33.0,100.0%,62.0,3951.0,22.0,35.5%,63.7
Kai Forbath,WAS,25,K,11,0,,,3.0,3.0,3.0,2.0,11.0,11.0,1.0,1.0,18.0,17.0,50.0,94.4%,34.0,33.0,97.1%,62.0,3853.0,15.0,24.2%,62.1
Billy Cundiff,WAS,32,K,5,0,,,1.0,1.0,5.0,3.0,4.0,3.0,2.0,,12.0,7.0,45.0,58.3%,17.0,17.0,100.0%,29.0,1841.0,18.0,62.1%,63.5
Josh Brown,CIN,33,K,4,0,,,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,12.0,11.0,52.0,91.7%,8.0,8.0,100.0%,23.0,1475.0,6.0,26.1%,64.1
Graham Gano,CAR,25,K,6,0,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,11.0,9.0,51.0,81.8%,21.0,20.0,95.2%,35.0,2320.0,20.0,57.1%,66.3
Justin Medlock,CAR,29,K,10,0,,,2.0,2.0,3.0,3.0,4.0,2.0,1.0,,10.0,7.0,45.0,70.0%,23.0,23.0,100.0%,41.0,2388.0,17.0,41.5%,58.2
Nate Kaeding,2TM,30,K,5,0,1.0,1.0,3.0,3.0,,,6.0,4.0,,,10.0,8.0,45.0,80.0%,9.0,9.0,100.0%,22.0,1408.0,12.0,54.5%,64.0
Olindo Mare,CHI,39,K,3,0,,,3.0,2.0,3.0,3.0,2.0,1.0,,,8.0,6.0,40.0,75.0%,7.0,7.0,100.0%,16.0,1045.0,10.0,62.5%,65.3
Matthew Bosher,ATL,25,P,16,0,,,,,,,,,,,,,,,,,,94.0,6094.0,45.0,47.9%,64.8
Thomas Morstead*,NOR,26,P,16,0,,,,,,,,,,,,,,,,,,90.0,5698.0,45.0,50.0%,63.3
Michael Koenen,TAM,30,P,16,0,,,,,,,,,,,,,,,,,,87.0,5593.0,58.0,66.7%,64.3
Pat McAfee,IND,25,P,16,0,,,,,,,,,,,,,,,,,,79.0,5213.0,45.0,57.0%,66.0
Adam Podlesh,CHI,29,P,16,0,,,,,,,,,,,,,,,,,,4.0,245.0,1.0,25.0%,61.3
Britton Colquitt,DEN,27,P,16,0,,,,,,,,,,,,,,,,,,1.0,60.0,,,60.0
Johnny Hekker,STL,22,P,16,0,,,,,,,,,,,,,,,,,,1.0,9.0,,,9.0
Donnie Jones,HOU,32,P,16,0,,,,,,,,,,,,,,,,,,1.0,58.0,,,58.0
Sam Koch,BAL,30,P,16,0,,,,,,,,,,,,,,,,,,1.0,64.0,,,64.0
Andy Lee+,SFO,30,P,16,0,,,,,,,,,,,,,,,,,,1.0,63.0,,,63.0
Robert Malone,NYJ,24,P,16,0,,,,,,,,,,,,,,,,,,1.0,67.0,,,67.0
Zoltan Mesko,NWE,26,P,16,0,,,,,,,,,,,,,,,,,,1.0,60.0,,,60.0
Brad Nortman,CAR,23,P,16,0,,,,,,,,,,,,,,,,,,1.0,68.0,,,68.0
Jon Ryan,SEA,31,P,16,0,,,,,,,,,,,,,,,,,,1.0,66.0,,,66.0
Dave Zastudil,ARI,34,P,16,0,,,,,,,,,,,,,,,,,,1.0,62.0,,,62.0
