Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
Ryan Tannehill,30.0,MIA,QB,11.0,11.0,5-6-0,176.0,274.0,64.2,1979.0,17.0,6.2,9.0,3.3,92.0,42.1,75.0,7.2,6.99,11.2,179.9,92.7,33.2,35.0,279.0,11.33,5.5,5.29,3.0,3.0,
Nick Foles,29.0,PHI,QB,5.0,5.0,4-1-0,141.0,195.0,72.3,1413.0,7.0,3.6,4.0,2.1,59.0,42.6,83.0,7.2,7.04,10.0,282.6,96.0,65.4,9.0,47.0,4.41,6.7,6.5,2.0,2.0,
C.J. Beathard,25.0,SFO,QB,6.0,5.0,0-5-0,102.0,169.0,60.4,1252.0,8.0,4.7,7.0,4.1,60.0,44.4,82.0,7.4,6.49,12.3,208.7,81.8,41.5,18.0,156.0,9.63,5.86,5.03,0.0,0.0,
Brock Osweiler,28.0,MIA,QB,7.0,5.0,2-3-0,113.0,178.0,63.5,1247.0,6.0,3.4,4.0,2.2,58.0,43.6,75.0,7.0,6.67,11.0,178.1,86.0,34.5,17.0,130.0,8.72,5.73,5.42,1.0,1.0,
Lamar Jackson,21.0,BAL,QB,16.0,7.0,6-1-0,99.0,170.0,58.2,1201.0,6.0,3.5,3.0,1.8,60.0,43.5,74.0,7.1,6.98,12.1,75.1,84.5,42.6,16.0,71.0,8.6,6.08,5.99,0.0,1.0,
Jeff Driskel,25.0,CIN,QB,9.0,5.0,1-4-0,105.0,176.0,59.7,1003.0,6.0,3.4,2.0,1.1,50.0,38.5,37.0,5.7,5.87,9.6,111.4,82.2,29.7,16.0,122.0,8.33,4.59,4.74,0.0,0.0,
Jimmy Garoppolo,27.0,SFO,QB,3.0,3.0,1-2-0,53.0,89.0,59.6,718.0,5.0,5.6,3.0,3.4,35.0,45.1,56.0,8.1,7.67,13.5,239.3,90.0,27.5,13.0,97.0,12.75,6.09,5.75,0.0,0.0,
Cody Kessler,25.0,JAX,QB,5.0,4.0,2-2-0,85.0,131.0,64.9,709.0,2.0,1.5,2.0,1.5,35.0,41.2,35.0,5.4,5.03,8.3,141.8,77.4,25.9,22.0,149.0,14.38,3.66,3.33,0.0,0.0,
Blaine Gabbert,29.0,TEN,QB,8.0,3.0,2-1-0,61.0,101.0,60.4,626.0,4.0,4.0,4.0,4.0,32.0,39.6,35.0,6.2,5.21,10.3,78.3,74.9,27.0,5.0,37.0,4.72,5.56,4.61,2.0,2.0,
Josh Johnson,32.0,WAS,QB,4.0,3.0,1-2-0,52.0,91.0,57.1,590.0,3.0,3.3,4.0,4.4,29.0,42.0,79.0,6.5,5.16,11.3,147.5,69.4,47.4,9.0,67.0,9.0,5.23,4.03,1.0,1.0,
Josh McCown,39.0,NYJ,QB,4.0,3.0,0-3-0,60.0,110.0,54.5,539.0,1.0,0.9,4.0,3.6,27.0,38.5,41.0,4.9,3.45,9.0,134.8,55.8,33.8,7.0,35.0,5.98,4.31,2.94,0.0,0.0,
Chase Daniel,32.0,CHI,QB,5.0,2.0,1-1-0,53.0,76.0,69.7,515.0,3.0,3.9,2.0,2.6,23.0,45.9,46.0,6.8,6.38,9.7,103.0,90.6,27.5,9.0,40.0,10.59,5.59,5.24,1.0,0.0,
Tyrod Taylor,29.0,CLE,QB,4.0,3.0,1-1-1,42.0,85.0,49.4,473.0,2.0,2.4,2.0,2.4,17.0,28.6,47.0,5.6,4.98,11.3,118.3,64.5,27.0,13.0,81.0,13.27,4.0,3.49,1.0,0.0,
Derek Anderson,35.0,BUF,QB,2.0,2.0,0-2-0,42.0,70.0,60.0,465.0,0.0,0.0,4.0,5.7,22.0,38.7,40.0,6.6,4.07,11.1,232.5,56.0,26.6,5.0,33.0,6.67,5.76,3.36,0.0,0.0,
Sam Bradford,31.0,ARI,QB,3.0,3.0,0-3-0,50.0,80.0,62.5,400.0,2.0,2.5,4.0,5.0,16.0,32.6,35.0,5.0,3.25,8.0,133.3,62.5,27.9,6.0,33.0,6.98,4.27,2.64,0.0,0.0,
Colt McCoy,32.0,WAS,QB,3.0,2.0,0-2-0,34.0,54.0,63.0,372.0,3.0,5.6,3.0,5.6,17.0,45.0,53.0,6.9,5.5,10.9,124.0,78.6,38.8,6.0,36.0,10.0,5.6,4.35,0.0,0.0,
Taylor Heinicke,25.0,CAR,QB,6.0,1.0,0-1-0,35.0,57.0,61.4,320.0,1.0,1.8,3.0,5.3,19.0,40.7,33.0,5.6,3.6,9.1,53.3,60.6,18.3,2.0,17.0,3.39,5.14,3.19,0.0,0.0,
Nathan Peterman,24.0,BUF,QB,4.0,2.0,0-2-0,44.0,81.0,54.3,296.0,1.0,1.2,7.0,8.6,13.0,28.4,26.0,3.7,0.01,6.7,74.0,30.7,8.0,7.0,34.0,7.95,2.98,-0.38,0.0,0.0,
Kyle Allen,22.0,CAR,QB,2.0,1.0,1-0-0,20.0,31.0,64.5,266.0,2.0,6.5,0.0,0.0,11.0,45.2,53.0,8.6,9.87,13.3,133.0,113.1,95.2,0.0,0.0,0.0,8.58,9.87,0.0,0.0,
Matt Barkley,28.0,BUF,QB,1.0,1.0,1-0-0,15.0,25.0,60.0,232.0,2.0,8.0,0.0,0.0,12.0,46.2,47.0,9.3,10.88,15.5,232.0,117.4,85.8,1.0,8.0,3.85,8.62,10.15,0.0,0.0,
DeShone Kizer,22.0,GNB,QB,3.0,0.0,,20.0,42.0,47.6,187.0,0.0,0.0,2.0,4.8,8.0,30.4,29.0,4.5,2.31,9.4,62.3,40.5,25.5,4.0,38.0,8.7,3.24,1.28,0.0,0.0,
Mike Glennon,29.0,ARI,QB,2.0,0.0,,15.0,21.0,71.4,174.0,1.0,4.8,0.0,0.0,8.0,50.0,26.0,8.3,9.24,11.6,87.0,112.0,75.0,1.0,8.0,4.55,7.55,8.45,0.0,0.0,
Mark Sanchez,32.0,WAS,QB,2.0,1.0,0-1-0,19.0,35.0,54.3,138.0,0.0,0.0,3.0,8.6,3.0,21.4,20.0,3.9,0.09,7.3,69.0,28.0,4.5,7.0,42.0,16.67,2.29,-0.93,0.0,0.0,
Teddy Bridgewater,26.0,NOR,QB,5.0,1.0,0-1-0,14.0,23.0,60.9,118.0,1.0,4.3,1.0,4.3,8.0,36.0,18.0,5.1,4.04,8.4,23.6,70.6,31.3,2.0,8.0,8.0,4.4,3.4,0.0,0.0,
Odell Beckham Jr.,26.0,NYG,WR,12.0,12.0,,2.0,2.0,100.0,106.0,2.0,100.0,0.0,0.0,2.0,100.0,57.0,53.0,73.0,53.0,8.8,158.3,100.0,0.0,0.0,0.0,53.0,73.0,0.0,0.0,
Kevin Byard,25.0,TEN,FS,16.0,16.0,,1.0,1.0,100.0,66.0,1.0,100.0,0.0,0.0,1.0,,66.0,66.0,86.0,66.0,4.1,158.3,,0.0,0.0,0.0,66.0,86.0,0.0,0.0,
Taysom Hill,28.0,NOR,QB,16.0,4.0,,3.0,7.0,42.9,64.0,0.0,0.0,1.0,14.3,3.0,25.0,44.0,9.1,2.71,21.3,4.0,36.3,40.9,1.0,3.0,12.5,7.63,2.0,0.0,0.0,
Jarvis Landry,26.0,CLE,WR,16.0,14.0,,1.0,2.0,50.0,63.0,0.0,0.0,0.0,0.0,1.0,50.0,63.0,31.5,31.5,63.0,3.9,95.8,100.0,0.0,0.0,0.0,31.5,31.5,0.0,0.0,PB
Matt Cassel,36.0,DET,QB,2.0,0.0,,7.0,17.0,41.2,59.0,0.0,0.0,1.0,5.9,2.0,38.9,11.0,3.5,0.82,8.4,29.5,26.3,9.6,1.0,13.0,5.56,2.56,0.06,0.0,0.0,
Albert Wilson,26.0,MIA,WR,7.0,3.0,,1.0,1.0,100.0,52.0,1.0,100.0,0.0,0.0,1.0,100.0,52.0,52.0,72.0,52.0,7.4,158.3,99.6,0.0,0.0,0.0,52.0,72.0,0.0,0.0,
Christian McCaffrey,22.0,CAR,RB,16.0,16.0,,1.0,1.0,100.0,50.0,1.0,100.0,0.0,0.0,1.0,100.0,50.0,50.0,70.0,50.0,3.1,158.3,100.0,0.0,0.0,0.0,50.0,70.0,0.0,0.0,AP-2
Joshua Dobbs,23.0,PIT,QB,5.0,0.0,,6.0,12.0,50.0,43.0,0.0,0.0,1.0,8.3,2.0,33.3,22.0,3.6,-0.17,7.2,8.6,24.0,51.0,0.0,0.0,0.0,3.58,-0.17,0.0,0.0,
Julian Edelman,32.0,NWE,WR,12.0,12.0,,2.0,2.0,100.0,43.0,0.0,0.0,0.0,0.0,1.0,50.0,37.0,21.5,21.5,21.5,3.6,118.7,93.9,0.0,0.0,0.0,21.5,21.5,0.0,0.0,
Garrett Gilbert,27.0,CAR,QB,1.0,0.0,,2.0,3.0,66.7,40.0,0.0,0.0,0.0,0.0,1.0,25.0,31.0,13.3,13.33,20.0,40.0,109.7,40.4,1.0,5.0,25.0,8.75,8.75,0.0,0.0,
Larry Fitzgerald,35.0,ARI,WR,16.0,16.0,,1.0,1.0,100.0,32.0,1.0,100.0,0.0,0.0,1.0,100.0,32.0,32.0,52.0,32.0,2.0,158.3,100.0,0.0,0.0,0.0,32.0,52.0,0.0,0.0,
Chad Henne,33.0,KAN,QB,1.0,0.0,,2.0,3.0,66.7,29.0,0.0,0.0,0.0,0.0,2.0,66.7,22.0,9.7,9.67,14.5,29.0,97.9,69.6,0.0,0.0,0.0,9.67,9.67,0.0,0.0,
Danny Amendola,33.0,MIA,WR,15.0,15.0,,1.0,1.0,100.0,28.0,1.0,100.0,0.0,0.0,1.0,100.0,28.0,28.0,48.0,28.0,1.9,158.3,100.0,0.0,0.0,0.0,28.0,48.0,0.0,0.0,
Emmanuel Sanders,31.0,DEN,WR,12.0,12.0,,1.0,1.0,100.0,28.0,1.0,100.0,0.0,0.0,1.0,100.0,28.0,28.0,48.0,28.0,2.3,158.3,100.0,0.0,0.0,0.0,28.0,48.0,0.0,0.0,
Sean Mannion,26.0,LAR,QB,3.0,0.0,,2.0,3.0,66.7,23.0,0.0,0.0,0.0,0.0,1.0,33.3,18.0,7.7,7.67,11.5,7.7,89.6,5.8,0.0,0.0,0.0,7.67,7.67,0.0,0.0,
Nate Sudfeld,25.0,PHI,QB,2.0,0.0,,1.0,2.0,50.0,22.0,1.0,50.0,0.0,0.0,1.0,50.0,22.0,11.0,21.0,22.0,11.0,129.2,28.9,0.0,0.0,0.0,11.0,21.0,0.0,0.0,
Robert Griffin III,28.0,BAL,QB,3.0,0.0,,2.0,6.0,33.3,21.0,0.0,0.0,0.0,0.0,1.0,33.3,14.0,3.5,3.5,10.5,7.0,44.4,2.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,
Darius Jennings,26.0,TEN,WR,16.0,0.0,,1.0,1.0,100.0,21.0,0.0,0.0,0.0,0.0,1.0,100.0,21.0,21.0,21.0,21.0,1.3,118.7,99.9,0.0,0.0,0.0,21.0,21.0,0.0,0.0,
Sam Koch,36.0,BAL,P,16.0,0.0,,1.0,1.0,100.0,21.0,0.0,0.0,0.0,0.0,1.0,,21.0,21.0,21.0,21.0,1.3,118.7,10.7,0.0,0.0,0.0,21.0,21.0,0.0,0.0,
Matt Schaub,37.0,ATL,QB,3.0,0.0,,5.0,7.0,71.4,20.0,0.0,0.0,0.0,0.0,1.0,28.6,9.0,2.9,2.86,4.0,6.7,74.1,63.2,0.0,0.0,0.0,2.86,2.86,0.0,0.0,
Johnny Hekker,28.0,LAR,P,16.0,0.0,,2.0,4.0,50.0,19.0,0.0,0.0,0.0,0.0,2.0,,12.0,4.8,4.75,9.5,1.2,63.5,,0.0,0.0,0.0,4.75,4.75,0.0,0.0,AP-2
Nelson Agholor,25.0,PHI,WR,16.0,16.0,,1.0,1.0,100.0,15.0,0.0,0.0,0.0,0.0,1.0,100.0,15.0,15.0,15.0,15.0,0.9,118.7,100.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,
Logan Thomas,27.0,BUF,TE,12.0,3.0,,1.0,1.0,100.0,15.0,0.0,0.0,0.0,0.0,1.0,,15.0,15.0,15.0,15.0,1.3,118.7,,0.0,0.0,0.0,15.0,15.0,0.0,0.0,
Derrick Henry,24.0,TEN,RB,16.0,12.0,,2.0,3.0,66.7,14.0,0.0,0.0,0.0,0.0,1.0,66.7,8.0,4.7,4.67,7.0,0.9,77.1,58.2,0.0,0.0,0.0,4.67,4.67,0.0,0.0,
Colby Wadman,23.0,DEN,P,12.0,0.0,,1.0,1.0,100.0,12.0,0.0,0.0,0.0,0.0,1.0,,12.0,12.0,12.0,12.0,1.0,116.7,,0.0,0.0,0.0,12.0,12.0,0.0,0.0,
A.J. McCarron,28.0,OAK,QB,2.0,0.0,,1.0,3.0,33.3,8.0,0.0,0.0,0.0,0.0,0.0,,8.0,2.7,2.67,8.0,4.0,42.4,0.4,1.0,7.0,25.0,0.25,0.25,0.0,0.0,
Anthony Miller,24.0,CHI,WR,15.0,4.0,,1.0,1.0,100.0,8.0,0.0,0.0,0.0,0.0,1.0,100.0,8.0,8.0,8.0,8.0,0.5,100.0,82.3,0.0,0.0,0.0,8.0,8.0,0.0,0.0,
Matt Prater,34.0,DET,K,16.0,0.0,,1.0,1.0,100.0,8.0,1.0,100.0,0.0,0.0,1.0,,8.0,8.0,28.0,8.0,0.5,139.6,,0.0,0.0,0.0,8.0,28.0,0.0,0.0,
Geno Smith,28.0,LAC,QB,5.0,0.0,,1.0,4.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,,8.0,2.0,2.0,8.0,1.6,39.6,0.7,1.0,16.0,20.0,-1.6,-1.6,0.0,0.0,
Brian Hoyer,33.0,NWE,QB,5.0,0.0,,1.0,2.0,50.0,7.0,0.0,0.0,0.0,0.0,0.0,,7.0,3.5,3.5,7.0,1.4,58.3,0.5,0.0,0.0,0.0,3.5,3.5,0.0,0.0,
Tress Way,28.0,WAS,P,16.0,0.0,,1.0,1.0,100.0,7.0,0.0,0.0,0.0,0.0,1.0,,7.0,7.0,7.0,7.0,0.4,95.8,,0.0,0.0,0.0,7.0,7.0,0.0,0.0,
Mohamed Sanu,29.0,ATL,WR,16.0,16.0,,1.0,2.0,50.0,5.0,1.0,50.0,0.0,0.0,1.0,50.0,5.0,2.5,12.5,5.0,0.3,95.8,32.3,0.0,0.0,0.0,2.5,12.5,0.0,0.0,
Logan Cooke,23.0,JAX,P,16.0,0.0,,1.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,1.0,,4.0,4.0,4.0,4.0,0.3,83.3,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,
Kenny Stills,26.0,MIA,WR,15.0,15.0,,1.0,1.0,100.0,3.0,1.0,100.0,0.0,0.0,1.0,100.0,3.0,3.0,23.0,3.0,0.2,118.7,100.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,
Chris Boswell,27.0,PIT,K,15.0,0.0,,1.0,1.0,100.0,2.0,1.0,100.0,0.0,0.0,1.0,,2.0,2.0,22.0,2.0,0.1,118.7,,0.0,0.0,0.0,2.0,22.0,0.0,0.0,
Jacoby Brissett,26.0,IND,QB,4.0,0.0,,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,1.0,25.0,4.0,0.5,0.5,1.0,0.5,56.2,100.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,
Tarik Cohen,23.0,CHI,RB,16.0,7.0,,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,1.0,100.0,1.0,1.0,21.0,1.0,0.1,118.7,100.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,"PB,AP-1"
Keenan Allen,26.0,LAC,WR,16.0,14.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,0.0,1.0,7.0,100.0,-7.0,-7.0,0.0,0.0,PB
Bryan Anger,30.0,TAM,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cole Beasley,29.0,DAL,WR,16.0,4.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Corey Bojorquez,22.0,BUF,P,8.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tyler Boyd,24.0,CIN,WR,14.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Brown,30.0,PIT,WR,15.0,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB
Eric Ebron,25.0,IND,TE,16.0,8.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB
Bruce Ellington,27.0,DET,WR,4.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dontrell Hilliard,23.0,CLE,RB,11.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
DeAndre Hopkins,26.0,HOU,WR,16.0,16.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PB,AP-1,AP OPoY-3"
Zay Jones,23.0,BUF,WR,16.0,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kyle Lauletta,23.0,NYG,QB,2.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,,,0.0,-9.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,
JK Scott,23.0,GNB,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dede Westbrook,25.0,JAX,WR,16.0,9.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
League Average,,,,,,,,,64.9,,,4.8,,2.4,,46.8,,7.4,7.26,11.4,113.1,92.9,,,,6.76,6.42,6.32,,,
