Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Sfty,Awards
Pete Cronan,27,WAS,LB,7,0,0,0,0,0,,0,1,0,0,0.0,,0,
George Crump,23,NWE,DE,9,0,0,0,0,0,,0,0,0,0,1.0,,1,
Dwayne Crutchfield,23,NYJ,RB,6,0,0,0,0,0,,1,0,0,0,0.0,,0,
James Davis,25,RAI,DB,9,0,2,107,1,55,,0,1,0,0,1.0,,0,
Jeff Davis,22,TAM,LB,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Rich Diana,22,MIA,RB,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Scott Dierking,27,NYJ,RB,9,0,0,0,0,0,,2,1,0,0,0.0,,0,
Paul Dombroski,26,NWE,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Doug Donley,23,DAL,WR,6,0,0,0,0,0,,2,0,0,0,0.0,,0,
Tony Elliott,23,NOR,NT,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Neil Elshire,24,MIN,DE,5,0,0,0,0,0,,0,0,0,0,1.0,,0,
Vince Evans,27,CHI,QB,4,0,0,0,0,0,,1,0,-24,0,0.0,,0,
George Farmer,24,RAM,WR,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ron Fellows,24,DAL,DB,9,0,0,0,0,0,,3,1,0,0,0.0,,0,
Jeff Fisher,24,CHI,DB,9,0,3,19,0,19,,2,0,0,0,0.0,,0,
Judson Flint,25,CLE,DB,9,0,1,0,0,0,,0,0,0,0,0.0,,0,
Cleveland Franklin,27,BAL,RB,9,0,0,0,0,0,,2,0,0,0,0.0,,0,
Elvis Franks,25,CLE,DE,9,0,0,0,0,0,,0,1,3,0,2.0,,0,
Blane Gaison,24,ATL,DB,9,0,1,0,0,0,,0,0,0,0,0.0,,0,
David Galloway,23,STL,DT,5,0,0,0,0,0,,0,0,0,0,2.0,,0,
Dennis Gentry,23,CHI,RB,9,0,0,0,0,0,,4,1,0,0,0.0,,0,
Louie Giammona,29,PHI,RB,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Jeff Gossett,25,KAN,P,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Greene,26,STL,DB,8,0,1,2,0,2,,0,1,0,0,0.0,,0,
Anthony Griggs,22,PHI,LB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Anthony Hancock,22,KAN,WR,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Bruce Harper,27,NYJ,RB,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Roland Harper,29,CHI,RB,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Sam Harrell,25,MIN,RB,1,0,0,0,0,0,,1,0,0,0,0.0,,0,
Frank Hawkins,23,RAI,RB,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Louis Haynes,22,KAN,LB,6,0,0,0,0,0,,0,1,0,0,0.0,,0,
Larry Heater,24,NYG,RB,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Wally Henry,28,PHI,WR,8,0,0,0,0,0,,4,2,0,0,0.0,,0,
Luther Henson,23,NWE,NT,8,0,0,0,0,0,,0,0,0,0,1.0,,0,
Bruce Herron,28,CHI,LB,9,0,0,0,0,0,,0,0,0,0,1.0,,0,
Ron Hester,23,MIA,LB,9,0,0,0,0,0,,0,1,0,0,1.0,,0,
Jay Hilgenberg,23,CHI,C,9,0,0,0,0,0,,0,1,5,0,0.0,,0,
Eddie Hill,25,MIA,RB,9,0,0,0,0,0,,2,0,0,0,0.0,,0,
Kenny Hill,24,RAI,DB,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Rod Hill,23,DAL,DB,9,0,0,0,0,0,,1,3,0,0,0.0,,0,
Gary Hogeboom,24,DAL,QB,4,0,0,0,0,0,,2,0,0,0,0.0,,0,
Randy Holloway,27,MIN,DE,9,0,1,6,0,6,,0,1,0,0,2.5,,0,
Pete Holohan,23,SDG,TE,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
John Holt,23,TAM,DB,9,0,0,0,0,0,,2,1,0,0,0.0,,0,
Robert Holt,23,BUF,WR,7,0,0,0,0,0,,2,0,0,0,0.0,,0,
Monty Hunter,23,DAL,DB,9,0,0,0,0,0,,0,1,0,0,1.0,,0,
Bill Hurley,25,NOR,DB,9,0,1,26,0,26,,0,0,0,0,0.0,,0,
LeRoy Irvin,25,RAM,DB,9,0,0,0,0,0,,4,2,0,0,0.0,,0,
Bill Jackson,22,CLE,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Monte Jackson,29,RAI,DB,9,0,1,0,0,0,,0,0,0,0,0.0,,0,
Robert Jackson,24,CIN,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Roger Jackson,23,DEN,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Jim Jensen,29,GNB,FB,8,0,0,0,0,0,,1,0,0,0,0.0,,0,
Billy Johnson,30,ATL,WR,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Bob Kohrs,24,PIT,DE,9,0,0,0,0,0,,0,1,0,0,2.0,,0,
Mike Kozlowski,26,MIA,DB,9,0,1,36,0,36,,0,2,30,0,1.0,,0,
Larry Kubin,23,WAS,LB,9,0,0,0,0,0,,0,1,0,0,0.5,,0,
Eric Lane,23,SEA,RB,9,0,0,0,0,0,,1,1,-5,0,0.0,,0,
Reggie Lewis,28,NOR,DE,9,0,0,0,0,0,,0,0,0,0,3.0,,0,
Rodney Lewis,23,NOR,DB,9,0,1,12,0,12,,0,0,0,0,0.0,,0,
Todd Liebenstein,22,WAS,DE,9,0,0,0,0,0,,0,0,0,0,1.0,,0,
Randy Love,26,STL,RB,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Ed Luther,25,SDG,QB,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Johnny Lynn,26,NYJ,DB,8,0,1,3,0,3,,0,1,0,0,0.0,,0,
Rob Lytle,28,DEN,RB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Dino Mangiero,24,KAN,DE,6,0,0,0,0,0,,0,0,0,0,1.0,,0,
Brison Manor,30,DEN,DE,9,0,0,0,0,0,,0,0,0,0,2.0,,0,
Frank Marion,31,NYG,LB,9,0,0,0,0,0,,0,0,0,0,0.5,,0,
Fred Marion,23,NWE,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Robbie Martin,24,DET,WR,9,0,0,0,0,0,,3,1,0,0,0.0,,0,
Stafford Mays,24,STL,DE,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ken McAlister,22,SEA,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
LeCharls McDaniel,24,WAS,DB,8,0,1,7,0,7,,0,0,0,0,0.0,,0,
Tony McGee,33,WAS,DE,9,0,0,0,0,0,,0,0,0,0,6.5,,0,
Ted McKnight,28,BUF,RB,3,0,0,0,0,0,,1,0,0,0,0.0,,0,
Steve McMichael,25,CHI,DT,9,0,0,0,0,0,,0,1,64,0,2.5,18,0,
Casey Merrill,25,GNB,DE,9,0,0,0,0,0,,0,0,0,0,4.0,,0,
Cleo Miller,30,CLE,RB,5,0,0,0,0,0,,1,0,0,0,0.0,,0,
Cleo Montgomery,26,RAI,WR,9,0,0,0,0,0,,0,2,0,0,0.0,,0,
Booker Moore,23,BUF,RB,5,0,0,0,0,0,,2,0,0,0,0.0,,0,
Joe Morris,22,NYG,RB,5,0,0,0,0,0,,1,1,0,0,0.0,,0,
Michael Morton,22,TAM,RB,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Mike Mosley,24,BUF,WR,9,0,0,0,0,0,,3,2,0,0,0.0,,0,
Mike Nelms,27,WAS,DB,8,0,0,0,0,0,,3,0,0,0,0.0,,0,"PB,AP-2"
Timmy Newsome,24,DAL,RB,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Tom Newton,28,NYJ,RB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Scott Nicolas,22,CLE,LB,9,0,0,0,0,0,,1,0,-14,0,0.0,,0,
Keith Nord,25,MIN,DB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Dennis Owens,22,NWE,NT,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Don Parrish,27,KAN,DE,8,0,0,0,0,0,,0,0,0,0,1.0,,0,
Lemar Parrish,35,BUF,DB,7,0,1,8,0,8,,0,0,0,0,0.0,,0,
Whitney Paul,29,NOR,LB,9,0,1,14,0,14,,0,0,0,0,3.0,,0,
Eddie Payton,31,MIN,RB,9,0,0,0,0,0,,3,0,0,0,0.0,,0,
George Peoples,22,DAL,RB,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Guy Prather,24,GNB,LB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ray Preston,28,SDG,LB,9,0,0,0,0,0,,0,2,0,0,0.0,,0,
Greg Pruitt,31,RAI,RB,9,0,0,0,0,0,,5,4,0,0,0.0,,0,
Mike Quick,23,PHI,WR,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Barry Redden,22,RAM,RB,9,0,0,0,0,0,,2,1,0,0,0.0,,0,
Jarvis Redwine,25,MIN,RB,7,0,0,0,0,0,,1,1,0,0,0.0,,0,
Booker Reese,23,TAM,DE,7,0,0,0,0,0,,0,0,0,0,1.0,,0,
Gerald Riggs,22,ATL,RB,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Carl Roaches,29,HOU,WR,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Del Rodgers,22,GNB,RB,9,0,0,0,0,0,,2,2,0,2,0.0,,0,
Doug Rogers,22,ATL,DE,9,0,0,0,0,0,,0,0,0,0,2.0,,0,
Durwood Roquemore,22,KAN,DB,9,0,1,17,0,17,,0,0,0,0,0.0,,0,
Larry Rubens,23,GNB,C,9,0,0,0,0,0,,1,0,-15,0,0.0,,0,
Eric Sanders,24,ATL,T,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Art Schlichter,22,BAL,QB,3,0,0,0,0,0,,3,0,0,0,0.0,,0,
Turk Schonert,25,CIN,QB,2,0,0,0,0,0,,1,1,0,0,0.0,,0,
Dewey Selmon,29,SDG,LB,8,0,0,0,0,0,,0,1,0,0,0.0,,0,
Pete Shaw,28,NYG,DB,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Daryle Skaugstad,25,HOU,NT,9,0,0,0,0,0,,0,0,0,0,3.0,,0,
Don Smerek,25,DAL,DT,7,0,0,0,0,0,,0,0,0,0,1.0,,0,
Jim Smith,27,PIT,WR,8,0,0,0,0,0,,1,0,0,0,0.0,,0,
Ricky Smith,22,NWE,CB,9,0,0,0,0,0,,3,2,-7,0,0.0,,0,
Kirk Springs,24,NYJ,DB,9,0,1,0,0,0,,0,0,0,0,0.0,,0,
Jack Squirek,23,RAI,LB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ray Stachowicz,23,GNB,P,9,0,0,0,0,0,,1,0,-10,0,0.0,,0,
Rohn Stark,23,BAL,P,9,0,0,0,0,0,,1,0,0,0,0.0,,0,
Cliff Stoudt,27,PIT,QB,6,0,0,0,0,0,,1,0,0,0,0.0,,0,
Don Strock,32,MIA,QB,9,0,0,0,0,0,,1,0,-3,0,0.0,,0,
Rodney Tate,23,CIN,RB,9,0,0,0,0,0,,2,2,0,0,0.0,,0,
Malcolm Taylor,22,HOU,DE,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Calvin Thomas,22,CHI,RB,6,0,0,0,0,0,,1,0,0,0,0.0,,0,
Del Thompson,24,KAN,RB,6,0,0,0,0,0,,0,1,0,0,0.0,,0,
Bruce Thornton,24,STL,DT,6,0,0,0,0,0,,0,0,0,0,1.0,,0,
Ruben Vaughan,26,RAI,DE,9,0,0,0,0,0,,0,0,0,0,4.0,,0,
Billy Waddy,28,RAM,WR,3,0,0,0,0,0,,1,0,0,0,0.0,,0,
Dwight Walker,23,CLE,RB,9,0,0,0,0,0,,2,2,0,0,0.0,,0,
Fulton Walker,24,MIA,DB,9,0,3,54,0,30,,0,0,0,0,0.0,,0,
Rickey Watts,25,CHI,WR,9,0,0,0,0,0,,1,1,0,0,0.0,,0,
Arthur Whittington,27,BUF,RB,2,0,0,0,0,0,,2,0,0,0,0.0,,0,
Jimmy Williams,22,DET,LB,6,0,1,4,0,4,,0,0,0,0,0.0,,0,
Chester Willis,24,RAI,RB,8,0,0,0,0,0,,2,1,0,0,0.0,,0,
Keith Willis,23,PIT,DE,9,0,0,0,0,0,,0,0,0,0,1.0,,0,
Otis Wonsley,25,WAS,RB,9,0,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Wood,28,BAL,K,6,0,0,0,0,0,,0,1,0,0,0.0,,0,
Rick Woods,23,PIT,DB,5,0,1,12,0,12,,2,2,0,0,0.0,,0,
John Zamberlin,26,NWE,LB,8,0,0,0,0,0,,0,0,0,0,1.0,,0,
Mike Zele,26,ATL,NT,9,0,0,0,0,0,,0,2,0,0,1.0,,0,
