Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Justin Simmons,28,DEN,FS,17,17,5,76,0,35,12,0,0,0,0,0,1.5,80,60,20,4,2,0,AP-2
John Simpson,24,LVR,LG,17,17,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,
Roquan Smith,24,CHI,RILB,17,17,1,53,1,53,3,0,0,0,0,0,3.0,163,95,68,12,4,0,AP-2
Trey Smith,22,KAN,RG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Matthew Stafford,33,LAR,QB,17,17,0,0,0,0,0,0,5,3,2,0,0.0,0,0,0,0,0,0,
Grover Stewart,28,IND,RDT,17,17,0,0,0,0,2,1,0,0,0,0,1.0,46,23,23,2,5,0,
Ndamukong Suh,34,TAM,LDE,17,17,0,0,0,0,0,0,0,1,0,0,6.0,27,15,12,7,13,0,
Ryan Tannehill,33,TEN,QB,17,17,0,0,0,0,0,0,10,1,1,0,0.0,2,1,1,0,0,0,
Jonathan Taylor,22,IND,RB,17,17,0,0,0,0,0,0,4,3,0,0,0.0,0,0,0,0,0,0,"PB,AP-1,AP OPoY-2"
Joe Thuney,29,KAN,LG,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Levi Wallace,26,BUF,RCB,17,17,2,29,0,15,10,0,0,1,0,0,0.0,58,47,11,1,0,0,
Carson Wentz,29,IND,QB,17,17,0,0,0,0,0,0,8,1,-5,0,0.0,0,0,0,0,0,0,
Devin White,23,TAM,LILB,17,17,0,0,0,0,3,0,0,1,5,0,3.5,128,87,41,8,18,0,PB
Kyzir White,25,LAC,LILB,17,17,2,22,0,22,3,2,0,0,0,0,1.0,144,90,54,7,4,0,
Cody Whitehair,29,CHI,LG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Christian Wilkins,26,MIA,RDE,17,17,0,0,0,0,4,1,1,1,9,0,4.5,89,49,40,10,13,0,
Daryl Williams,29,BUF,RG/RT,17,17,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Leonard Williams,27,NYG,NT,17,17,0,0,0,0,2,2,0,1,0,0,6.5,81,34,47,5,14,0,
Nick Williams,31,DET,RDE,17,17,0,0,0,0,1,0,0,0,0,0,0.5,27,14,13,4,2,0,
Damien Wilson,28,JAX,LILB,17,17,1,1,0,1,5,1,0,0,0,0,3.0,106,59,47,5,5,0,
Tristan Wirfs,22,TAM,RT,17,17,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,"PB,AP-1"
Xavier Woods,26,MIN,FS,17,17,3,54,0,27,10,2,0,0,0,0,1.0,108,72,36,1,1,0,
Kevin Zeitler,31,BAL,RG,17,17,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,
Brandon Aiyuk,23,SFO,WR,17,16,0,0,0,0,0,0,2,2,-4,0,0.0,0,0,0,0,0,0,
James Bradberry,28,NYG,LCB,17,16,4,19,0,14,17,0,1,2,13,0,0.0,47,37,10,0,0,0,
DeForest Buckner,27,IND,LDT,17,16,0,0,0,0,3,0,0,0,0,0,7.0,68,40,28,10,18,0,PB
Brian Burns,23,CAR,RDE,17,16,0,0,0,0,4,2,0,0,0,0,9.0,50,31,19,13,18,0,PB
Robbie Chosen,28,CAR,WR,17,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Jesse Davis,30,MIA,RT,17,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Liam Eichenberg,23,MIA,LT,17,16,0,0,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,
Davon Godchaux,27,NWE,NT,17,16,0,0,0,0,0,1,0,0,0,0,1.0,65,32,33,2,5,0,
Rasheem Green,24,SEA,LOLB,17,16,0,0,0,0,4,0,0,0,0,0,6.5,48,27,21,6,15,0,
Tyreek Hill,27,KAN,WR,17,16,0,0,0,0,0,0,2,1,3,0,0.0,2,2,0,0,0,0,PB
Jerry Hughes,33,BUF,RDE,17,16,0,0,0,0,3,2,0,0,0,0,2.0,18,8,10,1,7,0,
Austin Jackson,22,MIA,LG,17,16,0,0,0,0,0,0,0,1,0,0,0.0,2,1,1,0,0,0,
Marvin Jones,31,JAX,WR,17,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Matt Judon,29,NWE,LOLB,17,16,0,0,0,0,1,0,0,1,-6,0,12.5,60,38,22,14,25,0,PB
Kyle Juszczyk,30,SFO,FB,17,16,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,PB
Bobby McCain,28,WAS,FS,17,16,4,63,1,30,9,0,0,0,0,0,0.0,63,47,16,0,0,0,
Xavier McKinney,23,NYG,FS/SS,17,16,5,64,1,41,10,0,0,0,0,0,0.0,93,59,34,1,0,0,
Jakobi Meyers,25,NWE,WR,17,16,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,
Kenny Moore,26,IND,RCB,17,16,4,78,0,32,13,1,0,0,0,0,1.0,102,82,20,6,1,0,PB
Devin Singletary,24,BUF,RB,17,16,0,0,0,0,0,0,5,2,5,0,0.0,1,1,0,0,0,0,
DeVonta Smith,23,PHI,WR,17,16,0,0,0,0,0,1,1,0,0,0,0.0,1,1,0,0,0,0,
Leighton Vander Esch,24,DAL,RLB,17,16,1,7,0,7,2,0,0,0,0,0,1.0,77,48,29,4,1,0,
Tyler Conklin,26,MIN,TE,17,15,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Damontae Kazee,28,DAL,FS,17,15,2,8,0,8,4,2,0,0,0,0,0.0,52,35,17,0,0,0,
Bilal Nichols,25,CHI,RDE/LDE,17,15,0,0,0,0,1,0,0,2,12,0,3.0,51,26,25,5,9,0,
Storm Norton,27,LAC,RT,17,15,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Uchenna Nwosu,25,LAC,ROLB,17,15,1,2,0,2,4,2,0,1,-6,0,5.0,40,24,16,8,17,0,
Kyle Pitts,21,ATL,TE,17,15,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,PB
Elandon Roberts,27,MIA,MLB,17,15,1,85,1,85,4,2,0,0,0,0,1.0,83,42,41,6,2,0,
Dalton Schultz,25,DAL,TE,17,15,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Shy Tuttle,26,NOR,LDT,17,15,0,0,0,0,3,1,0,1,0,0,0.0,48,17,31,3,1,0,
Jack Doyle,31,IND,TE,17,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Charles Harris,26,DET,ROLB,17,14,0,0,0,0,0,2,0,0,0,0,7.5,65,34,31,10,16,0,
Jacob Martin,26,HOU,LDE,17,14,0,0,0,0,3,2,0,0,0,0,4.0,23,11,12,5,6,1,
Darnell Mooney,24,CHI,WR,17,14,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,
A'Shawn Robinson,26,LAR,LDE,17,14,0,0,0,0,0,2,0,0,0,0,2.0,67,33,34,2,2,0,
Andrew Van Ginkel,26,MIA,RLB,17,14,0,0,0,0,7,1,0,0,0,0,4.0,71,50,21,9,20,0,
D.J. Wonnum,24,MIN,LDE,17,14,0,0,0,0,4,1,0,0,0,0,8.0,47,29,18,7,15,0,
Greg Gaines,25,LAR,RDT,17,13,0,0,0,0,0,0,0,0,0,0,4.5,55,28,27,4,13,0,
Cory Littleton,28,LVR,LLB,17,13,0,0,0,0,4,0,0,1,0,0,0.5,98,51,47,2,2,0,
Azeez Ojulari,21,NYG,ROLB,17,13,0,0,0,0,2,1,0,0,0,0,8.0,49,29,20,8,13,0,
Brandon Parker,26,LVR,RT,17,13,0,0,0,0,0,0,0,1,0,0,0.0,3,2,1,0,0,0,
Lucas Patrick,28,GNB,C,17,13,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Adrian Phillips,29,NWE,SS,17,13,4,39,1,26,9,1,0,0,0,0,0.0,92,56,36,3,1,0,
Jalen Reagor,22,PHI,WR,17,13,0,0,0,0,0,0,2,1,20,0,0.0,2,2,0,0,0,0,
Ian Thomas,25,CAR,TE,17,13,0,0,0,0,0,0,0,1,9,0,0.0,1,1,0,0,0,0,
Zach Gentry,25,PIT,TE,17,12,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Durham Smythe,26,MIA,TE,17,12,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Jalen Thompson,23,ARI,FS,17,12,3,49,0,33,7,0,0,0,0,0,0.0,121,79,42,3,2,0,
Juan Thornhill,26,KAN,FS,17,12,1,13,0,13,3,1,0,1,0,0,0.0,64,43,21,1,1,0,
Kindle Vildor,24,CHI,RCB,17,12,0,0,0,0,4,0,0,0,0,0,1.0,46,33,13,1,1,0,
Quez Watkins,23,PHI,WR,17,12,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Denico Autry,31,TEN,LDE,17,11,0,0,0,0,6,0,0,0,0,0,9.0,31,25,6,10,18,0,
Samson Ebukam,26,SFO,LDE/RDE,17,11,0,0,0,0,1,1,0,0,0,0,4.5,38,21,17,5,11,0,
Zaire Franklin,25,IND,RLB,17,11,1,8,0,8,2,0,0,1,0,0,0.0,40,21,19,1,0,0,
Adam Humphries,28,WAS,WR,17,11,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Christian Kirk,25,ARI,WR,17,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Foster Moreau,24,LVR,TE,17,11,0,0,0,0,0,1,1,1,0,0,0.0,4,3,1,0,0,0,
Emmanuel Ogbah,28,MIA,LDE,17,11,0,0,0,0,12,1,0,1,0,0,9.0,41,26,15,9,24,0,
Brandon Stephens,24,BAL,FS,17,11,0,0,0,0,4,0,0,0,0,0,0.0,78,49,29,1,1,0,
Myles Gaskin,24,MIA,RB,17,10,0,0,0,0,0,0,2,1,16,0,0.0,0,0,0,0,0,0,
William Gholston,30,TAM,RDE,17,10,0,0,0,0,0,0,0,0,0,0,4.5,36,21,15,7,11,0,
Chuba Hubbard,22,CAR,RB,17,10,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,
Chris Manhertz,29,JAX,TE,17,10,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,
Derrick Nnadi,25,KAN,RDT,17,10,0,0,0,0,0,0,0,0,0,0,3.0,38,21,17,2,5,0,
Troy Reeder,27,LAR,LLB,17,10,2,2,0,2,6,0,0,0,0,0,2.0,91,48,43,6,4,0,
Chandon Sullivan,25,GNB,DB,17,10,3,14,0,13,4,0,0,0,0,0,0.0,31,25,6,2,0,0,
Mark Andrews,26,BAL,TE,17,9,0,0,0,0,0,0,1,1,0,0,0.0,6,5,1,0,0,0,"PB,AP-1"
Morgan Fox,27,CAR,LDE,17,9,0,0,0,0,0,1,0,1,3,0,1.5,34,16,18,2,7,0,
Mike Gesicki,26,MIA,TE,17,9,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Mike Hilton,27,CIN,DB,17,9,2,59,1,35,5,1,0,0,0,0,0.0,66,48,18,8,2,0,
Zay Jones,26,LVR,WR,17,9,0,0,0,0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,
K.J. Osborn,24,MIN,WR,17,9,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,
Reggie Ragland,28,NYG,LOLB,17,9,0,0,0,0,2,0,0,1,0,0,0.0,67,38,29,2,1,0,
Hunter Renfrow,26,LVR,WR,17,9,0,0,0,0,1,0,5,3,39,0,0.0,2,2,0,0,0,0,PB
Zach Sieler,26,MIA,RDT,17,9,0,0,0,0,3,1,0,2,0,0,2.0,62,33,29,6,3,0,
Amon-Ra St. Brown,22,DET,WR,17,9,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,
Josh Tupou,27,CIN,DT,17,9,0,0,0,0,0,0,0,0,0,0,0.0,12,3,9,0,1,0,
Armon Watts,25,MIN,LDT,17,9,0,0,0,0,0,2,0,0,0,0,5.0,46,20,26,3,10,0,
John Bates,24,WAS,TE,17,8,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,0,
Angelo Blackson,29,CHI,LDE,17,8,1,6,0,6,2,0,0,0,0,0,2.5,43,24,19,3,9,0,
Mike Davis,28,ATL,RB,17,8,0,0,0,0,0,0,4,1,0,0,0.0,1,1,0,0,0,0,
C.J. Ham,28,MIN,FB,17,8,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,
Mecole Hardman,23,KAN,WR,17,8,0,0,0,0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,
Yosh Nijman,25,GNB,LT,17,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Drew Sample,25,CIN,TE,17,8,0,0,0,0,0,0,0,1,-15,0,0.0,1,1,0,0,0,0,
Keith Smith,29,ATL,FB,17,8,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,
Freddie Swain,23,SEA,WR,17,8,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,
Tavierre Thomas,25,HOU,DB,17,8,2,48,1,48,4,1,0,0,0,0,0.0,86,51,35,1,1,0,
K.J. Wright,32,LVR,RLB,17,8,0,0,0,0,0,0,0,0,0,0,0.0,51,25,26,2,0,0,
Olamide Zaccheaus,24,ATL,WR,17,8,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,
Mo Alie-Cox,28,IND,TE,17,7,0,0,0,0,0,0,1,0,0,0,0.0,3,2,1,0,0,0,
Ugo Amadi,24,SEA,DB,17,7,1,12,0,12,6,1,1,0,0,0,0.0,54,42,12,2,0,0,
Tom Compton,32,SFO,RT,17,7,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,
Sony Michel,26,LAR,RB,17,7,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,
George Odum,28,IND,SS,17,7,1,21,0,21,2,1,0,1,0,0,0.0,55,45,10,0,1,0,
Sheldon Richardson,31,MIN,RDT/RDE,17,7,0,0,0,0,4,1,0,1,0,0,2.5,39,24,15,6,13,0,
Daniel Sorensen,31,KAN,FS,17,7,2,75,1,75,8,0,0,0,0,0,1.0,51,40,11,3,3,0,
Eric Tomlinson,29,BAL,TE,17,7,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,
Darrel Williams,26,KAN,RB,17,7,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,
Tavon Young,27,BAL,DB,17,7,1,0,0,0,3,0,0,0,0,0,2.0,35,30,5,4,3,0,
Derrick Barnes,22,DET,LB,17,6,0,0,0,0,2,0,0,0,0,0,2.0,67,42,25,4,2,0,
Tarell Basham,27,DAL,LDE,17,6,0,0,0,0,0,1,0,1,0,0,3.5,39,21,18,3,11,0,
DeAndre Carter,28,WAS,WR,17,6,0,0,0,0,0,0,3,1,0,0,0.0,1,1,0,0,0,0,
Zaven Collins,22,ARI,DB,17,6,0,0,0,0,3,0,0,0,0,0,0.0,25,13,12,1,0,0,
Michael Danna,24,KAN,LDE/RDE,17,6,0,0,0,0,1,2,0,0,0,0,3.0,26,11,15,3,10,0,
Dane Jackson,25,BUF,LCB,17,6,0,0,0,0,6,0,0,0,0,0,0.0,41,33,8,0,0,0,
Jakob Johnson,27,NWE,FB,17,6,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,
Alim McNeill,21,DET,NT,17,6,0,0,0,0,1,0,0,0,0,0,2.0,39,15,24,3,3,0,
Joe Tryon-Shoyinka,22,TAM,LB,17,6,0,0,0,0,3,0,0,0,0,0,4.0,29,21,8,5,10,0,
Kendrick Bourne,26,NWE,WR,17,5,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Divine Deablo,23,LVR,LB,17,5,0,0,0,0,1,0,0,1,0,0,0.0,45,28,17,1,0,0,
Justin Ellis,31,BAL,NT,17,5,0,0,0,0,0,0,0,0,0,0,0.0,18,7,11,0,1,0,
