Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
Del Rodgers,GNB,22,RB,9,0,,,0,,,20,436,0,76,21.8,634
Fulton Walker,MIA,24,DB,9,0,,,0,,,20,433,0,32,21.7,487
Butch Woolfolk,NYG,22,RB,9,8,,,0,,,20,428,0,34,21.4,1091
Cleo Montgomery,RAI,26,WR,9,0,,,0,,,17,312,0,39,18.4,312
Alvin Hall,DET,24,FS,9,9,,,0,,,16,426,1,96,26.6,428
David Verser,CIN,24,WR,9,0,,,0,,,16,320,0,33,20.0,419
Gary Allen,HOU,22,RB,7,0,,,0,,,15,292,0,38,19.5,329
Wade Manning,DEN,27,WR,9,0,,,0,,,15,346,0,34,23.1,392
Kurt Sohn,NYJ,25,WR,9,0,,,0,,,15,299,0,32,19.9,299
Fred Bohannon,PIT,24,DB,7,0,,,0,,,14,329,0,57,23.5,329
Rodney Tate,CIN,23,RB,9,0,,,0,,,14,314,0,55,22.4,316
Rickey Watts,CHI,25,WR,9,0,,,0,,,14,330,0,36,23.6,546
Jarvis Redwine,MIN,25,RB,7,0,,,0,,,12,286,0,76,23.8,288
Zachary Dixon,BAL,26,RB,9,3,,,0,,,11,197,0,27,17.9,631
Eric Lane,SEA,23,RB,9,0,,,0,,,11,172,0,32,15.6,167
Horace Ivory,SEA,28,RB,6,0,,,0,,,10,224,0,30,22.4,313
Aundra Thompson,NOR,29,WR,9,2,,,0,,,10,211,0,35,21.1,351
Amos Lawrence,SFO,24,RB,8,1,,,0,,,9,190,0,30,21.1,209
Robert Alexander,RAM,24,RB,9,0,,,0,,,8,139,0,32,17.4,135
Mike Guman,RAM,24,FB,9,9,,,0,,,8,102,0,24,12.8,678
Walter Abercrombie,PIT,23,RB,6,0,,,0,,,7,139,0,46,19.9,253
Melvin Hoover,PHI,23,WR,7,0,,,0,,,7,113,0,43,16.1,118
Wayne Wilson,NOR,25,FB,8,7,,,0,,,7,192,0,75,27.4,780
Darrin Nelson,MIN,23,RB,7,4,,,0,,,6,132,0,33,22.0,360
Bill Ring,SFO,26,RB,8,3,,,0,,,6,145,0,41,24.2,422
Steve Wilson,DEN,25,CB,8,3,,,0,,,6,123,0,30,20.5,145
Larry Heater,NYG,24,RB,9,0,,,0,,,5,84,0,26,16.8,112
Harlan Huckleby,GNB,25,RB,9,0,,,0,,,5,89,0,26,17.8,108
Rich Mauti,NOR,28,WR,9,0,,,0,,,5,93,0,22,18.6,163
Timmy Newsome,DAL,24,RB,9,0,,,0,,,5,74,0,26,14.8,290
Ivory Sully,RAM,25,DB,9,0,,,0,,,5,84,0,24,16.8,84
Willie Tullis,HOU,24,DB,9,3,,,0,,,5,91,0,28,18.2,91
Allan Clark,2TM,25,RB,6,0,,,0,,,4,75,0,30,18.8,75
Randy Love,STL,26,RB,9,0,,,0,,,4,69,0,24,17.3,69
Andre Young,SDG,22,DB,8,2,,,0,,,4,45,0,16,11.3,54
Mel Carver,TAM,23,RB,9,1,,,0,,,3,62,0,25,20.7,337
Mike Dennis,NYG,24,DB,9,1,,,0,,,3,68,0,27,22.7,68
Jim Jodat,SDG,28,RB,7,0,,,0,,,3,45,0,16,15.0,52
Ted McKnight,BUF,28,RB,3,0,,,0,,,3,34,0,17,11.3,34
Calvin Murray,PHI,24,RB,1,0,,,0,,,3,42,0,16,14.0,42
Keith Nord,MIN,25,DB,9,0,,,0,,,3,43,0,19,14.3,43
James Owens,TAM,27,RB,8,6,,,0,,,3,52,0,27,17.3,332
Lou Piccone,BUF,33,WR,8,2,,,0,,,3,50,0,23,16.7,190
Johnny Ray Smith,TAM,25,DB,9,1,,,0,,,3,47,0,24,15.7,53
Hank Bauer,SDG,28,RB,9,0,,,0,,,2,24,0,15,12.0,24
Theotis Brown,SEA,25,RB,9,0,,,0,,,2,33,0,19,16.5,269
Billy Campfield,PHI,26,RB,6,0,,,0,,,2,30,0,16,15.0,173
Kenny Duckett,NOR,23,WR,7,0,,,0,,,2,39,0,25,19.5,235
Ron Ferrari,SFO,23,LB,9,0,,,0,,,2,19,0,11,9.5,19
Ernest French,PIT,23,DB,3,0,,,0,,,2,38,0,26,19.0,38
Blane Gaison,ATL,24,DB,9,0,,,0,,,2,14,0,14,7.0,14
Alvin Garrett,WAS,26,WR,9,0,,,0,,,2,35,0,18,17.5,41
Roland Harper,CHI,29,RB,8,0,,,0,,,2,10,0,10,5.0,25
Sam Harrell,MIN,25,RB,1,0,,,0,,,2,21,0,17,10.5,21
Vince Heflin,MIA,23,WR,6,0,,,0,,,2,49,0,31,24.5,49
Drew Hill,RAM,26,WR,9,0,,,0,,,2,42,0,24,21.0,134
Kenny Hill,RAI,24,DB,9,0,,,0,,,2,20,0,17,10.0,20
James Jones,DAL,24,RB,5,0,,,0,,,2,46,0,27,23.0,46
Horace King,DET,29,RB,9,1,,,0,,,2,23,0,12,11.5,164
Ken McAlister,SEA,22,DB,9,0,,,0,,,2,41,0,21,20.5,41
Mike Meade,GNB,22,RB,2,1,,,0,,,2,31,0,17,15.5,68
Scott Nicolas,CLE,22,LB,9,0,,,0,,,2,16,0,10,8.0,2
Eason Ramson,SFO,26,TE,9,0,,,0,,,2,20,0,13,10.0,47
Durwood Roquemore,KAN,22,DB,9,0,,,0,,,2,25,0,18,12.5,42
Mark Slater,PHI,27,C,9,0,,,0,,,2,30,0,16,15.0,30
Greg Taylor,NWE,24,RB,1,0,,,0,,,2,46,0,27,23.0,46
Del Thompson,KAN,24,RB,6,0,,,0,,,2,41,0,23,20.5,48
Arthur Whittington,BUF,27,RB,2,0,,,0,,,2,39,0,21,19.5,54
Tim Wilson,HOU,28,FB,9,0,,,0,,,2,40,0,26,20.0,40
Dave Ahrens,STL,24,MLB,9,9,,,0,,,1,5,0,5,5.0,5
Stuart Anderson,WAS,23,LB,2,0,,,0,,,1,7,0,7,7.0,7
Ricky Bell,SDG,27,RB,4,0,,,0,,,1,10,0,10,10.0,16
Todd Bell,CHI,24,SS,9,0,,,0,,,1,14,0,14,14.0,14
Curtis Brown,BUF,28,RB,9,3,,,0,,,1,17,0,17,17.0,242
Deron Cherry,KAN,23,DB,7,0,,,0,,,1,39,0,39,39.0,39
Doug Cosbie,DAL,26,TE,9,9,,,0,,,1,4,0,4,4.0,443
Jeff Davis,TAM,22,LB,9,0,,,0,,,1,0,0,0,0.0,0
Rich Diana,MIA,22,RB,9,0,,,0,,,1,15,0,15,15.0,67
Paul Dombroski,NWE,26,DB,9,0,,,0,,,1,19,0,19,19.0,19
Rick Donnalley,PIT,24,G,5,0,,,0,,,1,8,0,8,8.0,8
Neil Elshire,MIN,24,DE,5,0,,,0,,,1,7,0,7,7.0,7
Cleveland Franklin,BAL,27,RB,9,0,,,0,,,1,8,0,8,8.0,221
Hokie Gajan,NOR,23,RB,9,4,,,0,,,1,18,0,18,18.0,105
Andrew Gissinger,SDG,23,T,9,0,,,0,,,1,0,0,0,0.0,0
David Green,CLE,29,RB,9,0,,,0,,,1,13,0,13,13.0,13
Jeff Griffin,STL,24,LCB,9,8,,,0,,,1,12,0,12,12.0,20
Clarence Harmon,WAS,27,RB,9,0,,,0,,,1,13,0,13,13.0,267
Floyd Hodge,ATL,23,WR,9,0,,,0,,,1,23,0,23,23.0,194
David Hughes,SEA,23,FB,9,3,,,0,,,1,17,0,17,17.0,221
Derrick Jensen,RAI,26,RB,9,0,,,0,,,1,27,0,27,27.0,27
Rick Kane,DET,28,RB,6,0,,,0,,,1,19,0,19,19.0,61
Chris Keating,BUF,25,LB,9,4,,,0,,,1,9,0,9,9.0,23
Mike Kozlowski,MIA,26,DB,9,0,,,0,,,1,10,0,10,10.0,76
Jim Laughlin,ATL,24,LB,9,0,,,0,,,1,10,0,10,10.0,10
Keith Lee,NWE,25,DB,9,2,,,0,,,1,14,0,14,14.0,14
Larry Lee,DET,23,G,9,0,,,0,,,1,14,0,14,14.0,14
Cliff Lewis,GNB,23,LB,9,0,,,0,,,1,4,0,4,4.0,4
Dave Lindstrom,KAN,28,DE,9,4,,,0,,,1,1,0,1,1.0,1
Dino Mangiero,KAN,24,DE,6,0,,,0,,,1,8,0,8,8.0,8
Mardye McDole,MIN,23,WR,2,0,,,0,,,1,26,0,26,26.0,26
Joe McLaughlin,NYG,25,LB,8,0,,,0,,,1,14,0,14,14.0,14
Matt Millen,RAI,24,LILB,9,9,,,0,,,1,13,0,13,13.0,90
Wilbert Montgomery,PHI,28,RB,8,8,,,0,,,1,12,0,12,12.0,785
Jeff Moore,SFO,26,RB,9,4,,,0,,,1,15,0,15,15.0,701
Wayne Morris,STL,28,FB,9,7,,,0,,,1,14,0,14,14.0,296
Rick Moser,2TM,26,RB,7,0,,,0,,,1,18,0,18,18.0,18
Jerry Muckensturm,CHI,29,LB,6,0,,,0,,,1,5,0,5,5.0,5
Jim Obradovich,TAM,29,TE,9,3,,,0,,,1,12,0,12,12.0,34
Nathan Poole,DEN,26,RB,9,0,,,0,,,1,0,0,0,0.0,36
Avon Riley,HOU,24,LOLB,9,8,,,0,,,1,27,0,27,27.0,27
Jimmy Rogers,NOR,27,RB,9,1,,,0,,,1,24,0,24,24.0,219
Mark Roopenian,BUF,24,NT,9,0,,,0,,,1,0,0,0,0.0,0
John Scully,ATL,24,C,9,0,,,0,,,1,0,0,0,0.0,0
Pete Shaw,NYG,28,DB,9,0,,,0,,,1,0,0,0,0.0,0
Eric Sievers,SDG,25,TE,9,2,,,0,,,1,17,0,17,17.0,190
Lynn Swann,PIT,30,WR,9,8,,,0,,,1,0,0,0,0.0,290
Rich Thomaselli,HOU,25,RB,9,0,,,0,,,1,7,0,7,7.0,15
Dennis Thurman,DAL,26,RCB,9,9,,,0,,,1,17,0,17,17.0,92
Keith Uecker,DEN,22,T,5,2,,,0,,,1,12,0,12,12.0,12
Chester Willis,RAI,24,RB,8,0,,,0,,,1,11,0,11,11.0,26
Otis Wonsley,WAS,25,RB,9,0,,,0,,,1,14,0,14,14.0,51
George Yarno,TAM,25,G,9,3,,,0,,,1,14,0,14,14.0,14
