Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg
Ryan Succop,KAN,25,K,16,0,1,1,7,7,7,6,12,7,3,3,30,24,54,80.0%,20,20,100.0%,59,3589,31,52.5%,60.8
Jason Hanson,DET,41,K,16,0,,,9,9,9,8,4,2,7,5,29,24,51,82.8%,54,54,100.0%,96,6156,45,46.9%,64.1
Matt Bryant,ATL,36,K,16,0,2,2,9,9,9,9,7,5,2,2,29,27,51,93.1%,45,45,100.0%,,,,,
Phil Dawson,CLE,36,K,16,0,,,9,7,4,3,8,7,8,7,29,24,54,82.8%,20,20,100.0%,59,3661,10,16.9%,62.1
Mason Crosby,GNB,27,K,16,0,1,1,5,4,14,14,5,3,3,2,28,24,58,85.7%,69,68,98.6%,108,6892,49,45.4%,63.8
Olindo Mare,CAR,38,K,16,0,1,1,7,7,9,6,9,8,2,,28,22,45,78.6%,45,44,97.8%,84,5366,53,63.1%,63.9
Ryan Longwell,MIN,37,K,16,0,,,7,7,8,7,10,6,3,2,28,22,53,78.6%,39,38,97.4%,77,4878,19,24.7%,63.4
Connor Barth,TAM,25,K,16,0,,,5,5,6,6,14,13,3,2,28,26,55,92.9%,23,23,100.0%,,,,,
Josh Brown,STL,32,K,16,0,,,7,7,7,6,12,8,2,,28,21,49,75.0%,18,18,100.0%,48,3072,12,25.0%,64.0
Alex Henery,PHI,24,K,16,0,,,10,10,11,9,4,4,2,1,27,24,51,88.9%,46,46,100.0%,85,5433,32,37.6%,63.9
Adam Vinatieri,IND,39,K,16,0,,,7,7,7,6,10,8,3,2,27,23,53,85.2%,24,24,100.0%,,,,,
Nick Folk,NYJ,27,K,16,0,,,6,5,6,6,7,5,6,3,25,19,51,76.0%,44,44,100.0%,81,5094,17,21.0%,62.9
Matt Prater,DEN,27,K,16,0,,,6,5,8,8,7,3,4,3,25,19,59,76.0%,30,30,100.0%,69,4393,47,68.1%,63.7
Josh Scobee,JAX,29,K,16,0,1,1,5,5,5,5,8,7,6,5,25,23,55,92.0%,24,24,100.0%,62,4097,39,62.9%,66.1
Lawrence Tynes,NYG,33,K,16,0,,,12,12,4,3,5,3,3,1,24,19,50,79.2%,43,43,100.0%,79,5077,34,43.0%,64.3
Jay Feely,ARI,35,K,16,0,,,9,9,6,4,7,5,2,1,24,19,51,79.2%,33,33,100.0%,71,4779,22,31.0%,67.3
Rian Lindell,BUF,34,K,8,0,,,6,6,3,2,6,5,,,15,13,49,86.7%,25,25,100.0%,43,2733,12,27.9%,63.6
Dave Rayner,2TM,29,K,8,0,,,6,5,4,3,1,,4,2,15,10,56,66.7%,13,13,100.0%,30,1740,7,23.3%,58.0
Shayne Graham,2TM,34,K,3,0,,,4,4,,,3,2,,,7,6,48,85.7%,8,8,100.0%,16,1003,1,6.3%,62.7
Brandon Coutu,BUF,27,K,1,0,,,,,,,1,,,,1,,,0.0%,3,3,100.0%,4,246,,,61.5
Mike Scifres,SDG,31,P,16,0,,,,,,,1,1,,,1,1,40,100.0%,3,3,100.0%,4,239,2,50.0%,59.8
Thomas Morstead,NOR,25,P,16,0,,,,,,,,,,,,,,,,,,105,6807,68,64.8%,64.8
Matthew Bosher,ATL,24,P,16,0,,,,,,,,,,,,,,,,,,88,5671,25,28.4%,64.4
Michael Koenen,TAM,29,P,16,0,,,,,,,,,,,,,,,,,,69,4177,37,53.6%,60.5
Pat McAfee,IND,24,P,16,0,,,,,,,,,,,,,,,,,,63,4010,41,65.1%,63.7
Brett Hartmann,HOU,24,P,12,0,,,,,,,,,,,,,,,,,,50,3275,23,46.0%,65.5
David Buehler,DAL,24,K,4,0,,,,,,,,,,,,,,,,,,18,1179,9,50.0%,65.5
Brandon Fields,MIA,27,P,16,0,,,,,,,,,,,,,,,,,,3,156,,,52.0
Steve Weatherford,NYG,29,P,16,0,,,,,,,,,,,,,,,,,,3,85,,,28.3
Dave Zastudil,ARI,33,P,15,0,,,,,,,,,,,,,,,,,,3,178,,,59.3
Sam Koch,BAL,29,P,16,0,,,,,,,,,,,,,,,,,,2,113,1,50.0%,56.5
Tim Masthay,GNB,24,P,16,0,,,,,,,,,,,,,,,,,,2,113,,,56.5
Brian Moorman,BUF,35,P,16,0,,,,,,,,,,,,,,,,,,2,85,,,42.5
Matt Turk,2TM,43,P,9,0,,,,,,,,,,,,,,,,,,2,116,,,58.0
Russell Allen,JAX,25,RLB,16,6,,,,,,,,,,,,,,,,,,1,20,,,20.0
Britton Colquitt,DEN,26,P,16,0,,,,,,,,,,,,,,,,,,1,66,,,66.0
Dustin Colquitt,KAN,29,P,16,0,,,,,,,,,,,,,,,,,,1,57,,,57.0
Ryan Donahue,DET,23,P,8,0,,,,,,,,,,,,,,,,,,1,59,,,59.0
Chris Kluwe,MIN,30,P,16,0,,,,,,,,,,,,,,,,,,1,36,,,36.0
Andy Lee*+,SFO,29,P,16,0,,,,,,,,,,,,,,,,,,1,51,,,51.0
Mat McBriar,DAL,32,P,14,0,,,,,,,,,,,,,,,,,,1,62,,,62.0
Zoltan Mesko,NWE,25,P,16,0,,,,,,,,,,,,,,,,,,1,64,,,64.0
Adam Podlesh,CHI,28,P,16,0,,,,,,,,,,,,,,,,,,1,50,,,50.0
