Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards
Trent Cole,26,PHI,RDE,16,16,0,0,0,0,2,2,0,0,0,0,9.0,77,59,18,14,19,0,
Erik Coleman,26,ATL,FS,16,16,3,48,0,32,6,2,0,0,0,0,0.0,95,80,15,1,0,0,
Laveranues Coles,31,NYJ,WR,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Daryn Colledge,26,GNB,LG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Nick Collins,25,GNB,FS,16,16,7,295,3,62,15,1,0,0,0,0,0.0,72,60,12,1,1,0,"PB,AP-2"
Marc Colombo,30,DAL,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Willie Colon,25,PIT,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Chris Cooley,26,WAS,TE,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,PB
Jerricho Cotchery,26,NYJ,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Jay Cutler,25,DEN,QB,16,16,0,0,0,0,0,0,5,0,-11,0,0.0,0,0,0,0,0,0,PB
Owen Daniels,26,HOU,TE,16,16,0,0,0,0,0,0,2,1,3,0,0.0,0,0,0,0,0,0,PB
Karlos Dansby,27,ARI,RLB,16,16,2,47,0,34,5,2,1,3,0,0,4.0,119,95,24,10,3,0,
Andra Davis,30,CLE,LILB,16,16,1,4,0,4,3,0,0,0,0,0,0.0,90,62,28,6,1,0,
Thomas Davis,25,CAR,RLB,16,16,0,0,0,0,6,2,0,1,0,0,3.5,114,93,21,12,6,0,
Vernon Davis,24,SFO,TE,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Brian Dawkins,35,PHI,FS,16,16,1,25,0,25,7,6,0,1,0,0,3.0,75,64,11,11,3,0,PB
Jake Delhomme,33,CAR,QB,16,16,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,AP CPoY-2
David Diehl,28,NYG,LT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,AP-2
Na'il Diggs,30,CAR,LLB,16,16,1,0,0,0,2,0,0,0,0,0,1.0,54,43,11,3,3,0,
Derrick Dockery,28,BUF,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Darnell Dockett,27,ARI,RDT,16,16,0,0,0,0,1,1,0,3,24,1,4.0,50,37,13,4,16,0,
Glenn Dorsey,23,KAN,RDT,16,16,0,0,0,0,1,1,0,0,0,0,1.0,46,32,14,4,1,0,
Greg Ellis,33,DAL,LOLB,16,16,1,11,0,11,1,0,0,1,0,0,8.0,36,25,11,7,16,0,
Shaun Ellis,31,NYJ,LDE,16,16,0,0,0,0,0,2,0,1,11,1,8.0,60,41,19,6,11,0,
Lee Evans,27,BUF,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Alan Faneca,32,NYJ,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
James Farrior,33,PIT,LILB,16,16,0,0,0,0,5,1,0,1,0,0,3.5,133,89,44,9,6,0,"PB,AP-2"
Brett Favre,39,NYJ,QB,16,16,0,0,0,0,0,0,10,2,-16,0,0.0,0,0,0,0,0,0,PB
Cortland Finnegan,24,TEN,RCB,16,16,5,100,1,99,17,0,0,0,0,0,1.0,69,57,12,4,1,0,"PB,AP-1"
Larry Fitzgerald,25,ARI,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Joe Flacco,23,BAL,QB,16,16,0,0,0,0,0,0,11,3,-18,0,0.0,0,0,0,0,0,0,
London Fletcher,33,WAS,MLB,16,16,0,0,0,0,5,1,0,1,12,0,0.5,133,96,37,7,3,0,
Larry Foote,28,PIT,RILB,16,16,0,0,0,0,3,1,0,0,0,0,1.5,63,34,29,3,5,0,
Matt Forte,23,CHI,RB,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,AP ORoY-4
Chris Gamble,25,CAR,LCB,16,16,3,23,0,19,19,1,0,2,41,1,0.0,93,83,10,4,0,0,
David Garrard,30,JAX,QB,16,16,0,0,0,0,0,0,7,3,0,0,0.0,0,0,0,0,0,0,
Antonio Gates,28,SDG,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB
Eric Ghiaciuc,27,CIN,C,16,16,0,0,0,0,0,0,4,0,-9,0,0.0,0,0,0,0,0,0,
Charles Godfrey,23,CAR,FS,16,16,1,16,0,16,5,1,0,2,0,0,1.0,61,52,9,2,1,0,
Tony Gonzalez,32,KAN,TE,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Andre' Goodman,30,MIA,RCB,16,16,5,53,0,55,19,1,0,1,0,0,0.0,39,33,6,3,0,0,
Deon Grant,29,SEA,SS,16,16,2,31,0,31,8,0,0,0,0,0,0.0,79,62,17,3,1,0,
Cornell Green,32,OAK,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Michael Griffin,23,TEN,FS,16,16,7,172,1,83,11,1,0,1,0,0,1.0,75,55,20,2,2,0,PB
Leon Hall,24,CIN,RCB,16,16,3,87,1,50,24,0,0,1,0,0,0.0,75,61,14,1,1,0,
Ken Hamlin,27,DAL,FS,16,16,1,0,0,0,2,1,0,1,0,0,1.0,74,53,21,1,2,0,
Chris Harris,26,CAR,SS,16,16,1,16,0,16,3,2,0,1,3,0,0.0,70,60,10,1,0,0,
Walt Harris,34,SFO,RCB,16,16,3,25,0,24,14,0,0,0,0,0,1.0,54,44,10,0,1,0,
A.J. Hawk,24,GNB,RLB/MLB,16,16,0,0,0,0,1,0,0,0,0,0,3.0,86,67,19,4,4,0,
Todd Heap,28,BAL,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Eric Heitmann,28,SFO,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Ellis Hobbs,25,NWE,RCB,16,16,3,0,0,4,11,0,1,1,0,0,1.5,47,39,8,2,2,0,
Chris Hope,28,TEN,SS,16,16,4,53,0,39,8,0,0,0,0,0,1.0,78,63,15,3,1,0,PB
Chris Houston,24,ATL,RCB,16,16,2,10,1,10,16,0,0,1,4,0,0.0,61,52,9,1,0,0,
Thomas Howard,25,OAK,RLB,16,16,1,-3,0,-3,5,2,0,0,0,0,1.0,97,80,17,8,2,0,
D'Qwell Jackson,25,CLE,RILB,16,16,3,29,0,16,6,0,0,0,0,0,2.0,154,95,59,3,4,0,
Tanard Jackson,23,TAM,FS,16,16,1,25,0,25,3,2,0,1,0,0,1.0,69,59,10,1,0,0,
Vincent Jackson,25,SDG,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Bradie James,27,DAL,LILB,16,16,0,0,0,0,4,3,0,2,0,0,8.0,117,81,36,15,12,0,
Quentin Jammer,29,SDG,LCB,16,16,2,2,0,2,19,3,0,2,23,0,0.0,88,75,13,1,0,0,
Kris Jenkins,29,NYJ,NT,16,16,0,0,0,0,2,1,0,0,0,0,3.5,52,37,15,7,9,0,"PB,AP-2"
Andre Johnson,27,HOU,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Calvin Johnson,23,DET,WR,16,16,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,
Jarret Johnson,27,BAL,LOLB,16,16,0,0,0,0,3,2,0,1,22,0,5.0,57,45,12,9,8,0,
Michael Johnson,24,NYG,FS,16,16,2,18,0,18,4,0,0,1,0,0,1.0,72,47,25,2,3,0,
Johnny Jolly,25,GNB,RDT,16,16,0,0,0,0,2,0,0,1,3,0,0.0,49,36,13,3,2,0,
Dhani Jones,30,CIN,MLB,16,16,1,13,0,13,8,1,0,1,0,0,0.0,116,75,41,6,2,0,
Aaron Kampman,29,GNB,LDE,16,16,0,0,0,0,1,0,0,0,0,0,9.5,62,47,15,9,28,0,
Jevon Kearse,32,TEN,LDE,16,16,0,0,0,0,3,3,0,0,0,0,3.5,34,27,7,10,11,0,
Tommy Kelly,28,OAK,LDT,16,16,0,0,0,0,0,0,0,0,0,0,4.5,58,31,27,3,10,0,
Chris Kelsay,29,BUF,LDE,16,16,0,0,0,0,5,1,0,0,0,0,2.0,47,33,14,9,7,0,
Chris Kemoeatu,25,PIT,LG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Pete Kendall,35,WAS,LG,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,
Mathias Kiwanuka,25,NYG,RDE,16,16,0,0,0,0,1,2,0,2,0,0,8.0,51,34,17,12,17,1,
Chris Kuper,26,DEN,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
LaRon Landry,24,WAS,FS,16,16,2,18,0,13,11,2,0,1,0,0,0.5,65,49,16,1,2,0,
Paris Lenon,31,DET,MLB,16,16,0,0,0,0,3,2,0,2,0,0,1.5,122,81,41,7,3,0,
Jamal Lewis,29,CLE,RB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,
Michael Lewis,28,SFO,SS,16,16,0,0,0,0,7,1,0,1,4,0,2.0,96,76,20,9,3,0,
Ray Lewis,33,BAL,LILB,16,16,3,43,0,29,9,2,0,2,0,0,3.5,118,85,33,9,12,0,"PB,AP-1"
Chris Long,23,STL,RDE,16,16,0,0,0,0,0,1,0,1,2,0,4.0,40,32,8,10,12,0,
Ken Lucas,29,CAR,RCB,16,16,2,74,0,43,10,0,0,0,0,0,0.0,60,53,7,1,0,0,
Eli Manning,27,NYG,QB,16,16,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0,,,0,PB
Peyton Manning,32,IND,QB,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,,,0,"PB,AP-1,AP MVP-1,AP OPoY-2"
Derrick Mason,34,BAL,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,
Jerod Mayo,22,NWE,LILB,16,16,0,0,0,0,4,1,0,1,0,0,0.0,128,100,28,5,1,0,AP DRoY-1
Le'Ron McClain,24,BAL,FB,16,16,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Damion McIntosh,31,KAN,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Kareem McKenzie,29,NYG,RT,16,16,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,,,0,
Donovan McNabb,32,PHI,QB,16,16,0,0,0,0,0,0,7,0,-10,0,0.0,0,0,0,0,0,0,
Brandon Mebane,23,SEA,LDT,16,16,0,0,0,0,1,2,0,0,0,0,5.5,39,29,10,9,18,0,
Quintin Mikell,28,PHI,SS,16,16,3,53,0,41,9,2,0,0,0,0,2.0,93,68,25,2,3,0,AP-2
Brandon Moore,28,NYJ,RG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Kirk Morrison,26,OAK,MLB,16,16,1,0,0,0,1,2,0,0,0,0,1.0,137,101,36,2,1,0,
Randy Moss,31,NWE,WR,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,
Santana Moss,29,WAS,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Haloti Ngata,24,BAL,NT,16,16,2,8,0,7,6,0,0,0,0,0,1.0,55,43,12,6,9,0,AP-2
Adewale Ogunleye,31,CHI,LDE,16,16,1,0,0,0,5,0,0,0,0,0,5.0,62,48,14,13,10,1,
Chike Okeafor,32,ARI,LLB,16,16,1,39,0,39,3,1,0,0,0,0,4.5,59,50,9,9,11,0,
Terrell Owens,35,DAL,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Calvin Pace,28,NYJ,ROLB,16,16,0,0,0,0,3,5,0,4,50,1,7.0,80,62,18,11,9,0,
Jarrad Page,24,KAN,FS,16,16,4,2,0,2,12,2,0,2,8,0,0.0,85,63,22,3,0,0,
Juqua Parker,30,PHI,LDE,16,16,1,55,1,55,7,1,0,0,0,0,5.0,45,33,12,6,9,0,
Tony Pashos,28,JAX,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Mike Patterson,25,PHI,LDT,16,16,1,21,0,21,1,1,0,1,0,0,0.5,42,28,14,2,2,0,
Kevin Payne,25,CHI,SS,16,16,4,147,0,50,7,0,0,0,0,0,1.0,89,74,15,3,1,0,
Domata Peko,24,CIN,LDT,16,16,0,0,0,0,2,0,0,0,0,0,0.5,67,29,38,3,4,0,
Chad Pennington,32,MIA,QB,16,16,0,0,0,0,0,0,3,1,-3,0,0.0,0,0,0,0,0,0,"AP MVP-2,AP CPoY-1"
Julius Peppers,28,CAR,RDE,16,16,0,0,0,0,4,5,0,0,0,0,14.5,51,40,11,17,22,0,"PB,AP-2"
Shaun Phillips,27,SDG,LOLB,16,16,0,0,0,0,4,1,0,1,0,0,7.5,76,53,23,7,15,0,
Ryan Pickett,29,GNB,LDT,16,16,0,0,0,0,3,0,0,0,0,0,1.5,48,26,22,3,3,0,
Chester Pitts,29,HOU,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Troy Polamalu,27,PIT,SS,16,16,7,59,0,23,17,0,0,0,0,0,0.0,73,54,19,5,0,0,"PB,AP-1,AP DPoY-5"
Bernard Pollard,24,KAN,SS,16,16,1,0,0,0,1,2,0,3,0,0,0.0,98,79,19,1,1,0,
Joey Porter,31,MIA,ROLB,16,16,0,0,0,0,1,4,0,1,4,0,17.5,48,37,11,18,25,0,"PB,AP-2,AP CPoY-7"
Clinton Portis,27,WAS,RB,16,16,0,0,0,0,0,1,3,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
Paul Posluszny,24,BUF,MLB,16,16,1,9,0,9,6,1,0,1,0,0,0.0,110,87,23,3,3,0,
Trevor Pryce,33,BAL,RDE,16,16,0,0,0,0,2,0,0,0,0,0,4.5,27,18,9,8,16,0,
Casey Rabach,31,WAS,C,16,16,0,0,0,0,0,0,1,1,-13,0,0.0,0,0,0,0,0,0,
Antwaan Randle El,29,WAS,WR,16,16,0,0,0,0,0,0,2,1,-3,0,0.0,0,0,0,0,0,0,
Jay Ratliff,27,DAL,NT,16,16,0,0,0,0,5,0,0,1,0,0,7.5,51,33,18,12,15,0,PB
Ed Reed,30,BAL,FS,16,16,9,264,2,107,16,1,1,2,27,1,1.0,41,34,7,1,1,0,"PB,AP-1,AP DPoY-3"
Jacques Reeves,26,HOU,RCB,16,16,4,108,1,44,19,1,0,1,0,0,0.0,53,49,4,0,0,0,
Darrelle Revis,23,NYJ,LCB,16,16,5,38,1,32,16,1,0,2,0,0,1.0,58,45,13,2,1,0,PB
Kerry Rhodes,26,NYJ,FS,16,16,2,50,0,50,5,0,0,2,29,0,1.0,84,60,24,9,2,0,
Philip Rivers,27,SDG,QB,16,16,0,0,0,0,0,0,8,2,-5,0,0.0,0,0,0,0,0,0,"AP MVP-6,AP OPoY-4,AP CPoY-8"
Aaron Rodgers,25,GNB,QB,16,16,0,0,0,0,0,0,10,5,-22,0,0.0,0,0,0,0,0,0,
Ben Roethlisberger,26,PIT,QB,16,16,0,0,0,0,0,0,14,3,-5,0,0.0,0,0,0,0,0,0,
Shaun Rogers,29,CLE,NT,16,16,0,0,0,0,4,0,0,0,0,0,4.5,75,60,15,11,17,0,PB
Antrel Rolle,26,ARI,FS,16,16,1,40,1,40,5,0,0,0,0,0,0.0,90,79,11,1,1,0,
Mark Roman,31,SFO,FS,16,16,0,0,0,0,5,0,0,1,0,0,0.0,53,39,14,1,1,0,
Michael Roos,26,TEN,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"PB,AP-1"
Brian Russell,30,SEA,FS,16,16,0,0,0,0,3,1,0,0,0,0,1.0,72,55,17,2,1,0,
Barrett Ruud,25,TAM,MLB,16,16,2,10,0,10,6,0,0,1,0,0,3.0,136,101,35,6,5,0,
Matt Ryan,23,ATL,QB,16,16,0,0,0,0,0,0,6,2,-13,0,0.0,0,0,0,,,0,AP ORoY-1
DeMeco Ryans,24,HOU,MLB,16,16,0,0,0,0,4,2,0,3,47,0,1.0,112,86,26,5,4,0,
Samson Satele,24,MIA,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Bart Scott,28,BAL,RILB,16,16,0,0,0,0,5,2,0,0,0,0,1.5,83,62,21,9,9,0,
Lyle Sendlein,24,ARI,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,
Rich Seubert,29,NYG,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Scott Shanle,29,NOR,RLB,16,16,0,0,0,0,5,1,0,0,0,0,2.0,87,60,27,7,3,0,
Darren Sharper,33,MIN,SS,16,16,1,12,0,12,5,0,0,2,20,0,0.0,69,60,9,1,0,0,
Ernie Sims,24,DET,RLB,16,16,0,0,0,0,1,0,0,0,0,0,1.0,113,71,42,4,2,0,
Aaron Smith,32,PIT,LDE,16,16,0,0,0,0,4,0,0,0,0,0,5.5,60,44,16,8,10,0,
Justin Smith,29,SFO,RDE,16,16,1,0,0,0,3,1,0,0,0,0,7.0,73,50,23,10,17,0,
Will Smith,27,NOR,RDE,16,16,0,0,0,0,1,1,0,0,0,0,3.0,62,43,19,6,11,0,
Joe Staley,24,SFO,LT,16,16,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,
David Stewart,26,TEN,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,AP-2
Marcus Stroud,30,BUF,LDT,16,16,0,0,0,0,8,1,0,2,6,0,2.5,45,29,16,6,5,0,
Terrell Suggs,26,BAL,ROLB,16,16,2,86,2,44,9,2,0,1,0,0,8.0,69,54,15,19,15,0,"PB,AP-2"
Ike Taylor,28,PIT,LCB,16,16,1,0,0,0,15,0,0,0,0,0,0.0,65,50,15,0,0,0,
Joe Thomas,24,CLE,LT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,"PB,AP-2"
Marcus Thomas,23,DEN,RDT,16,16,1,11,0,11,1,0,1,0,0,0,0.0,34,23,11,0,1,0,
Randy Thomas,32,WAS,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Pisa Tinoisamoa,27,STL,RLB,16,16,0,0,0,0,2,2,0,0,0,0,3.0,104,88,16,10,5,0,
LaDainian Tomlinson,29,SDG,RB,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
Jeremy Trueblood,25,TAM,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
Marcus Trufant,28,SEA,LCB,16,16,1,0,0,0,13,0,1,2,36,0,0.0,64,60,4,0,0,0,
Justin Tuck,25,NYG,LDE,16,16,1,41,1,41,2,3,0,0,0,0,12.0,65,51,14,20,18,0,"PB,AP-1"
Michael Turner,26,ATL,RB,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,,,0,"PB,AP-1,AP MVP-2,AP OPoY-6"
Tank Tyler,23,KAN,LDT,16,16,0,0,0,0,0,0,0,1,7,0,0.0,41,29,12,2,5,0,
Brian Urlacher,30,CHI,MLB,16,16,2,11,0,11,9,0,0,1,0,0,0.0,93,79,14,10,3,0,
Jonathan Vilma,26,NOR,MLB,16,16,1,8,0,8,6,2,0,3,6,0,1.0,132,98,34,4,5,0,
Langston Walker,29,BUF,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,
DeMarcus Ware,26,DAL,ROLB,16,16,0,0,0,0,2,6,0,1,0,0,20.0,84,69,15,27,30,0,"PB,AP-1,AP DPoY-2"
Kurt Warner,37,ARI,QB,16,16,0,0,0,0,0,0,11,2,-8,0,0.0,0,0,0,0,0,0,"PB,AP MVP-7,AP CPoY-4"
Gerard Warren,30,OAK,RDT,16,16,0,0,0,0,1,1,0,0,0,0,4.0,41,32,9,8,4,0,
Anthony Weaver,28,HOU,LDE,16,16,1,8,0,8,1,0,0,0,0,0,0.0,45,28,17,3,0,0,
Corey Webster,26,NYG,RCB,16,16,3,65,0,57,24,2,0,1,0,0,1.0,50,48,2,3,1,0,
Eric Weddle,23,SDG,FS,16,16,1,3,0,3,5,0,0,1,86,1,1.0,127,105,22,3,0,0,
Vince Wilfork,27,NWE,NT,16,16,0,0,0,0,1,0,0,0,0,0,2.0,66,45,21,3,4,0,
Bobbie Williams,32,CIN,RG,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,
Brian Williams,29,JAX,RCB,16,16,2,31,0,27,10,0,0,0,0,0,0.0,83,75,8,5,0,0,
Corey Williams,28,CLE,LDE,16,16,0,0,0,0,4,1,0,1,0,0,0.5,50,33,17,1,2,0,
Kevin Williams,28,MIN,RDT,16,16,0,0,0,0,5,1,0,0,0,0,8.5,62,47,15,15,18,0,"PB,AP-1"
Kyle Williams,25,BUF,RDT,16,16,0,0,0,0,0,1,0,0,0,0,2.0,55,37,18,6,7,0,
Mario Williams,23,HOU,RDE,16,16,0,0,0,0,0,4,0,0,0,0,12.0,53,44,9,17,22,0,PB
Patrick Willis,23,SFO,MLB,16,16,1,86,1,86,10,1,0,1,0,0,1.0,141,109,32,8,3,0,"PB,AP-2"
Kamerion Wimbley,25,CLE,ROLB,16,16,1,2,0,2,2,1,0,0,0,0,4.0,66,52,14,7,9,0,
Antoine Winfield,31,MIN,LCB,16,16,2,5,0,4,11,4,0,2,28,1,2.0,96,82,14,12,1,0,"PB,AP-2"
Charles Woodson,32,GNB,LCB,16,16,7,169,2,62,17,1,0,1,-2,0,3.0,63,51,12,4,3,0,"PB,AP-2"
Damien Woody,31,NYJ,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,,,0,
Eric Wright,23,CLE,LCB,16,16,3,131,1,94,13,2,1,3,-2,0,0.0,66,61,5,3,0,0,
Justin Bannan,29,BAL,LDE/NT,16,15,1,-4,0,-4,3,0,0,0,0,0,1.0,45,30,15,4,4,0,
Ron Bartell,26,STL,LCB,16,15,3,29,0,24,20,2,0,1,0,0,1.0,57,54,3,2,0,0,
Leigh Bodden,27,DET,RCB,16,15,1,2,0,2,12,3,0,2,8,0,0.0,73,61,12,0,0,0,
Raheem Brock,30,IND,LDE,16,15,0,0,0,0,1,3,0,1,9,0,3.5,30,26,4,4,11,0,
Sheldon Brown,29,PHI,RCB,16,15,1,23,0,23,12,1,0,0,0,0,1.0,51,42,9,2,2,0,
Antonio Bryant,27,TAM,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,AP CPoY-4
Daniel Bullocks,25,DET,SS,16,15,0,0,0,0,1,2,0,1,44,1,0.0,94,64,30,2,0,0,
