Player,Age,Team,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
Donald Brown,23.0,IND,13.0,8.0,129.0,497.0,2.0,27.0,43.4,49.0,3.9,38.2,9.9,0.0,
Cadillac Williams,28.0,TAM,16.0,9.0,125.0,437.0,2.0,19.0,34.4,45.0,3.5,27.3,7.8,1.0,
Justin Forsett,25.0,SEA,16.0,5.0,118.0,523.0,2.0,24.0,37.3,32.0,4.4,32.7,7.4,0.0,
Joseph Addai,27.0,IND,8.0,7.0,116.0,495.0,4.0,32.0,53.4,46.0,4.3,61.9,14.5,2.0,
Beanie Wells,22.0,ARI,13.0,2.0,116.0,397.0,2.0,18.0,43.1,24.0,3.4,30.5,8.9,1.0,
Marion Barber III,27.0,DAL,13.0,10.0,113.0,374.0,4.0,27.0,45.1,25.0,3.3,28.8,8.7,0.0,
Chester Taylor,31.0,CHI,16.0,1.0,112.0,267.0,3.0,16.0,36.6,24.0,2.4,16.7,7.0,0.0,
Mike Goodson,23.0,CAR,16.0,3.0,103.0,452.0,3.0,20.0,40.8,45.0,4.4,28.3,6.4,6.0,
Willis McGahee,29.0,BAL,15.0,2.0,100.0,380.0,5.0,18.0,46.0,30.0,3.8,25.3,6.7,2.0,
Michael Vick,30.0,PHI,12.0,12.0,100.0,676.0,9.0,36.0,54.0,35.0,6.8,56.3,8.3,11.0,"PB,AP OPoY-2,AP CPoY-1"
Danny Woodhead,25.0,NWE,14.0,3.0,97.0,547.0,5.0,24.0,53.6,36.0,5.6,39.1,6.9,1.0,
Maurice Morris,31.0,DET,14.0,7.0,90.0,336.0,5.0,17.0,45.6,26.0,3.7,24.0,6.4,1.0,
Jason Snelling,27.0,ATL,14.0,0.0,87.0,324.0,2.0,20.0,42.5,30.0,3.7,23.1,6.2,2.0,
DeAngelo Williams,27.0,CAR,6.0,6.0,87.0,361.0,1.0,12.0,31.0,39.0,4.1,60.2,14.5,1.0,
Rashad Jennings,25.0,JAX,13.0,3.0,84.0,459.0,4.0,24.0,53.6,74.0,5.5,35.3,6.5,0.0,
John Kuhn,28.0,GNB,16.0,2.0,84.0,281.0,4.0,26.0,58.3,18.0,3.3,17.6,5.3,1.0,
Pierre Thomas,26.0,NOR,6.0,3.0,83.0,269.0,2.0,19.0,49.4,16.0,3.2,44.8,13.8,0.0,
Toby Gerhart,23.0,MIN,15.0,1.0,81.0,322.0,1.0,14.0,42.0,21.0,4.0,21.5,5.4,3.0,
Brian Westbrook,31.0,SFO,14.0,5.0,77.0,340.0,4.0,16.0,44.2,30.0,4.4,24.3,5.5,0.0,
C.J. Spiller,23.0,BUF,14.0,1.0,74.0,283.0,0.0,10.0,41.9,20.0,3.8,20.2,5.3,5.0,
Jerome Harrison,27.0,2TM,12.0,2.0,71.0,330.0,1.0,12.0,35.2,50.0,4.6,27.5,5.9,2.0,
Anthony Dixon,23.0,SFO,16.0,0.0,70.0,237.0,2.0,11.0,41.4,34.0,3.4,14.8,4.4,0.0,
Josh Freeman,22.0,TAM,16.0,16.0,68.0,364.0,0.0,30.0,57.4,33.0,5.4,22.8,4.3,8.0,
Tashard Choice,26.0,DAL,16.0,0.0,66.0,243.0,3.0,13.0,43.9,26.0,3.7,15.2,4.1,1.0,
David Garrard,32.0,JAX,14.0,14.0,66.0,279.0,5.0,29.0,56.1,25.0,4.2,19.9,4.7,11.0,
Keiland Williams,24.0,WAS,15.0,3.0,65.0,261.0,3.0,14.0,52.3,32.0,4.0,17.4,4.3,1.0,
Aaron Rodgers,27.0,GNB,15.0,15.0,64.0,356.0,4.0,22.0,48.4,27.0,5.6,23.7,4.3,4.0,AP OPoY-5
Bernard Scott,26.0,CIN,16.0,0.0,61.0,299.0,1.0,16.0,54.1,18.0,4.9,18.7,3.8,1.0,
Julius Jones,29.0,2TM,12.0,2.0,60.0,223.0,0.0,9.0,31.7,54.0,3.7,18.6,5.0,1.0,
Correll Buckhalter,32.0,DEN,15.0,0.0,59.0,147.0,2.0,10.0,27.1,13.0,2.5,9.8,3.9,1.0,
Clinton Portis,29.0,WAS,5.0,5.0,54.0,227.0,2.0,12.0,48.1,27.0,4.2,45.4,10.8,0.0,
Isaac Redman,26.0,PIT,16.0,0.0,52.0,247.0,0.0,22.0,53.8,23.0,4.8,15.4,3.3,1.0,
Javon Ringer,23.0,TEN,16.0,0.0,51.0,239.0,2.0,11.0,35.3,54.0,4.7,14.9,3.2,0.0,
Jay Cutler,27.0,CHI,15.0,15.0,50.0,232.0,1.0,18.0,48.0,25.0,4.6,15.5,3.3,10.0,
Darren Sproles,27.0,SDG,16.0,3.0,50.0,267.0,0.0,10.0,34.0,34.0,5.3,16.7,3.1,3.0,
Derrick Ward,30.0,HOU,16.0,0.0,50.0,315.0,4.0,17.0,58.0,38.0,6.3,19.7,3.1,0.0,
Jason Campbell,28.0,OAK,13.0,12.0,47.0,222.0,1.0,13.0,36.2,24.0,4.7,17.1,3.6,9.0,
Mike Bell,27.0,2TM,16.0,1.0,47.0,99.0,0.0,6.0,21.3,11.0,2.1,6.2,2.9,2.0,
Javarris James,23.0,IND,10.0,0.0,46.0,112.0,6.0,9.0,43.5,11.0,2.4,11.2,4.6,1.0,
Matt Ryan,25.0,ATL,16.0,16.0,46.0,122.0,0.0,10.0,34.8,20.0,2.7,7.6,2.9,4.0,PB
Ladell Betts,31.0,NOR,8.0,1.0,45.0,150.0,2.0,11.0,48.9,12.0,3.3,18.8,5.6,1.0,
Joe Flacco,25.0,BAL,16.0,16.0,43.0,84.0,1.0,10.0,30.2,14.0,2.0,5.3,2.7,9.0,
Mike Hart,24.0,IND,7.0,1.0,43.0,185.0,1.0,10.0,46.5,35.0,4.3,26.4,6.1,0.0,
Fred Taylor,34.0,NWE,7.0,0.0,43.0,155.0,0.0,9.0,39.5,24.0,3.6,22.1,6.1,0.0,
Tim Tebow,23.0,DEN,9.0,3.0,43.0,227.0,6.0,12.0,51.2,40.0,5.3,25.2,4.8,1.0,
Lance Ball,25.0,DEN,10.0,0.0,41.0,158.0,0.0,7.0,36.6,19.0,3.9,15.8,4.1,1.0,
Ryan Fitzpatrick,28.0,BUF,13.0,13.0,40.0,269.0,0.0,15.0,50.0,22.0,6.7,20.7,3.1,8.0,
Joe McKnight,22.0,NYJ,9.0,1.0,39.0,189.0,0.0,7.0,59.0,18.0,4.8,21.0,4.3,0.0,
Brad Smith,27.0,NYJ,16.0,2.0,38.0,299.0,1.0,12.0,52.6,53.0,7.9,18.7,2.4,1.0,
Dominic Rhodes,31.0,IND,3.0,0.0,37.0,172.0,0.0,8.0,43.2,15.0,4.6,57.3,12.3,1.0,
Reggie Bush,25.0,NOR,8.0,6.0,36.0,150.0,0.0,6.0,41.7,23.0,4.2,18.8,4.5,2.0,
Laurence Maroney,25.0,DEN,4.0,3.0,36.0,74.0,0.0,1.0,27.8,13.0,2.1,18.5,9.0,1.0,
Dimitri Nance,22.0,GNB,12.0,0.0,36.0,95.0,0.0,4.0,41.7,11.0,2.6,7.9,3.0,0.0,
Chad Henne,25.0,MIA,15.0,14.0,35.0,52.0,0.0,7.0,17.1,10.0,1.5,3.5,2.3,5.0,
Deji Karim,24.0,JAX,11.0,0.0,35.0,160.0,0.0,8.0,48.6,15.0,4.6,14.5,3.2,4.0,
Kenneth Darby,28.0,STL,14.0,0.0,34.0,107.0,2.0,7.0,35.3,13.0,3.1,7.6,2.4,0.0,
Ben Roethlisberger,28.0,PIT,12.0,12.0,34.0,176.0,2.0,15.0,50.0,31.0,5.2,14.7,2.8,7.0,
Kevin Smith,24.0,DET,6.0,0.0,34.0,133.0,0.0,4.0,29.4,15.0,3.9,22.2,5.7,0.0,
Matt Cassel,28.0,KAN,15.0,15.0,33.0,125.0,0.0,5.0,33.3,23.0,3.8,8.3,2.2,3.0,"PB,AP CPoY-4"
Mewelde Moore,28.0,PIT,15.0,0.0,33.0,99.0,0.0,4.0,21.2,18.0,3.0,6.6,2.2,0.0,
Eli Manning,29.0,NYG,16.0,16.0,32.0,70.0,0.0,4.0,31.3,16.0,2.2,4.4,2.0,7.0,
Carson Palmer,31.0,CIN,16.0,16.0,32.0,50.0,0.0,6.0,31.3,9.0,1.6,3.1,2.0,7.0,
Tom Brady,33.0,NWE,16.0,16.0,31.0,30.0,1.0,10.0,32.3,9.0,1.0,1.9,1.9,3.0,"PB,AP-1,AP MVP-1,AP OPoY-1"
Jon Kitna,38.0,DAL,10.0,9.0,31.0,147.0,1.0,5.0,35.5,29.0,4.7,14.7,3.1,7.0,
Marcel Reece,25.0,OAK,16.0,10.0,30.0,122.0,1.0,9.0,50.0,31.0,4.1,7.6,1.9,1.0,
Mark Sanchez,24.0,NYJ,16.0,16.0,30.0,105.0,3.0,10.0,40.0,20.0,3.5,6.6,1.9,9.0,
Donovan McNabb,34.0,WAS,13.0,13.0,29.0,151.0,0.0,8.0,44.8,36.0,5.2,11.6,2.2,10.0,
Philip Rivers,29.0,SDG,16.0,16.0,29.0,52.0,0.0,6.0,31.0,14.0,1.8,3.3,1.8,7.0,"PB,AP OPoY-4"
James Starks,24.0,GNB,3.0,0.0,29.0,101.0,0.0,5.0,44.8,16.0,3.5,33.7,9.7,0.0,
Le'Ron McClain,26.0,BAL,15.0,13.0,28.0,85.0,0.0,15.0,71.4,16.0,3.0,5.7,1.9,0.0,
Colt McCoy,24.0,CLE,8.0,8.0,28.0,136.0,1.0,10.0,53.6,18.0,4.9,17.0,3.5,1.0,
Sam Bradford,23.0,STL,16.0,16.0,27.0,63.0,1.0,6.0,29.6,17.0,2.3,3.9,1.7,7.0,AP ORoY-1
Leon Washington,28.0,SEA,16.0,0.0,27.0,100.0,1.0,5.0,44.4,21.0,3.7,6.3,1.7,3.0,"AP-2,AP CPoY-7"
Jacob Hester,25.0,SDG,15.0,7.0,26.0,60.0,0.0,10.0,46.2,6.0,2.3,4.0,1.7,0.0,
Lousaka Polite,29.0,MIA,16.0,10.0,26.0,62.0,1.0,15.0,65.4,4.0,2.4,3.9,1.6,0.0,
Vince Young,27.0,TEN,9.0,8.0,25.0,125.0,0.0,6.0,40.0,20.0,5.0,13.9,2.8,6.0,
Jimmy Clausen,23.0,CAR,13.0,10.0,23.0,57.0,0.0,3.0,17.4,11.0,2.5,4.4,1.8,9.0,
Matt Hasselbeck,35.0,SEA,14.0,14.0,23.0,60.0,3.0,7.0,43.5,20.0,2.6,4.3,1.6,7.0,
Troy Smith,26.0,SFO,6.0,6.0,23.0,121.0,1.0,9.0,43.5,16.0,5.3,20.2,3.8,6.0,
LaRod Stephens-Howling,23.0,ARI,13.0,2.0,23.0,113.0,1.0,5.0,47.8,30.0,4.9,8.7,1.8,0.0,
Jerome Felton,24.0,DET,16.0,2.0,22.0,76.0,0.0,4.0,40.9,9.0,3.5,4.8,1.4,1.0,
Shaun Hill,30.0,DET,11.0,10.0,22.0,123.0,0.0,10.0,50.0,40.0,5.6,11.2,2.0,3.0,
Kyle Orton,28.0,DEN,13.0,13.0,22.0,98.0,0.0,9.0,59.1,14.0,4.5,7.5,1.7,4.0,
Matt Schaub,29.0,HOU,16.0,16.0,22.0,28.0,0.0,7.0,36.4,8.0,1.3,1.8,1.4,9.0,
Eldra Buckley,25.0,PHI,16.0,0.0,21.0,67.0,0.0,3.0,33.3,13.0,3.2,4.2,1.3,1.0,
Jackie Battle,27.0,KAN,16.0,0.0,20.0,50.0,1.0,7.0,45.0,7.0,2.5,3.1,1.3,0.0,
Josh Cribbs,27.0,CLE,15.0,5.0,20.0,66.0,0.0,5.0,50.0,19.0,3.3,4.4,1.3,7.0,
Earnest Graham,30.0,TAM,12.0,7.0,20.0,99.0,1.0,5.0,45.0,61.0,5.0,8.3,1.7,1.0,
Sammy Morris,33.0,NWE,16.0,0.0,20.0,56.0,0.0,6.0,50.0,9.0,2.8,3.5,1.3,1.0,
Danny Ware,25.0,NYG,14.0,0.0,20.0,73.0,0.0,7.0,65.0,14.0,3.7,5.2,1.4,0.0,
Charlie Whitehurst,28.0,SEA,6.0,2.0,20.0,43.0,1.0,4.0,40.0,9.0,2.2,7.2,3.3,2.0,
Steve Slaton,24.0,HOU,12.0,1.0,19.0,93.0,0.0,4.0,47.4,23.0,4.9,7.8,1.6,0.0,
Keith Toston,23.0,STL,16.0,0.0,19.0,54.0,0.0,2.0,31.6,10.0,2.8,3.4,1.2,0.0,
James Davis,24.0,2TM,7.0,0.0,19.0,60.0,0.0,1.0,21.1,14.0,3.2,8.6,2.7,0.0,
Drew Brees,31.0,NOR,16.0,16.0,18.0,-3.0,0.0,1.0,11.1,7.0,-0.2,-0.2,1.1,9.0,PB
Percy Harvin,22.0,MIN,14.0,13.0,18.0,107.0,1.0,7.0,61.1,17.0,5.9,7.6,1.3,1.0,
Peyton Manning,34.0,IND,16.0,16.0,18.0,18.0,0.0,2.0,11.1,27.0,1.0,1.1,1.1,3.0,PB
Dexter McCluster,21.0,KAN,11.0,7.0,18.0,71.0,0.0,6.0,44.4,20.0,3.9,6.5,1.6,2.0,
Alex Smith,26.0,SFO,11.0,10.0,18.0,60.0,0.0,3.0,33.3,12.0,3.3,5.5,1.6,4.0,
Drew Stanton,26.0,DET,6.0,3.0,18.0,113.0,1.0,8.0,50.0,20.0,6.3,18.8,3.0,3.0,
Joe Webb,24.0,MIN,5.0,2.0,18.0,120.0,2.0,7.0,72.2,16.0,6.7,24.0,3.6,1.0,
Aaron Brown,25.0,DET,6.0,0.0,17.0,58.0,0.0,2.0,47.1,9.0,3.4,9.7,2.8,0.0,
Brett Favre,41.0,MIN,13.0,13.0,17.0,8.0,0.0,1.0,5.9,10.0,0.5,0.6,1.3,7.0,
DeSean Jackson,24.0,PHI,14.0,14.0,16.0,104.0,1.0,5.0,50.0,31.0,6.5,7.4,1.1,4.0,"PB,AP OPoY-5"
Kevin Kolb,26.0,PHI,7.0,5.0,15.0,65.0,0.0,6.0,40.0,19.0,4.3,9.3,2.1,6.0,
Stefan Logan,29.0,DET,16.0,0.0,15.0,95.0,0.0,5.0,53.3,21.0,6.3,5.9,0.9,3.0,
Trent Edwards,27.0,2TM,5.0,3.0,14.0,58.0,0.0,7.0,50.0,14.0,4.1,11.6,2.8,0.0,
Stephen McGee,25.0,DAL,2.0,1.0,13.0,74.0,0.0,4.0,69.2,14.0,5.7,37.0,6.5,1.0,
Ovie Mughelli,30.0,ATL,16.0,6.0,13.0,36.0,0.0,8.0,69.2,6.0,2.8,2.3,0.8,0.0,"PB,AP-2"
Tyrell Sutton,24.0,CAR,9.0,0.0,13.0,71.0,0.0,3.0,38.5,32.0,5.5,7.9,1.4,0.0,
Tyler Thigpen,26.0,MIA,5.0,1.0,13.0,73.0,0.0,3.0,53.8,12.0,5.6,14.6,2.6,1.0,
Albert Young,25.0,MIN,3.0,0.0,13.0,29.0,0.0,1.0,30.8,6.0,2.2,9.7,4.3,0.0,
Bruce Gradkowski,27.0,OAK,6.0,4.0,12.0,41.0,0.0,2.0,25.0,12.0,3.4,6.8,2.0,3.0,
Michael Robinson,27.0,SEA,11.0,4.0,12.0,77.0,0.0,9.0,83.3,17.0,6.4,7.0,1.1,0.0,
Mike Thomas,23.0,JAX,16.0,11.0,12.0,114.0,0.0,5.0,58.3,33.0,9.5,7.1,0.8,3.0,
Kerry Collins,38.0,TEN,10.0,7.0,10.0,1.0,0.0,1.0,10.0,4.0,0.1,0.1,1.0,5.0,
Jacoby Ford,23.0,OAK,16.0,9.0,10.0,155.0,2.0,7.0,80.0,71.0,15.5,9.7,0.6,3.0,
Brian Hoyer,25.0,NWE,5.0,0.0,10.0,-8.0,0.0,0.0,0.0,1.0,-0.8,-1.6,2.0,0.0,
Gartrell Johnson,24.0,ATL,9.0,0.0,10.0,36.0,0.0,2.0,20.0,23.0,3.6,4.0,1.1,1.0,
John Skelton,22.0,ARI,5.0,4.0,10.0,49.0,0.0,3.0,40.0,16.0,4.9,9.8,2.0,3.0,
Rock Cartwright,31.0,OAK,16.0,0.0,9.0,22.0,0.0,2.0,22.2,10.0,2.4,1.4,0.6,0.0,
Jonathan Dwyer,21.0,PIT,1.0,0.0,9.0,28.0,0.0,0.0,0.0,7.0,3.1,28.0,9.0,0.0,
Matt Flynn,25.0,GNB,7.0,1.0,9.0,26.0,0.0,2.0,33.3,12.0,2.9,3.7,1.3,1.0,
Quinton Ganther,26.0,2TM,11.0,1.0,9.0,18.0,0.0,1.0,33.3,11.0,2.0,1.6,0.8,0.0,
Chad Hall,24.0,PHI,8.0,1.0,9.0,29.0,0.0,3.0,44.4,8.0,3.2,3.6,1.1,0.0,
Brian Leonard,26.0,CIN,11.0,0.0,9.0,61.0,0.0,4.0,55.6,42.0,6.8,5.5,0.8,0.0,
John Conner,23.0,NYJ,16.0,0.0,8.0,44.0,1.0,2.0,37.5,16.0,5.5,2.8,0.5,0.0,
Jake Delhomme,35.0,CLE,5.0,4.0,8.0,-2.0,0.0,1.0,12.5,2.0,-0.3,-0.4,1.6,3.0,
Kevin Faulk,34.0,NWE,2.0,2.0,8.0,45.0,0.0,1.0,50.0,11.0,5.6,22.5,4.0,0.0,
Ryan Grant,28.0,GNB,1.0,1.0,8.0,45.0,0.0,2.0,37.5,18.0,5.6,45.0,8.0,0.0,
Danny Amendola,25.0,STL,16.0,6.0,7.0,81.0,0.0,4.0,71.4,30.0,11.6,5.1,0.4,2.0,
Miles Austin,26.0,DAL,16.0,16.0,7.0,93.0,1.0,3.0,57.1,60.0,13.3,5.8,0.4,1.0,PB
Charlie Batch,36.0,PIT,3.0,2.0,7.0,30.0,0.0,2.0,28.6,24.0,4.3,10.0,2.3,2.0,
Kyle Boller,29.0,OAK,5.0,0.0,7.0,18.0,0.0,1.0,28.6,15.0,2.6,3.6,1.4,1.0,
Nate Burleson,29.0,DET,14.0,14.0,7.0,81.0,0.0,4.0,71.4,25.0,11.6,5.8,0.5,2.0,
Tony Fiammetta,24.0,CAR,14.0,9.0,7.0,22.0,0.0,4.0,57.1,11.0,3.1,1.6,0.5,0.0,
Devin Hester,28.0,CHI,16.0,13.0,7.0,30.0,0.0,2.0,57.1,11.0,4.3,1.9,0.4,0.0,"PB,AP-1"
Tarvaris Jackson,27.0,MIN,3.0,1.0,7.0,63.0,0.0,3.0,42.9,33.0,9.0,21.0,2.3,1.0,
Seneca Wallace,30.0,CLE,8.0,4.0,7.0,9.0,0.0,1.0,28.6,6.0,1.3,1.1,0.9,1.0,
Thomas Clayton,26.0,2TM,3.0,0.0,7.0,17.0,0.0,1.0,28.6,5.0,2.4,5.7,2.3,0.0,
Arrelious Benn,22.0,TAM,15.0,9.0,6.0,35.0,0.0,2.0,66.7,17.0,5.8,2.3,0.4,1.0,
Mike Karney,29.0,STL,12.0,5.0,6.0,12.0,0.0,3.0,66.7,4.0,2.0,1.0,0.5,0.0,
Tony Romo,30.0,DAL,6.0,6.0,6.0,38.0,0.0,2.0,66.7,14.0,6.3,6.3,1.0,0.0,
Eddie Royal,24.0,DEN,16.0,10.0,6.0,61.0,0.0,4.0,66.7,20.0,10.2,3.8,0.4,4.0,
Billy Volek,34.0,SDG,3.0,0.0,6.0,-5.0,0.0,0.0,0.0,,-0.8,-1.7,2.0,0.0,
Jason Wright,28.0,ARI,15.0,1.0,6.0,28.0,0.0,3.0,50.0,10.0,4.7,1.9,0.4,1.0,
Derek Anderson,27.0,ARI,12.0,9.0,5.0,25.0,0.0,2.0,60.0,11.0,5.0,2.1,0.4,6.0,
Tim Castille,26.0,KAN,10.0,4.0,5.0,3.0,0.0,0.0,20.0,3.0,0.6,0.3,0.5,0.0,
Dennis Dixon,25.0,PIT,2.0,2.0,5.0,32.0,0.0,1.0,20.0,21.0,6.4,16.0,2.5,2.0,
Chris Gronkowski,24.0,DAL,14.0,7.0,5.0,17.0,0.0,2.0,80.0,8.0,3.4,1.2,0.4,0.0,
Larry Johnson,31.0,WAS,2.0,0.0,5.0,2.0,0.0,0.0,0.0,7.0,0.4,1.0,2.5,0.0,
Matt Moore,26.0,CAR,6.0,5.0,5.0,25.0,0.0,1.0,40.0,8.0,5.0,4.2,0.8,4.0,
Santana Moss,31.0,WAS,16.0,16.0,5.0,-6.0,0.0,2.0,40.0,7.0,-1.2,-0.4,0.3,3.0,
Tony Richardson,39.0,NYJ,16.0,10.0,5.0,13.0,0.0,3.0,80.0,4.0,2.6,0.8,0.3,0.0,
Donte' Stallworth,30.0,BAL,8.0,0.0,5.0,45.0,0.0,2.0,80.0,19.0,9.0,5.6,0.6,1.0,
Brandon Tate,23.0,NWE,16.0,10.0,5.0,62.0,0.0,3.0,100.0,22.0,12.4,3.9,0.3,1.0,
Lawrence Vickers,27.0,CLE,16.0,4.0,5.0,11.0,0.0,2.0,40.0,3.0,2.2,0.7,0.3,0.0,
Mike Wallace,24.0,PIT,16.0,16.0,5.0,39.0,0.0,2.0,60.0,19.0,7.8,2.4,0.3,1.0,
Patrick Cobbs,27.0,MIA,16.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,1.0,
Jerricho Cotchery,28.0,NYJ,14.0,5.0,4.0,-3.0,0.0,0.0,25.0,4.0,-0.8,-0.2,0.3,0.0,
Darrius Heyward-Bey,23.0,OAK,15.0,14.0,4.0,48.0,0.0,2.0,50.0,30.0,12.0,3.2,0.3,1.0,
Kareem Huggins,24.0,TAM,3.0,0.0,4.0,11.0,0.0,0.0,50.0,7.0,2.8,3.7,1.3,0.0,
Calvin Johnson,25.0,DET,15.0,15.0,4.0,32.0,0.0,2.0,50.0,15.0,8.0,2.1,0.3,1.0,"PB,AP-2"
Josh Johnson,24.0,TAM,11.0,0.0,4.0,39.0,0.0,3.0,100.0,14.0,9.8,3.5,0.4,0.0,
Corey McIntyre,31.0,BUF,16.0,7.0,4.0,5.0,1.0,3.0,75.0,2.0,1.3,0.3,0.3,1.0,
Robert Meachem,26.0,NOR,16.0,7.0,4.0,14.0,0.0,1.0,50.0,8.0,3.5,0.9,0.3,0.0,
Mike Sellers,35.0,WAS,16.0,8.0,4.0,2.0,0.0,1.0,25.0,1.0,0.5,0.1,0.3,0.0,
Matthew Stafford,22.0,DET,3.0,3.0,4.0,11.0,1.0,1.0,50.0,9.0,2.8,3.7,1.3,2.0,
Garrett Wolfe,26.0,CHI,16.0,0.0,4.0,8.0,0.0,0.0,0.0,7.0,2.0,0.5,0.3,0.0,
Darrel Young,23.0,WAS,16.0,0.0,4.0,19.0,0.0,1.0,25.0,16.0,4.8,1.2,0.3,0.0,
Steve Breaston,27.0,ARI,13.0,11.0,3.0,35.0,0.0,2.0,66.7,17.0,11.7,2.7,0.2,0.0,
