Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
Mike Gesicki,26.0,MIA,TE,17.0,9.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Blake Gillikin,23.0,NOR,P,17.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sam Koch,39.0,BAL,P,17.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cooper Kupp,28.0,LAR,WR,17.0,17.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PB,AP-1,AP MVP-3,AP OPoY-1"
Jarvis Landry,29.0,CLE,WR,12.0,12.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,98.1,1.0,1.0,100.0,-1.0,-1.0,0.0,0.0,
Ty Long,28.0,LAC,P,17.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
David Montgomery,24.0,CHI,RB,13.0,13.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,25.6,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
Cordarrelle Patterson,30.0,ATL,RB,16.0,13.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brett Rypien,25.0,DEN,QB,1.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
D'Andre Swift,22.0,DET,RB,13.0,4.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Albert Wilson,29.0,MIA,WR,14.0,5.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.1,1.0,1.0,50.0,-0.5,-0.5,0.0,0.0,
Brandon Zylstra,28.0,CAR,WR,13.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
League Average,,,,,,,,,64.8,,,4.5,,2.4,,46.4,,7.1,6.94,11.0,101.7,90.8,,,,6.23,6.22,6.07,,,
