Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg
Jason Hanson,DET,38,K,16,0,,,3,3,5,4,6,6,8,8,22,21,56,95.5%,26,25,96.2%,66,4270,7,10.6%,64.7
Garrett Hartley,NOR,22,K,8,0,,,5,5,4,4,4,4,,,13,13,47,100.0%,28,28,100.0%,49,3190,9,18.4%,65.1
Connor Barth,KAN,22,K,10,0,,,6,6,4,3,1,1,1,,12,10,45,83.3%,24,24,100.0%,46,2714,4,8.7%,59.0
Martin Gramatica,NOR,33,K,5,0,,,,,3,3,5,2,2,1,10,6,53,60.0%,16,16,100.0%,15,998,4,26.7%,66.5
Nick Novak,KAN,27,K,6,0,,,3,3,3,1,3,2,1,,10,6,43,60.0%,7,7,100.0%,17,1079,,,63.5
Taylor Mehlhaff,NOR,23,K,3,0,,,1,1,2,1,1,1,,,4,3,44,75.0%,10,9,90.0%,17,1071,1,5.9%,63.0
Stephen Hauschka,BAL,23,K,8,0,,,,,,,,,2,1,2,1,54,50.0%,,,,14,905,1,7.1%,64.6
Dave Rayner,CIN,26,K,2,0,,,1,1,,,,,,,1,1,26,100.0%,3,3,100.0%,6,401,1,16.7%,66.8
Lawrence Tynes,NYG,30,K,2,0,1,1,,,,,,,,,1,1,19,100.0%,3,3,100.0%,6,356,1,16.7%,59.3
Mike Nugent,NYJ,26,K,1,0,,,,,1,,,,,,1,,,0.0%,2,2,100.0%,3,158,,,52.7
Rhys Lloyd,CAR,26,K,16,0,,,,,,,,,,,,,,,,,,88,5897,30,34.1%,67.0
Michael Koenen,ATL,26,P,16,0,,,,,,,,,,,,,,,,,,87,5813,16,18.4%,66.8
Steve Weatherford,3TM,26,P,14,0,,,,,,,,,,,,,,,,,,14,742,,,53.0
Mike Scifres,SDG,28,P,16,0,,,,,,,,,,,,,,,,,,4,207,,,51.8
Mitch Berger,PIT,36,P,13,0,,,,,,,,,,,,,,,,,,3,161,,,53.7
Derrick Frost,GNB,28,P,12,0,,,,,,,,,,,,,,,,,,3,157,,,52.3
Saverio Rocca,PHI,35,P,16,0,,,,,,,,,,,,,,,,,,3,178,,,59.3
Brandon Fields,MIA,24,P,16,0,,,,,,,,,,,,,,,,,,2,77,,,38.5
Andy Lee,SFO,26,P,16,0,,,,,,,,,,,,,,,,,,2,123,,,61.5
Ben Graham,3TM,35,P,9,0,,,,,,,,,,,,,,,,,,1,43,,,43.0
Nick Harris,DET,30,P,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0
Brett Kern,DEN,22,P,16,0,,,,,,,,,,,,,,,,,,1,30,,,30.0
Chris Kluwe,MIN,27,P,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0
Shane Lechler*+,OAK,32,P,16,0,,,,,,,,,,,,,,,,,,1,65,,,65.0
Brian Moorman,BUF,32,P,16,0,,,,,,,,,,,,,,,,,,1,48,,,48.0
Sam Paulescu,DAL,24,P,10,0,,,,,,,,,,,,,,,,,,1,58,,,58.0
Adam Podlesh,JAX,25,P,11,0,,,,,,,,,,,,,,,,,,1,8,,,8.0
Hunter Smith,IND,31,P,16,0,,,,,,,,,,,,,,,,,,1,59,,,59.0
Matt Turk,HOU,40,P,16,0,,,,,,,,,,,,,,,,,,1,62,,,62.0
