Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
Mike Haynes,NWE,28,RCB,8,6,6,12,0,6,2.0,,,0,,,15
Fulton Walker,MIA,23,DB,16,2,5,50,0,17,10.0,38,932,1,90,24.5,982
Byron Franklin,BUF,23,WR,13,0,5,45,0,15,9.0,21,436,0,33,20.8,499
Wes Chandler,2TM,25,WR,16,15,5,79,0,30,15.8,8,125,0,30,15.6,1396
John Simmons,CIN,23,DB,11,0,5,24,0,11,4.8,1,10,0,10,10.0,34
Terry Metcalf,WAS,30,RB,16,2,4,15,0,13,3.8,14,283,0,36,20.2,953
Robb Riddick,BUF,24,RB,10,0,4,48,0,22,12.0,14,257,0,25,18.4,334
Kenny Johnson,ATL,23,RCB,16,16,4,6,0,4,1.5,,,0,,,96
John Sciarra,PHI,27,FS,10,1,4,26,0,10,6.5,,,0,,,10
Tony Collins,NWE,22,RB,16,11,3,15,0,15,5.0,39,773,0,30,19.8,1893
Drew Hill,RAM,25,WR,16,2,2,22,0,12,11.0,60,1170,0,50,19.5,1561
Willie Tullis,HOU,23,DB,16,0,2,29,0,16,14.5,32,779,1,95,24.3,808
Arthur Whittington,OAK,26,RB,16,2,2,4,0,4,2.0,25,563,0,47,22.5,1000
Kim Anderson,BAL,24,FS,14,5,2,6,0,6,3.0,20,393,0,30,19.7,447
Gordon Banks,NOR,23,WR,6,1,2,0,0,0,0.0,1,9,0,9,9.0,27
Glenn Blackwood,MIA,24,SS,16,16,2,8,0,6,4.0,,,0,,,137
Ron Cassidy,GNB,24,WR,10,0,2,0,0,0,0.0,,,0,,,6
Neal Colzie,TAM,27,SS,16,16,2,12,0,12,6.0,,,0,,,122
Terry Jackson,NYG,26,RCB,16,16,2,22,0,21,11.0,,,0,,,79
Bill Whitaker,GNB,22,DB,16,0,2,1,0,1,0.5,,,0,,,1
Gregg Johnson,SEA,23,DB,16,3,1,16,0,16,16.0,13,235,0,25,18.1,282
Danny Pittman,NYG,23,WR,8,0,1,13,0,13,13.0,10,194,0,34,19.4,215
Don Bessillieu,MIA,25,FS,16,6,1,12,0,12,12.0,7,114,0,30,16.3,126
Willard Harrell,STL,29,RB,16,0,1,8,0,8,8.0,7,118,0,29,16.9,265
Pete Shaw,SDG,27,SS,16,12,1,1,0,1,1.0,6,103,0,24,17.2,154
Johnnie Gray,GNB,28,SS,9,9,1,0,0,0,0.0,2,24,0,19,12.0,24
Guido Merkens,NOR,26,WR,16,11,1,-12,0,-12,-12.0,2,38,0,20,19.0,483
Hank Bauer,SDG,27,RB,16,0,1,7,0,7,7.0,1,14,0,14,14.0,32
Mike Kozlowski,MIA,25,DB,14,0,1,9,0,9,9.0,1,40,0,40,40.0,111
Beasley Reece,NYG,27,FS,16,16,1,0,0,0,0.0,1,24,0,24,24.0,115
Doug Donley,DAL,22,WR,11,0,1,3,0,3,3.0,,,0,,,35
Glen Edwards,SDG,34,FS,8,8,1,1,0,1,1.0,,,0,,,43
Bryan Hicks,CIN,24,FS,16,11,1,4,0,4,4.0,,,0,,,7
Johnnie Johnson,RAM,25,SS,16,16,1,39,0,39,39.0,,,0,,,44
Bobby Jones,NYJ,26,WR,16,3,1,1,0,1,1.0,,,0,,,301
Aaron Kyle,DEN,27,RCB,16,16,1,0,0,0,0.0,,,0,,,41
Irvin Phillips,SDG,21,DB,15,0,1,0,0,0,0.0,,,0,,,0
Doug Plank,CHI,28,FS,16,12,1,3,0,3,3.0,,,0,,,9
Johnnie Poe,NOR,22,RCB,15,15,1,2,0,2,2.0,,,0,,,12
Tom Pridemore,ATL,25,FS,16,16,1,0,0,0,0.0,,,0,,,245
Ken Schroy,NYJ,29,SS,16,16,1,5,0,5,5.0,,,0,,,63
Len Walterscheid,CHI,27,DB,6,4,1,6,0,6,6.0,,,0,,,9
Sammy White,MIN,27,WR,16,16,1,0,0,0,0.0,,,0,,,1000
Zachary Dixon,BAL,25,RB,16,1,,,0,,,36,737,0,46,20.5,1191
Wayne Wilson,NOR,24,RB,16,0,,,0,,,31,722,0,57,23.3,1243
David Verser,CIN,23,WR,16,0,,,0,,,29,691,0,78,23.8,863
Jimmy Rogers,NOR,26,RB,15,0,,,0,,,28,621,0,44,22.2,670
Alvin Hall,DET,23,DB,16,1,,,0,,,25,525,0,36,21.0,585
James Owens,TAM,26,RB,16,1,,,0,,,24,473,0,34,19.7,1024
Emery Moorehead,CHI,27,FL,9,0,,,0,,,23,476,0,56,20.7,476
Dave Williams,CHI,27,RB,8,0,,,0,,,23,486,0,42,21.1,631
James Murphy,KAN,22,WR,10,0,,,0,,,20,457,0,46,22.9,493
Kevin Williams,BAL,23,WR,11,0,,,0,,,20,399,0,35,20.0,399
Amos Lawrence,SFO,23,RB,13,0,,,0,,,17,437,1,92,25.7,495
Horace Ivory,2TM,27,RB,7,0,,,0,,,16,300,0,32,18.8,338
Malcolm Barnwell,OAK,23,WR,16,1,,,0,,,15,265,0,26,17.7,455
Chester Willis,OAK,23,RB,15,0,,,0,,,15,309,0,43,20.6,387
Keith Nord,MIN,24,DB,16,0,,,0,,,14,229,0,27,16.4,229
Billy Campfield,PHI,25,RB,16,0,,,0,,,12,223,0,32,18.6,665
Timmy Newsome,DAL,23,RB,15,0,,,0,,,12,228,0,27,19.0,266
Charles White,CLE,23,RB,16,8,,,0,,,12,243,0,32,20.3,804
Mike Harden,DEN,22,DB,16,3,,,0,,,11,178,0,23,16.2,212
Mike McCoy,GNB,28,RCB,16,16,,,0,,,11,221,0,36,20.1,241
Mardye McDole,MIN,22,WR,9,0,,,0,,,11,170,0,22,15.5,170
Carlos Carson,KAN,23,WR,5,1,,,0,,,10,227,0,48,22.7,405
Eric Lane,SEA,22,RB,14,0,,,0,,,10,208,0,27,20.8,288
Bill Ring,SFO,25,RB,12,0,,,0,,,10,217,0,29,21.7,351
Ken Toler,NWE,22,WR,16,0,,,0,,,9,148,0,32,16.4,218
Clarence Chapman,CIN,28,DB,5,0,,,0,,,8,171,0,29,21.4,171
Roy Green,STL,24,SS,16,2,,,0,,,8,135,0,28,16.9,947
Curtis Brown,BUF,27,FB,14,8,,,0,,,7,140,0,30,20.0,412
Greg Hawthorne,PIT,25,RB,10,0,,,0,,,7,138,0,30,19.7,219
Harlan Huckleby,GNB,24,RB,16,12,,,0,,,7,134,0,27,19.1,736
Ronnie Lott*+,SFO,22,LCB,16,16,,,0,,,7,111,0,20,15.9,228
Curtis Bledsoe,KAN,24,RB,13,1,,,0,,,6,117,0,26,19.5,209
Leslie Frazier,CHI,22,DB,13,0,,,0,,,6,77,0,15,12.8,77
Archie Griffin,CIN,27,RB,16,2,,,0,,,6,119,0,28,19.8,442
Terdell Middleton,GNB,26,RB,14,3,,,0,,,6,100,0,30,16.7,367
Otis Wonsley,WAS,24,RB,15,0,,,0,,,6,124,0,27,20.7,140
Lloyd Burruss,KAN,24,SS,16,14,,,0,,,5,91,0,22,18.2,170
Gary Davis,TAM,27,RB,7,0,,,0,,,5,81,0,21,16.2,81
Kenny Lewis,NYJ,24,RB,5,0,,,0,,,5,108,0,30,21.6,140
Rob Lytle,DEN,27,RB,16,0,,,0,,,5,80,0,24,16.0,233
Todd Christensen,OAK,25,TE,16,0,,,0,,,4,54,0,19,13.5,169
Mark Nichols,DET,22,WR,12,0,,,0,,,4,74,0,26,18.5,346
Rick Sanford,NWE,24,SS,16,14,,,0,,,4,82,0,27,20.5,112
Clarence Williams,SDG,26,RB,14,1,,,0,,,4,47,0,23,11.8,181
Mike Wilson,SFO,23,WR,16,0,,,0,,,4,67,0,22,16.8,192
Adger Armstrong,HOU,24,RB,16,2,,,0,,,3,36,0,18,12.0,460
Deron Cherry,KAN,22,DB,13,0,,,0,,,3,52,0,22,17.3,56
Paul Coffman,GNB,25,TE,16,16,,,0,,,3,77,0,52,25.7,764
Pete Cronan,2TM,26,LB,15,2,,,0,,,3,60,0,21,20.0,60
Tony Davis,TAM,28,RB,16,0,,,0,,,3,51,0,21,17.0,56
Mike Dennis,NYG,23,DB,16,0,,,0,,,3,51,0,17,17.0,51
Johnnie Dirden,PIT,29,WR,6,0,,,0,,,3,45,0,22,15.0,45
Paul Dombroski,2TM,25,DB,11,0,,,0,,,3,66,0,24,22.0,66
Don Dufek,SEA,27,DB,15,0,,,0,,,3,45,0,17,15.0,45
Blane Gaison,ATL,23,DB,14,0,,,0,,,3,43,0,24,14.3,43
Bob Gregor,SDG,24,FS,14,6,,,0,,,3,47,0,20,15.7,58
Daryl Hunt,HOU,25,RILB,16,14,,,0,,,3,19,0,11,6.3,19
Billy Jackson,KAN,22,RB,16,1,,,0,,,3,60,0,23,20.0,489
Andy Johnson,NWE,29,RB,16,0,,,0,,,3,53,0,19,17.7,483
Arrington Jones,SFO,22,RB,1,0,,,0,,,3,43,0,22,14.3,43
Horace King,DET,28,RB,16,0,,,0,,,3,33,0,14,11.0,275
Randy Love,STL,25,RB,16,0,,,0,,,3,46,0,25,15.3,57
Cleo Miller,CLE,29,RB,12,2,,,0,,,3,35,0,22,11.7,339
Rick Moser,2TM,25,RB,7,0,,,0,,,3,76,0,29,25.3,85
Robert Newhouse,DAL,31,RB,16,0,,,0,,,3,34,0,15,11.3,88
Greg Pruitt,CLE,30,RB,15,6,,,0,,,3,82,0,30,27.3,842
Scott Stauch,NOR,22,RB,10,0,,,0,,,3,65,0,29,21.7,78
Ivory Sully,RAM,24,DB,16,0,,,0,,,3,31,0,22,10.3,31
Tim Wilson,HOU,27,FB,16,10,,,0,,,3,41,0,23,13.7,109
Brian Baschnagel,CHI,27,WR,16,14,,,0,,,2,34,0,23,17.0,598
Stan Brock,NOR,23,RT,16,16,,,0,,,2,18,0,12,9.0,18
Thomas Brown,CLE,24,DE,16,4,,,0,,,2,17,0,10,8.5,17
Don Calhoun,NWE,29,FB,14,7,,,0,,,2,38,0,22,19.0,314
Ken Callicutt,DET,26,RB,16,0,,,0,,,2,23,0,12,11.5,47
Larry Canada,DEN,27,RB,16,0,,,0,,,2,19,0,13,9.5,169
Jeff Griffin,STL,23,LCB,16,9,,,0,,,2,34,0,26,17.0,38
Ray Griffin,CIN,25,DB,8,2,,,0,,,2,31,0,17,15.5,31
Wilbur Jackson,WAS,30,RB,5,2,,,0,,,2,34,0,17,17.0,268
Keith Lee,NWE,24,RCB,15,6,,,0,,,2,20,0,16,10.0,20
James Mayberry,ATL,24,RB,16,0,,,0,,,2,23,0,15,11.5,93
Joe McLaughlin,NYG,24,LB,16,0,,,0,,,2,9,0,5,4.5,9
Jim Rourke,KAN,24,G,12,0,,,0,,,2,0,0,0,0.0,0
Booker Russell,PHI,25,RB,12,1,,,0,,,2,28,0,20,14.0,146
Virgil Seay,WAS,23,WR,16,7,,,0,,,2,36,0,19,18.0,508
Eric Sievers,SDG,24,TE,16,9,,,0,,,2,4,0,4,2.0,280
Ron Smith,2TM,25,WR,12,1,,,0,,,2,32,0,20,16.0,207
Steve Stephens,NYJ,24,TE,16,0,,,0,,,2,21,0,14,10.5,21
Aundra Thompson,3TM,28,WR,14,2,,,0,,,2,44,0,25,22.0,157
J.C. Wilson,HOU,25,LCB,16,16,,,0,,,2,27,0,14,13.5,28
Steve Wilson,DAL,24,CB,16,4,,,0,,,2,32,0,17,16.0,32
Marcus Anderson,CHI,22,WR,12,1,,,0,,,1,-5,0,-5,-5.0,238
Steve Atkins,2TM,25,RB,4,0,,,0,,,1,15,0,15,15.0,50
Doug Beaudoin,SDG,27,DB,4,0,,,0,,,1,31,0,31,31.0,31
Rufus Bess,BUF,25,DB,16,0,,,0,,,1,6,0,6,6.0,22
Matt Blair*,MIN,31,LOLB,16,16,,,0,,,1,0,0,0,0.0,1
Byron Braggs,GNB,22,DE,16,0,,,0,,,1,0,0,0,0.0,0
Scot Brantley,TAM,23,LB,16,0,,,0,,,1,0,0,0,0.0,2
Rickey Claitt,WAS,24,RB,13,0,,,0,,,1,14,0,14,14.0,33
Ken Clarke,PHI,25,NT,16,0,,,0,,,1,0,0,0,0.0,0
Doug Cosbie,DAL,25,TE,16,0,,,0,,,1,0,0,0,0.0,258
Johnny Davis,SFO,25,RB,16,5,,,0,,,1,0,0,0,0.0,296
Russell Davis,PIT,25,RB,16,0,,,0,,,1,8,0,8,8.0,312
Joe Delaney*,KAN,23,RB,15,10,,,0,,,1,11,0,11,11.0,1378
Tom Dinkel,CIN,25,LB,16,0,,,0,,,1,0,0,0,0.0,0
Ron Egloff,DEN,26,TE,16,6,,,0,,,1,7,0,7,7.0,244
Bob Fisher,CHI,23,TE,6,1,,,0,,,1,9,0,9,9.0,9
Chris Foote,BAL,25,C,16,0,,,0,,,1,0,0,0,0.0,0
Steve Freeman,BUF,28,SS,16,16,,,0,,,1,0,0,0,0.0,0
Tony Galbreath,MIN,27,RB,14,1,,,0,,,1,16,0,16,16.0,358
Louie Giammona,PHI,28,RB,8,1,,,0,,,1,19,0,19,19.0,171
Nick Giaquinto,2TM,26,RB,14,0,,,0,,,1,22,0,22,22.0,219
Nesby Glasgow,BAL,24,FS,14,13,,,0,,,1,35,0,35,35.0,70
Darryl Grant,WAS,22,G,15,0,,,0,,,1,20,0,20,20.0,20
Mike Guman,RAM,23,RB,16,4,,,0,,,1,10,0,10,10.0,573
Ray Hamilton,NWE,30,NT,15,0,,,0,,,1,0,0,0,0.0,0
James Harrell,DET,24,LB,16,0,,,0,,,1,0,0,0,0.0,0
Duriel Harris,MIA,27,WR,15,12,,,0,,,1,20,0,20,20.0,931
Don Hasselbeck,NWE,26,TE,14,14,,,0,,,1,7,0,7,7.0,815
Frank Hawkins,OAK,22,RB,13,0,,,0,,,1,7,0,7,7.0,281
Wyatt Henderson,SDG,25,DB,15,0,,,0,,,1,26,0,26,26.0,26
Eddie Hill,MIA,24,RB,11,3,,,0,,,1,11,0,11,11.0,230
Kenny Hill,OAK,23,DB,9,0,,,0,,,1,21,0,21,21.0,21
John Jefferson,GNB,25,WR,13,13,,,0,,,1,3,0,3,3.0,657
Jim Jensen,GNB,28,FB,15,0,,,0,,,1,15,0,15,15.0,143
Eddie Johnson,CLE,22,LB,16,0,,,0,,,1,7,0,7,7.0,7
Lam Jones,NYJ,23,WR,15,3,,,0,,,1,6,0,6,6.0,348
Bobby Kemp,CIN,22,SS,16,10,,,0,,,1,0,0,0,0.0,0
Larry Lee,DET,22,G,16,0,,,0,,,1,0,0,0,0.0,0
Mark Malone,PIT,23,QB,8,3,,,0,,,1,3,0,3,3.0,161
Bill Matthews,NWE,25,RILB,16,9,,,0,,,1,5,0,5,5.0,5
Greg Meisner,RAM,22,DE,9,0,,,0,,,1,17,0,17,17.0,17
Matt Miller,CLE,25,G,16,0,,,0,,,1,6,0,6,6.0,6
Calvin Murray,PHI,23,RB,7,0,,,0,,,1,14,0,14,14.0,155
Jim Obradovich,TAM,28,TE,16,3,,,0,,,1,14,0,14,14.0,56
Irv Pankey,RAM,23,LT,13,12,,,0,,,1,0,0,0,0.0,0
Ricky Patton,SFO,27,RB,16,15,,,0,,,1,0,0,0,0.0,738
Jairo Penaranda,RAM,23,RB,16,0,,,0,,,1,1,0,1,1.0,1
Tony Peters,WAS,28,SS,16,16,,,0,,,1,5,0,5,5.0,5
Dave Preston,DEN,26,RB,16,14,,,0,,,1,1,0,1,1.0,1148
Eason Ramson,SFO,25,TE,11,0,,,0,,,1,12,0,12,12.0,57
Avon Riley,HOU,23,LB,16,0,,,0,,,1,51,0,51,51.0,57
Joe Rose,MIA,24,TE,16,0,,,0,,,1,5,0,5,5.0,321
Ben Rudolph,NYJ,24,DT,15,4,,,0,,,1,8,0,8,8.0,8
Jim Ryan,DEN,24,LB,16,0,,,0,,,1,2,0,2,2.0,2
John Sawyer,SEA,28,TE,16,16,,,0,,,1,8,0,8,8.0,280
Marvin Sims,BAL,24,FB,16,0,,,0,,,1,22,0,22,22.0,22
Jewerl Thomas,RAM,24,RB,15,1,,,0,,,1,15,0,15,15.0,170
Sidney Thornton,PIT,27,RB,16,6,,,0,,,1,1,0,1,1.0,281
James Wilder,TAM,23,FB,16,16,,,0,,,1,19,0,19,19.0,896
Brooks Williams,2TM,27,TE,12,0,,,0,,,1,35,0,35,35.0,117
Mike Williams,KAN,24,FB,3,0,,,0,,,1,7,0,7,7.0,10
Rickey Young,MIN,28,RB,16,13,,,0,,,1,15,0,15,15.0,440
