Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Sfty,Awards
Al Steinfeld,25,NYG,G,5,0,0,0,0,0,,0,1,0,0,0.0,,0,
Byron Williams,23,NYG,WR,5,0,0,0,0,0,,1,0,0,0,0.0,,0,
Kirk Collins,25,RAM,DB,4,4,5,113,0,58,,0,0,0,0,0.0,,0,
Mike Reinfeldt,30,HOU,DB,4,4,1,19,0,19,,0,2,0,0,0.0,,0,
Jeff Rutledge,26,NYG,QB,4,4,0,0,0,0,,6,0,0,0,0.0,,0,
Guy Benjamin,28,SFO,QB,4,0,0,0,0,0,,1,1,0,0,0.0,,0,
Todd Blackledge,22,KAN,QB,4,0,0,0,0,0,,1,0,0,0,0.0,,0,
Billy Campfield,27,NYG,RB,4,0,0,0,0,0,,1,0,0,0,0.0,,0,
Hosea Fortune,24,SDG,WR,4,0,0,0,0,0,,1,1,0,0,0.0,,0,
Jeff Kemp,24,RAM,QB,4,0,0,0,0,0,,2,0,0,0,0.0,,0,
Rusty Lisch,27,STL,QB,4,0,0,0,0,0,,1,0,0,0,0.0,,0,
David Whitehurst,28,GNB,QB,4,0,0,0,0,0,,2,1,0,0,0.0,,0,
Eugene Williams,23,SEA,LB,4,0,1,0,0,0,,0,0,0,0,0.0,,0,
Tommy Kramer,28,MIN,QB,3,3,0,0,0,0,,2,1,0,0,0.0,,0,
Archie Manning,34,HOU,QB,3,3,0,0,0,0,,2,2,0,0,0.0,,0,
Keith Nord,26,MIN,DB,3,0,1,0,0,0,,0,0,0,0,1.0,,0,
Dan Pastorini,34,PHI,QB,3,0,0,0,0,0,,1,1,0,0,0.0,,0,
Rodney Lewis,24,NOR,DB,2,2,0,0,0,0,,0,1,0,0,0.0,,0,
Mark Herrmann,24,BAL,QB,2,1,0,0,0,0,,2,1,0,0,0.0,,0,
Jim Caver,23,DET,DB,2,0,0,0,0,0,,1,0,0,0,0.0,,0,
Jeff Komlo,27,TAM,QB,2,0,0,0,0,0,,2,0,0,0,0.0,,0,
Mark Malone,25,PIT,QB,2,0,0,0,0,0,,0,1,0,0,0.0,,0,
Wade Wilson,24,MIN,QB,1,1,0,0,0,0,,1,0,0,0,0.0,,0,
Bruce Mathison,24,SDG,QB,1,0,0,0,0,0,,1,0,0,0,0.0,,0,
