Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds.1,TD.1,Lng.1,Y/Rt,APYd
Dontrell Hilliard,CLE,24,RB,14,0,15.0,107.0,0,18.0,7.1,17.0,421.0,0,74.0,24.8,669
Bobo Wilson,TAM,24,WR,6,1,15.0,42.0,0,11.0,2.8,,,0,,,77
Chester Rogers,IND,25,WR,12,6,14.0,137.0,0,21.0,9.8,3.0,27.0,0,13.0,9.0,361
Mike Hughes,MIN,22,DB,14,3,14.0,104.0,0,23.0,7.4,,,0,,,104
Tyler Lockett,SEA,27,WR,16,16,13.0,66.0,0,20.0,5.1,14.0,279.0,0,33.0,19.9,1397
T.J. Logan,TAM,25,FB,12,0,13.0,124.0,0,40.0,9.5,13.0,271.0,0,39.0,20.8,418
Marcus Sherels,2TM,32,DB,8,0,12.0,56.0,0,15.0,4.7,4.0,66.0,0,21.0,16.5,122
Adam Humphries,TEN,26,WR,12,3,12.0,78.0,0,21.0,6.5,,,0,,,453
Cyrus Jones,BAL,26,DB,8,1,12.0,113.0,0,25.0,9.4,,,0,,,113
Darren Sproles,PHI,36,RB,6,1,11.0,86.0,0,17.0,7.8,,,0,,,176
Ray-Ray McCloud,CAR,23,WR,6,0,10.0,82.0,0,39.0,8.2,8.0,174.0,0,31.0,21.8,256
Danny Amendola,DET,34,WR,15,10,10.0,55.0,0,15.0,5.5,,,0,,,733
David Moore,SEA,24,WR,14,1,10.0,75.0,0,18.0,7.5,,,0,,,401
Mohamed Sanu,2TM,30,WR,15,12,10.0,56.0,0,14.0,5.6,,,0,,,587
Golden Tate,NYG,31,WR,11,10,10.0,97.0,0,17.0,9.7,,,0,,,789
Preston Williams,MIA,22,WR,8,7,10.0,115.0,0,21.0,11.5,,,0,,,543
Nyheim Hines,IND,23,RB,16,2,9.0,281.0,2,84.0,31.2,6.0,123.0,0,25.0,20.5,923
Ryan Switzer,PIT,25,WR,9,0,8.0,29.0,0,13.0,3.6,9.0,166.0,0,26.0,18.4,222
T.J. Jones,NYG,27,WR,3,0,8.0,96.0,0,60.0,12.0,,,0,,,134
Nsimba Webster,LAR,23,WR,5,0,7.0,18.0,0,14.0,2.6,2.0,57.0,0,30.0,28.5,75
Chad Beebe,MIN,25,WR,3,0,7.0,46.0,0,15.0,6.6,1.0,13.0,0,13.0,13.0,129
Christian Kirk,ARI,23,WR,13,13,7.0,39.0,0,20.0,5.6,,,0,,,841
Greg Ward,PHI,24,WR,7,3,7.0,24.0,0,16.0,3.4,,,0,,,283
Steven Sims,WAS,22,WR,16,2,6.0,26.0,0,11.0,4.3,32.0,819.0,1,91.0,25.6,1240
Boston Scott,PHI,24,RB,11,2,6.0,43.0,0,13.0,7.2,10.0,229.0,0,33.0,22.9,721
Jalen Richard,OAK,26,RB,16,0,6.0,21.0,0,12.0,3.5,9.0,188.0,0,29.0,20.9,677
Da'Mari Scott,NYG,24,WR,5,2,6.0,32.0,0,12.0,5.3,4.0,110.0,0,35.0,27.5,169
Jakeem Grant,MIA,27,WR,10,2,5.0,6.0,0,5.0,1.2,23.0,578.0,1,101.0,25.1,753
Jarvis Landry*,CLE,27,WR,16,16,5.0,53.0,0,18.0,10.6,,,0,,,1237
D.J. Moore,CAR,22,WR,15,15,5.0,41.0,0,16.0,8.2,,,0,,,1256
Hunter Renfrow,OAK,24,WR,13,4,5.0,38.0,0,13.0,7.6,,,0,,,643
Kalif Raymond,TEN,25,WR,8,1,4.0,45.0,0,14.0,11.3,18.0,403.0,0,45.0,22.4,613
Tremon Smith,2TM,23,DB,8,0,4.0,0.0,0,3.0,0.0,13.0,303.0,0,36.0,23.3,303
Greg Dortch,CAR,21,WR,2,0,4.0,28.0,0,11.0,7.0,5.0,119.0,0,32.0,23.8,147
Randall Cobb,DAL,29,WR,15,6,4.0,34.0,0,14.0,8.5,2.0,11.0,0,11.0,5.5,884
Chris Hogan,CAR,32,WR,7,1,4.0,20.0,0,8.0,5.0,1.0,21.0,0,21.0,21.0,108
Jabrill Peppers,NYG,24,SS,11,11,4.0,49.0,0,40.0,12.3,1.0,23.0,0,23.0,23.0,104
Alvin Kamara*,NOR,24,RB,14,9,4.0,30.0,0,27.0,7.5,,,0,,,1360
Michael Walker,JAX,23,WR,7,0,3.0,13.0,0,7.0,4.3,18.0,411.0,0,35.0,22.8,439
Darius Phillips,CIN,24,DB,8,1,3.0,8.0,0,9.0,2.7,17.0,373.0,0,37.0,21.9,463
Dwayne Harris,OAK,32,WR,3,0,3.0,20.0,0,11.0,6.7,4.0,149.0,0,72.0,37.3,176
Micah Hyde,BUF,29,FS,16,16,3.0,16.0,0,10.0,5.3,2.0,47.0,1,45.0,23.5,63
Adoree' Jackson,TEN,24,RCB,11,10,3.0,26.0,0,17.0,8.7,2.0,23.0,0,23.0,11.5,49
Darrius Shepherd,GNB,24,WR,6,0,2.0,-9.0,0,0.0,-4.5,9.0,147.0,0,21.0,16.3,139
D'Ernest Johnson,CLE,23,RB,16,0,2.0,9.0,0,9.0,4.5,5.0,129.0,0,47.0,25.8,230
Cedrick Wilson Jr.,DAL,24,WR,6,0,2.0,13.0,0,13.0,6.5,3.0,64.0,0,22.0,21.3,123
Marvin Hall,DET,26,WR,9,0,2.0,16.0,0,14.0,8.0,1.0,12.0,0,12.0,12.0,296
Nelson Agholor,PHI,26,WR,11,10,2.0,7.0,0,4.0,3.5,,,0,,,377
Rashard Davis,TEN,24,WR,1,0,2.0,9.0,0,10.0,4.5,,,0,,,25
Spencer Schnell,TAM,25,WR,1,0,2.0,3.0,0,2.0,1.5,,,0,,,3
Justin Watson,TAM,24,WR,16,2,2.0,3.0,0,7.0,1.5,,,0,,,162
Troymaine Pope,LAC,26,RB,14,0,1.0,0.0,0,0.0,0.0,14.0,288.0,0,34.0,20.6,322
Corey Clement,PHI,25,RB,4,0,1.0,0.0,0,0.0,0.0,3.0,73.0,0,26.0,24.3,73
Isaiah McKenzie,BUF,24,WR,15,8,1.0,4.0,0,4.0,4.0,3.0,65.0,0,24.0,21.7,372
Brandon Zylstra,CAR,26,WR,8,0,1.0,0.0,0,0.0,0.0,1.0,26.0,0,26.0,26.0,132
Odell Beckham Jr.,CLE,27,WR,16,15,1.0,-6.0,0,-6.0,-6.0,,,0,,,1039
Tyler Boyd,CIN,25,WR,16,15,1.0,-1.0,0,-1.0,-1.0,,,0,,,1068
Fred Brown,DEN,26,WR,13,1,1.0,0.0,0,0.0,0.0,,,0,,,21
Jamel Dean,TAM,23,DB,13,5,1.0,0.0,0,0.0,0.0,,,0,,,31
Russell Gage,ATL,23,WR,16,4,1.0,-6.0,0,-6.0,-6.0,,,0,,,452
Rashaan Gaulden,2TM,24,DB,10,0,1.0,0.0,0,0.0,0.0,,,0,,,0
Tyreek Hill*,KAN,25,WR,12,12,1.0,0.0,0,0.0,0.0,,,0,,,883
Olabisi Johnson,MIN,22,WR,16,6,1.0,8.0,0,8.0,8.0,,,0,,,308
Bobby Okereke,IND,23,RLB,16,8,1.0,0.0,0,0.0,0.0,,,0,,,0
LeShaun Sims,TEN,26,DB,14,2,1.0,11.0,0,11.0,11.0,,,0,,,11
Cameron Sutton,PIT,24,DB,16,0,1.0,8.0,0,8.0,8.0,,,0,,,34
Mike Thomas,LAR,25,WR,16,0,1.0,3.0,0,3.0,3.0,,,0,,,17
Cordarrelle Patterson*+,CHI,28,WR,16,4,,,0,,,28.0,825.0,1,102.0,29.5,1011
Cody Latimer,NYG,27,WR,15,10,,,0,,,24.0,570.0,0,50.0,23.8,870
Brandon Bolden,NWE,29,RB,15,2,,,0,,,23.0,515.0,0,38.0,22.4,694
Brandon Wilson,CIN,25,RB,12,2,,,0,,,20.0,625.0,1,92.0,31.3,625
Ty Montgomery,NYJ,26,WR,16,2,,,0,,,18.0,364.0,0,34.0,20.2,557
Tony Pollard,DAL,22,RB,15,0,,,0,,,14.0,245.0,0,30.0,17.5,807
Miles Sanders,PHI,22,RB,16,11,,,0,,,14.0,314.0,0,67.0,22.4,1641
Kerrith Whyte Jr,PIT,23,RB,6,0,,,0,,,14.0,264.0,0,34.0,18.9,395
Ameer Abdullah,MIN,26,RB,16,0,,,0,,,13.0,325.0,0,38.0,25.0,528
Justice Hill,BAL,22,RB,16,0,,,0,,,12.0,227.0,0,46.0,18.9,522
Dare Ogunbowale,TAM,25,RB,16,0,,,0,,,12.0,223.0,0,26.0,18.6,526
Corey Ballentine,NYG,23,DB,13,2,,,0,,,10.0,256.0,0,52.0,25.6,256
Zach Pascal,IND,25,WR,16,13,,,0,,,10.0,263.0,0,47.0,26.3,886
Vyncint Smith,NYJ,23,WR,13,4,,,0,,,10.0,299.0,0,78.0,29.9,574
Tavierre Thomas,CLE,23,DB,16,0,,,0,,,10.0,204.0,0,31.0,20.4,204
DeAndrew White,CAR,28,WR,10,0,,,0,,,10.0,226.0,0,36.0,22.6,277
Darius Jennings,TEN,27,WR,8,0,,,0,,,9.0,196.0,0,26.0,21.8,213
Darius Slayton,NYG,22,WR,14,9,,,0,,,9.0,189.0,0,30.0,21.0,929
Parris Campbell,IND,22,WR,7,3,,,0,,,7.0,175.0,0,36.0,25.0,336
Reggie Bonnafon,CAR,23,RB,16,0,,,0,,,6.0,111.0,0,35.0,18.5,284
Kendall Sheffield,ATL,23,DB,16,11,,,0,,,6.0,106.0,0,29.0,17.7,106
Devontae Booker,DEN,27,RB,16,0,,,0,,,5.0,112.0,0,32.0,22.4,178
Trenton Cannon,NYJ,25,RB,4,0,,,0,,,5.0,96.0,0,28.0,19.2,97
Travis Homer,SEA,21,RB,16,1,,,0,,,5.0,109.0,0,29.0,21.8,279
Andy Isabella,ARI,23,WR,15,1,,,0,,,5.0,105.0,0,32.0,21.0,309
Justin Jackson,LAC,23,RB,7,0,,,0,,,5.0,107.0,0,28.0,21.4,329
Damiere Byrd,ARI,26,WR,11,3,,,0,,,4.0,59.0,0,23.0,14.8,418
Chris Moore,BAL,26,WR,14,1,,,0,,,4.0,81.0,0,26.0,20.3,102
Durham Smythe,MIA,24,TE,16,14,,,0,,,4.0,45.0,0,14.0,11.3,110
Keelan Cole,JAX,26,WR,16,1,,,0,,,3.0,110.0,0,59.0,36.7,477
Ashton Dulin,IND,22,WR,13,0,,,0,,,3.0,90.0,0,46.0,30.0,107
Darrell Henderson,LAR,22,RB,13,0,,,0,,,3.0,58.0,0,23.0,19.3,242
Johnny Holton,PIT,29,WR,16,3,,,0,,,3.0,55.0,0,21.0,18.3,85
Ty Johnson,DET,22,RB,16,1,,,0,,,3.0,58.0,0,25.0,19.3,440
Keisean Nixon,OAK,22,DB,14,0,,,0,,,3.0,63.0,0,26.0,21.0,63
Rashaad Penny,SEA,23,RB,10,0,,,0,,,3.0,44.0,0,21.0,14.7,497
Chandon Sullivan,GNB,23,DB,16,0,,,0,,,3.0,48.0,0,19.0,16.0,55
Taywan Taylor,CLE,24,WR,3,1,,,0,,,3.0,53.0,0,23.0,17.7,53
Tony Brooks-James,PIT,25,RB,3,0,,,0,,,2.0,32.0,0,16.0,16.0,39
C.J. Ham*,MIN,26,FB,16,7,,,0,,,2.0,33.0,0,17.0,16.5,199
J.P. Holtz,2TM,26,TE,15,7,,,0,,,2.0,27.0,0,16.0,13.5,118
Byron Pringle,KAN,26,WR,16,0,,,0,,,2.0,41.0,0,22.0,20.5,211
Ito Smith,ATL,24,RB,7,0,,,0,,,2.0,59.0,0,33.0,29.5,252
James White,NWE,27,RB,15,1,,,0,,,2.0,41.0,0,21.0,20.5,949
Giovani Bernard,CIN,28,RB,16,2,,,0,,,1.0,14.0,0,14.0,14.0,418
Stephen Carlson,CLE,23,TE,9,5,,,0,,,1.0,3.0,0,3.0,3.0,54
Patrick DiMarco,BUF,30,FB,16,4,,,0,,,1.0,24.0,0,24.0,24.0,72
Kenyan Drake,2TM,25,RB,14,10,,,0,,,1.0,15.0,0,15.0,15.0,1177
Julian Edelman,NWE,33,WR,16,13,,,0,,,1.0,19.0,0,19.0,19.0,1163
Isaiah Ford,MIA,23,WR,8,0,,,0,,,1.0,6.0,0,6.0,6.0,261
Nathan Gerry,PHI,24,RLB,16,12,,,0,,,1.0,21.0,0,21.0,21.0,72
Ted Ginn Jr.,NOR,34,WR,16,9,,,0,,,1.0,0.0,0,0.0,0.0,439
Dallas Goedert,PHI,24,TE,15,9,,,0,,,1.0,16.0,0,16.0,16.0,623
Rashard Higgins,CLE,25,WR,10,1,,,0,,,1.0,8.0,0,8.0,8.0,63
Taysom Hill,NOR,29,WR/QB,16,5,,,0,,,1.0,12.0,0,12.0,12.0,402
David Johnson,ARI,28,RB,13,9,,,0,,,1.0,24.0,0,24.0,24.0,739
Marcus Johnson,IND,25,WR,8,6,,,0,,,1.0,14.0,0,14.0,14.0,291
Chris Lacy,DET,23,WR,7,2,,,0,,,1.0,23.0,0,23.0,23.0,83
J.D. McKissic,DET,26,RB,16,3,,,0,,,1.0,17.0,0,17.0,17.0,455
Anthony Miller,CHI,25,WR,16,7,,,0,,,1.0,28.0,0,28.0,28.0,683
Tim Patrick,DEN,26,WR,8,2,,,0,,,1.0,-14.0,0,-14.0,-14.0,204
Senorise Perry,BUF,28,RB,11,0,,,0,,,1.0,2.0,0,2.0,2.0,6
Damion Ratley,CLE,24,WR,13,3,,,0,,,1.0,12.0,0,12.0,12.0,212
Dalton Schultz,DAL,23,TE,16,0,,,0,,,1.0,5.0,0,5.0,5.0,11
Adam Shaheen,CHI,25,TE,8,2,,,0,,,1.0,0.0,0,0.0,0.0,74
Trent Sherfield,ARI,23,WR,16,1,,,0,,,1.0,15.0,0,15.0,15.0,95
Wendell Smallwood,WAS,25,RB,15,0,,,0,,,1.0,14.0,0,14.0,14.0,159
Jonnu Smith,TEN,24,TE,16,14,,,0,,,1.0,16.0,0,16.0,16.0,533
Willie Snead,BAL,27,WR,16,11,,,0,,,1.0,19.0,0,19.0,19.0,360
Benny Snell Jr.,PIT,21,RB,13,2,,,0,,,1.0,8.0,0,8.0,8.0,457
Darwin Thompson,KAN,22,RB,12,0,,,0,,,1.0,27.0,0,27.0,27.0,198
Jason Vander Laan,NOR,27,TE,2,1,,,0,,,1.0,8.0,0,8.0,8.0,8
Dwayne Washington,NOR,25,RB,16,0,,,0,,,1.0,12.0,0,12.0,12.0,78
Jordan Wilkins,IND,25,RB,14,1,,,0,,,1.0,15.0,0,15.0,15.0,365
Jamaal Williams,GNB,24,RB,14,2,,,0,,,1.0,9.0,0,9.0,9.0,722
Oshane Ximines,NYG,23,DE,16,2,,,0,,,1.0,5.0,0,5.0,5.0,5
