Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
T.J. Rushing,IND,24,DB,14,0,19,249,1,90,13.1,31,714,0,47,23.0,963
Dante Hall,STL,29,WR,7,1,19,286,1,85,15.1,29,729,0,84,25.1,1060
Antonio Chatman,CIN,28,WR,13,1,18,93,0,19,5.2,2,49,0,34,24.5,296
Yamon Figurs,BAL,24,WR,14,0,16,171,1,75,10.7,46,1138,1,94,24.7,1344
Phillip Buchanon,TAM,27,RCB,16,13,16,55,0,24,3.4,2,15,0,16,7.5,92
Bobby Wade,MIN,26,WR,16,12,16,112,0,17,7.0,,,0,,,750
Troy Walters,DET,31,WR,13,0,15,118,0,18,7.9,8,172,0,39,21.5,391
Ike Hilliard,TAM,31,WR,15,10,15,92,0,20,6.1,1,3,0,3,3.0,823
Glenn Martinez,DEN,26,WR,12,1,14,157,1,80,11.2,15,330,0,35,22.0,662
Brandon Williams,2TM,23,WR,10,0,13,98,0,15,7.5,22,508,0,37,23.1,606
Mewelde Moore,MIN,25,RB,12,0,13,130,0,42,10.0,1,20,0,20,20.0,311
Mark Jones,TAM,27,WR,6,0,12,143,0,35,11.9,10,286,0,36,28.6,429
Ed Reed*+,BAL,29,FS,16,16,10,94,1,63,9.4,,,0,,,230
Tim Dwight,OAK,32,WR,6,1,9,54,0,16,6.0,1,30,0,30,30.0,194
Skyler Green,CIN,23,WR,7,0,9,38,0,9,4.2,,,0,,,72
Chris Carr,OAK,24,DB,16,2,8,52,0,24,6.5,59,1327,0,43,22.5,1379
Will Blackmon,GNB,23,DB,9,1,8,106,1,57,13.3,1,3,0,3,3.0,109
Eddie Kennison,KAN,34,WR,8,8,8,80,0,21,10.0,,,0,,,186
Domenik Hixon,2TM,23,WR,16,1,7,32,0,14,4.6,20,495,1,74,24.8,524
Nate Clements,SFO,28,LCB,16,16,7,115,0,41,16.4,,,0,,,189
Tramon Williams,GNB,24,DB,16,1,6,118,1,94,19.7,30,684,0,65,22.8,824
Craphonso Thorpe,IND,24,WR,5,0,6,31,0,29,5.2,15,318,0,40,21.2,419
Troy Brown,NWE,36,WR,1,0,6,55,0,28,9.2,,,0,,,55
Craig Davis,SDG,22,WR,13,1,6,52,0,24,8.7,,,0,,,249
Brandon Jones,TEN,25,WR,9,2,6,29,0,13,4.8,,,0,,,314
Cory Ross,BAL,25,RB,6,0,5,36,0,15,7.2,9,148,0,25,16.4,256
DeAngelo Hall,ATL,24,LCB,16,15,5,41,0,16,8.2,,,0,,,177
Micheal Spurlock,TAM,24,WR,7,0,4,30,0,15,7.5,16,444,1,90,27.8,474
B.J. Sams,BAL,27,RB,1,0,4,37,0,16,9.3,5,140,0,47,28.0,177
Jim Leonhard,BUF,25,FS,13,6,4,36,0,13,9.0,2,32,0,17,16.0,128
Greg Lewis,PHI,27,WR,15,1,4,4,0,5,1.0,1,3,0,3,3.0,272
Keenan McCardell,WAS,37,WR,10,1,4,19,0,9,4.8,,,0,,,275
Terence Newman*,DAL,29,RCB,13,11,4,26,0,13,6.5,,,0,,,155
Brian Westbrook*+,PHI,28,RB,15,15,4,79,0,5,19.8,,,0,,,2183
Maurice Jones-Drew,JAX,22,RB,15,0,3,28,0,17,9.3,31,811,1,100,26.2,2014
Chris Barclay,2TM,24,RB,5,0,3,34,0,19,11.3,19,402,0,37,21.2,452
Mike Furrey,DET,30,WR,16,10,3,30,0,13,10.0,2,25,0,15,12.5,719
Reggie Bush,NOR,22,RB,12,10,3,12,0,10,4.0,,,0,,,994
Joey Galloway,TAM,36,WR,15,15,3,14,0,10,4.7,,,0,,,1029
J.R. Reed,PHI,25,DB,15,3,2,8,0,8,4.0,31,701,0,34,22.6,709
Dexter Wynn,HOU,26,DB,8,1,2,1,0,4,0.5,22,523,0,39,23.8,524
Chad Jackson,NWE,22,WR,2,0,2,7,0,6,3.5,5,85,0,39,17.0,92
James Thrash,WAS,32,WR,12,4,2,71,0,62,35.5,2,36,0,20,18.0,214
Dre' Bly,DEN,30,RCB,16,16,2,20,0,10,10.0,1,23,0,23,23.0,114
Dane Looker,STL,31,WR,13,0,2,5,0,5,2.5,1,19,0,19,19.0,62
Cortland Finnegan,TEN,23,RCB,16,16,2,11,0,9,5.5,,,0,,,25
Kassim Osgood*,SDG,27,WR,16,0,2,0,0,0,0.0,,,0,,,23
Steve Smith Sr.,CAR,28,WR,15,15,2,7,0,6,3.5,,,0,,,1075
Cedrick Wilson,PIT,29,WR,16,1,2,6,0,6,3.0,,,0,,,250
Ahmad Bradshaw,NYG,21,RB,12,0,1,1,0,1,1.0,38,921,0,68,24.2,1124
Marques Hagans,STL,25,WR,4,1,1,0,0,0,0.0,7,130,0,22,18.6,227
Chad Owens,JAX,25,WR,1,0,1,0,0,0,0.0,5,94,0,31,18.8,94
Israel Idonije,CHI,27,DE,16,3,1,0,0,0,0.0,2,2,0,2,1.0,2
David Anderson,HOU,24,WR,8,0,1,0,0,0,0.0,,,0,,,131
Nnamdi Asomugha,OAK,26,LCB,15,15,1,0,0,0,0.0,,,0,,,10
Jarrett Bush,GNB,23,DB,14,1,1,0,0,0,0.0,,,0,,,0
Jason Craft,NOR,31,DB,16,4,1,0,0,0,0.0,,,0,,,21
William Gay,PIT,22,DB,16,0,1,0,0,0,0.0,,,0,,,0
Nick Graham,PHI,23,DB,15,0,1,0,0,0,0.0,,,0,,,0
Antoine Harris,ATL,25,DB,13,0,1,1,0,1,1.0,,,0,,,1
Brent Hawkins,JAX,24,DE,14,0,1,0,0,0,0.0,,,0,,,0
Brandon McGowan,CHI,24,SS,14,9,1,0,0,0,0.0,,,0,,,5
Chad Nkang,JAX,22,LB,16,0,1,0,0,0,0.0,,,0,,,0
Maurice Hicks,SFO,29,RB,16,0,,,0,,,63,1502,0,55,23.8,1705
Glenn Holt,CIN,23,WR,16,0,,,0,,,59,1432,1,100,24.3,1577
Rock Cartwright,WAS,28,FB,15,0,,,0,,,52,1339,0,80,25.8,1339
Jerious Norwood,ATL,24,RB,15,2,,,0,,,52,1317,0,76,25.3,2207
Terrence McGee,BUF,27,RCB,15,15,,,0,,,45,1082,1,103,24.0,1086
Aveion Cason,DET,28,RB,12,0,,,0,,,42,1041,0,74,24.8,1208
Correll Buckhalter,PHI,29,RB,14,2,,,0,,,37,798,0,35,21.6,1198
Pierre Thomas,NOR,23,RB,12,1,,,0,,,36,865,0,64,24.0,1273
Ellis Hobbs,NWE,24,RCB,16,16,,,0,,,35,911,1,108,26.0,946
Andre' Davis,HOU,28,WR,14,8,,,0,,,32,968,3,104,30.3,1552
Koren Robinson,GNB,27,WR,9,1,,,0,,,25,596,0,67,23.8,842
Miles Austin,DAL,23,WR,16,0,,,0,,,24,612,0,60,25.5,688
Aundrae Allison,MIN,21,WR,11,0,,,0,,,20,574,1,104,28.7,699
Reuben Droughns,NYG,29,RB,16,1,,,0,,,20,437,0,34,21.9,761
Derek Stanley,STL,22,WR,3,0,,,0,,,20,509,0,49,25.5,514
Tyson Thompson,DAL,26,RB,8,0,,,0,,,20,471,0,72,23.6,525
Andre Hall,DEN,25,RB,10,1,,,0,,,19,475,0,34,25.0,760
Michael Griffin,TEN,22,FS,16,10,,,0,,,18,422,0,48,23.4,425
Troy Williamson,MIN,24,WR,11,8,,,0,,,17,387,0,56,22.8,656
Adrian Peterson*,MIN,22,RB,14,9,,,0,,,16,412,0,53,25.8,2021
Dominic Rhodes,OAK,28,RB,10,2,,,0,,,16,312,0,31,19.5,684
Benny Sapp,KAN,26,DB,14,2,,,0,,,15,251,0,32,16.7,266
Josh Wilson,SEA,22,DB,12,0,,,0,,,14,385,1,89,27.5,385
Chris Henry,TEN,22,RB,7,0,,,0,,,13,272,0,46,20.9,444
DeAngelo Williams,CAR,24,RB,16,0,,,0,,,13,231,0,29,17.8,1123
Rashied Davis,CHI,28,WR,16,1,,,0,,,12,168,0,34,14.0,333
J.J. Arrington,ARI,24,RB,16,0,,,0,,,11,251,0,56,22.8,570
Jerome Mathis,HOU,24,WR,3,0,,,0,,,11,320,1,84,29.1,335
Brian Calhoun,DET,23,RB,4,0,,,0,,,10,221,0,33,22.1,291
Jeff Webb,KAN,25,WR,16,2,,,0,,,10,204,0,28,20.4,522
Nick Goings,CAR,29,RB,4,0,,,0,,,9,174,0,29,19.3,174
Brad Smith,NYJ,24,WR,16,9,,,0,,,9,183,0,27,20.3,544
Michael Clayton,TAM,25,WR,14,4,,,0,,,8,172,0,26,21.5,495
Najeh Davenport,PIT,28,RB,15,1,,,0,,,7,123,0,29,17.6,806
Darnell Dinkins,CLE,30,TE,15,0,,,0,,,7,62,0,19,8.9,70
Tab Perry,CIN,25,WR,2,1,,,0,,,7,145,0,26,20.7,161
Nate Jones,DAL,25,DB,15,0,,,0,,,6,122,0,27,20.3,122
Willie Reid,PIT,25,WR,6,0,,,0,,,6,127,0,30,21.2,181
Aaron Stecker,NOR,32,RB,16,6,,,0,,,6,137,0,41,22.8,796
Michael Turner,SDG,25,RB,16,0,,,0,,,6,139,0,28,23.2,471
Ladell Betts,WAS,28,RB,16,0,,,0,,,5,108,0,36,21.6,617
Patrick Cobbs,MIA,24,RB,14,0,,,0,,,5,44,0,11,8.8,111
Luke Lawton,IND,27,RB,11,0,,,0,,,5,95,0,22,19.0,137
Josh Scobey,2TM,28,RB,7,0,,,0,,,5,112,0,29,22.4,112
Scott Starks,JAX,24,DB,16,0,0,56,0,56,,5,81,0,22,16.2,144
Willie Andrews,NWE,24,DB,15,0,,,0,,,4,149,1,77,37.3,149
Jerricho Cotchery,NYJ,25,WR,15,15,,,0,,,4,56,0,32,14.0,1224
Earnest Graham,TAM,27,RB,15,10,,,0,,,4,90,0,31,22.5,1312
Turk McBride,KAN,22,DT,16,1,,,0,,,4,40,0,14,10.0,40
Brandon Middleton,DET,26,WR,5,0,,,0,,,4,83,0,30,20.8,153
Kindal Moorehead,CAR,29,DT,16,1,,,0,,,4,46,0,17,11.5,46
Ben Obomanu,SEA,24,WR,13,0,,,0,,,4,88,0,25,22.0,268
Chris Baker,NYJ,28,TE,15,15,,,0,,,3,18,0,10,6.0,427
David Bowens,NYJ,30,DE,16,2,,,0,,,3,30,0,17,10.0,30
Brian Clark,2TM,24,WR,5,0,,,0,,,3,70,0,26,23.3,93
Antonio Cromartie*+,SDG,23,RCB,16,8,,,0,,,3,67,0,26,22.3,213
Tony Curtis,DAL,24,TE,16,0,,,0,,,3,27,0,16,9.0,45
Casey Fitzsimmons,DET,27,FB,16,5,,,0,,,3,62,1,41,20.7,147
John Gilmore,CHI,28,TE,15,1,,,0,,,3,25,0,15,8.3,39
Geoff Hangartner,CAR,25,C,16,4,,,0,,,3,42,0,16,14.0,42
Fred Jackson,BUF,26,RB,8,1,,,0,,,3,46,0,19,15.3,536
Taylor Jacobs,2TM,26,WR,10,0,,,0,,,3,35,0,15,11.7,67
Reggie Kelly,CIN,30,TE,15,15,,,0,,,3,38,0,15,12.7,249
Danieal Manning,CHI,25,FS,16,15,,,0,,,3,61,0,21,20.3,94
Ryan Neufeld,BUF,32,TE,9,1,,,0,,,3,6,0,7,2.0,20
Alvin Pearman,SEA,25,RB,3,0,,,0,,,3,71,0,33,23.7,72
Adrian Peterson,CHI,28,RB,16,5,,,0,,,3,17,0,14,5.7,945
Musa Smith,BAL,25,RB,16,1,,,0,,,3,89,0,52,29.7,545
Isaiah Stanback,DAL,23,WR,2,0,,,0,,,3,78,0,35,26.0,78
LaBrandon Toefield,JAX,27,RB,2,1,,,0,,,3,57,0,26,19.0,88
Delanie Walker,SFO,23,TE,16,10,,,0,,,3,63,0,30,21.0,237
Jason Wright,CLE,25,RB,16,1,,,0,,,3,49,0,20,16.3,559
Selvin Young,DEN,24,RB,15,8,,,0,,,3,56,0,25,18.7,1016
Mike Anderson,BAL,34,RB,8,0,,,0,,,2,10,0,10,5.0,98
Shaun Bodiford,GNB,25,WR,6,0,,,0,,,2,41,0,22,20.5,54
Marty Booker,MIA,31,WR,15,15,,,0,,,2,3,0,3,1.5,571
Jesse Chatman,MIA,28,RB,14,6,,,0,,,2,31,0,21,15.5,707
Jameel Cook,HOU,28,FB,16,0,,,0,,,2,33,0,21,16.5,97
Terrance Copper,NOR,25,WR,15,1,,,0,,,2,49,0,25,24.5,175
Torrie Cox,TAM,27,DB,4,0,,,0,,,2,41,0,27,20.5,41
Kenneth Darby,TAM,25,RB,1,0,,,0,,,2,11,0,14,5.5,36
De Dorsey,CIN,23,RB,12,2,,,0,,,2,20,0,20,10.0,222
John Eubanks,WAS,24,DB,6,0,,,0,,,2,14,0,14,7.0,14
Kevin Faulk,NWE,31,RB,16,8,,,0,,,2,47,0,27,23.5,695
Lennie Friedman,CLE,31,G,16,0,,,0,,,2,14,0,13,7.0,14
Charles Gordon,MIN,23,DB,16,3,,,0,,,2,48,0,27,24.0,48
Derek Hagan,MIA,23,WR,16,1,,,0,,,2,25,0,14,12.5,398
Vonta Leach,HOU,26,FB,16,12,,,0,,,2,26,0,14,13.0,136
Chad Lucas,TAM,26,WR,2,1,,,0,,,2,35,0,18,17.5,117
Justin McCareins,NYJ,29,WR,16,6,,,0,,,2,15,0,12,7.5,247
Justin Miller,NYJ,23,DB,2,0,,,0,,,2,48,0,26,24.0,48
Travis Minor,STL,28,RB,14,0,,,0,,,2,24,0,21,12.0,178
Ovie Mughelli,ATL,27,FB,16,7,,,0,,,2,28,0,18,14.0,71
David Patten,NOR,33,WR,16,5,,,0,,,2,20,0,10,10.0,807
Michael Robinson,SFO,24,FB,15,1,,,0,,,2,51,0,30,25.5,245
Dante Rosario,CAR,23,TE,16,2,,,0,,,2,39,0,25,19.5,147
Blaine Saipaia,DET,29,G,14,1,,,0,,,2,23,0,12,11.5,23
Cecil Sapp,DEN,29,FB,16,8,,,0,,,2,30,0,22,15.0,140
Anthony Thomas,BUF,30,RB,10,2,,,0,,,2,26,0,15,13.0,210
Ben Troupe,TEN,25,TE,16,2,,,0,,,2,21,0,12,10.5,67
George Wrighster,JAX,26,TE,11,6,,,0,,,2,35,0,29,17.5,158
Wallace Wright,NYJ,23,WR,16,1,,,0,,,2,31,0,28,15.5,118
Lorenzo Alexander,WAS,24,LB,13,1,,,0,,,1,10,0,10,10.0,10
Deon Anderson,DAL,24,FB,8,4,,,0,,,1,10,0,10,10.0,65
Jonathan Babineaux,ATL,26,RDT,14,9,,,0,,,1,8,0,8,8.0,19
Tyler Brayton,OAK,28,DE,16,0,,,0,,,1,6,0,6,6.0,6
John Broussard,JAX,24,WR,8,0,,,0,,,1,20,0,20,20.0,146
Kirk Chambers,BUF,28,T,16,1,,,0,,,1,6,0,6,6.0,6
Matt Chatham,NYJ,30,LB,9,0,,,0,,,1,5,0,5,5.0,5
Josh Cooper,NOR,27,DE,13,2,,,0,,,1,8,0,8,8.0,8
Casey Cramer,TEN,25,RB-TE,5,1,,,0,,,1,13,0,13,13.0,13
Buster Davis,DET,24,LB,1,0,,,0,,,1,1,0,1,1.0,1
Donald Driver*,GNB,32,WR,15,14,,,0,,,1,4,0,4,4.0,1056
Jeff Dugan,MIN,26,TE,16,3,,,0,,,1,18,0,18,18.0,82
Nick Eason,PIT,27,DT,16,1,,,0,,,1,10,0,10,10.0,10
Bobby Engram,SEA,34,WR,16,13,,,0,,,1,12,0,12,12.0,1159
Heath Evans,NWE,29,FB,16,1,,,0,,,1,13,0,13,13.0,177
Steve Fifita,MIA,25,DT,13,1,,,0,,,1,0,0,0,0.0,0
Justin Griffith,OAK,27,FB,16,11,,,0,,,1,11,0,11,11.0,203
Otis Grigsby,2TM,27,DE,8,0,,,0,,,1,2,0,2,2.0,2
Ben Hartsock,TEN,27,TE,16,9,,,0,,,1,14,0,14,14.0,152
Joe Jurevicius,CLE,33,WR,16,12,,,0,,,1,9,0,9,9.0,623
Kenton Keith,IND,27,RB,16,1,,,0,,,1,15,0,15,15.0,625
Jeff King,CAR,24,TE,16,16,,,0,,,1,16,0,16,16.0,422
Antwan Lake,NOR,28,RDT,15,7,,,0,,,1,10,0,10,10.0,10
Derek Landri,JAX,24,DT,13,0,,,0,,,1,0,0,0,0.0,0
Calvin Lowry,TEN,24,FS/SS,16,11,,,0,,,1,15,0,15,15.0,33
Brandon Manumaleuna,SDG,27,TE,16,12,,,0,,,1,6,0,6,6.0,92
Richard Marshall,CAR,23,LCB,16,6,,,0,,,1,0,0,0,0.0,107
Ruvell Martin,GNB,25,WR,15,5,,,0,,,1,6,0,6,6.0,248
Reagan Maui'a,MIA,23,FB,16,9,,,0,,,1,4,0,4,4.0,14
Stanley McClover,CAR,23,DE,11,0,,,0,,,1,0,0,0,0.0,0
Pat McQuistan,DAL,24,T,16,0,,,0,,,1,12,0,12,12.0,12
Billy Miller,NOR,30,TE,16,6,,,0,,,1,8,0,8,8.0,336
Mike Montgomery,GNB,24,DT,9,0,,,0,,,1,0,0,0,0.0,0
Sean Morey,ARI,31,WR,15,0,,,0,,,1,40,0,40,40.0,184
Santana Moss,WAS,28,WR,14,14,,,0,,,1,12,0,12,12.0,833
Gene Mruczkowski,MIA,27,G,15,0,,,0,,,1,9,0,9,9.0,9
Lorenzo Neal*+,SDG,37,FB,13,8,,,0,,,1,4,0,4,4.0,59
Justin Peelle,MIA,28,TE,16,10,,,0,,,1,0,0,0,0.0,228
Duke Preston,BUF,25,C,13,0,,,0,,,1,12,0,12,12.0,12
Montae Reagor,PHI,30,DT,7,0,,,0,,,1,14,0,14,14.0,14
Darrell Reid,IND,25,DE,16,1,,,0,,,1,15,0,15,15.0,15
Sean Ryan,NYJ,27,TE,10,1,,,0,,,1,18,0,18,18.0,64
Visanthe Shiancoe,MIN,27,TE,16,15,,,0,,,1,0,0,0,0.0,323
Bobby Sippio,KAN,27,WR,9,0,,,0,,,1,6,0,6,6.0,6
Isaac Smolko,JAX,24,TE,6,0,,,0,,,1,12,0,12,12.0,17
Maurice Stovall,TAM,22,WR,15,1,,,0,,,1,22,0,22,22.0,108
Courtney Taylor,SEA,23,WR,8,0,,,0,,,1,27,0,27,27.0,65
Craig Terrill,SEA,27,DT,16,2,,,0,,,1,0,0,0,0.0,0
Mike Vrabel*+,NWE,32,LOLB,16,15,,,0,,,1,3,0,3,3.0,6
Jonathan Wade,STL,23,DB,16,1,,,0,,,1,19,0,19,19.0,21
C.J. Wallace,SEA,22,DB,9,0,,,0,,,1,0,0,0,0.0,0
Kevin Walter,HOU,26,WR,16,15,,,0,,,1,7,0,7,7.0,837
Ray Willis,SEA,25,T,5,0,,,0,,,1,0,0,0,0.0,0
George Wilson,BUF,26,FS,12,9,,,0,,,1,0,0,0,0.0,45
Garrett Wolfe,CHI,23,RB,13,0,,,0,,,1,27,0,27,27.0,229
Dwayne Wright,BUF,24,RB,15,0,,,0,,,1,0,0,0,0.0,111
DeShawn Wynn,GNB,24,RB,7,4,,,0,,,1,15,0,15,15.0,291
Todd Yoder,WAS,29,TE,15,1,,,0,,,1,8,0,8,8.0,105
